,basic-subset,location,extension,location-extension
Test-MAE,14704.57,12792.4,13902.27,12095.53
Test-MAPE,0.1796,0.1625,0.1726,0.1508
Test-RMSE,22386.92,20101.66,20900.45,19106.31
Test-N-RMSE,0.0955,0.0857,0.0891,0.0815
Test-IQR-RMSE,0.3955,0.3552,0.3693,0.3376
Test-CV-RMSE,0.2413,0.2167,0.2253,0.206
Test-R2,0.7005,0.7586,0.739,0.7819
Training-Duration,13.331,16.306,13.328,19.619
Test-Duration,0.0005224444,0.000516101,0.0005207484,0.0004783674
