,basic-subset,location,extension,location-extension
Test-MAE,18078.27,17302.03,17711.36,16247.94
Test-MAPE,0.2284,0.2185,0.2286,0.1908
Test-RMSE,27230.87,26347.71,24048.47,23589.45
Test-N-RMSE,0.1161,0.1124,0.1025,0.1006
Test-IQR-RMSE,0.4811,0.4655,0.4249,0.4168
Test-CV-RMSE,0.2935,0.284,0.2592,0.2543
Test-R2,0.5569,0.5852,0.6544,0.6675
Training-Duration,63.746,63.952,64.147,64.647
Test-Duration,0.0014812405,0.0016454957,0.0016495759,0.0018055955
