,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,-0.17259654637297922,-0.15861686812339207,0.1533203125,0.10284638404846191,10.26583218574524,0.0038313865661621094,0.0003104209899902344,0.2119920253753662,2,True,12
1,CatBoost,-0.17447855018018193,-0.16579923081898068,0.005560874938964844,0.003831148147583008,2.094865560531616,0.005560874938964844,0.003831148147583008,2.094865560531616,1,True,6
2,NeuralNetTorch,-0.17593625376490607,-0.16472990408163476,0.007003307342529297,0.005206584930419922,3.7773094177246094,0.007003307342529297,0.005206584930419922,3.7773094177246094,1,True,10
3,LightGBMXT,-0.17763787148474813,-0.16410641019744363,0.009332656860351562,0.004510402679443359,0.6536223888397217,0.009332656860351562,0.004510402679443359,0.6536223888397217,1,True,3
4,LightGBM,-0.17907831804970745,-0.16810659129399874,0.00502324104309082,0.003440380096435547,0.642723798751831,0.00502324104309082,0.003440380096435547,0.642723798751831,1,True,4
5,XGBoost,-0.18049965708189117,-0.16264226158518705,0.01114201545715332,0.004876375198364258,0.365281343460083,0.01114201545715332,0.004876375198364258,0.365281343460083,1,True,9
6,LightGBMLarge,-0.18068366471284464,-0.17669100817084968,0.007950544357299805,0.0038025379180908203,2.049694061279297,0.007950544357299805,0.0038025379180908203,2.049694061279297,1,True,11
7,NeuralNetFastAI,-0.182815514592924,-0.16557836572081577,0.019063711166381836,0.010439872741699219,2.0021238327026367,0.019063711166381836,0.010439872741699219,2.0021238327026367,1,True,8
8,ExtraTreesMSE,-0.18439653164143013,-0.1770665638642045,0.09173321723937988,0.07367324829101562,0.5299699306488037,0.09173321723937988,0.07367324829101562,0.5299699306488037,1,True,7
9,RandomForestMSE,-0.18676364874358514,-0.17484017321759532,0.09236311912536621,0.07023119926452637,0.517913818359375,0.09236311912536621,0.07023119926452637,0.517913818359375,1,True,5
10,KNeighborsUnif,-0.3719553814149071,-0.37737210168322843,0.01703500747680664,0.017053604125976562,0.0039980411529541016,0.01703500747680664,0.017053604125976562,0.0039980411529541016,1,True,1
11,KNeighborsDist,-0.38170236527627155,-0.38359409250032694,0.018934965133666992,0.017861366271972656,0.006157636642456055,0.018934965133666992,0.017861366271972656,0.006157636642456055,1,True,2
