,basic-subset,location,extension,location-extension
Test-MAE,14629.35,12554.86,13794.22,12275.48
Test-MAPE,0.184,0.1635,0.1736,0.1565
Test-RMSE,21747.98,19659.31,20705.75,18684.15
Test-N-RMSE,0.0927,0.0838,0.0883,0.0797
Test-IQR-RMSE,0.3843,0.3474,0.3658,0.3301
Test-CV-RMSE,0.2344,0.2119,0.2232,0.2014
Test-R2,0.7174,0.7691,0.7438,0.7914
Training-Duration,2147.392,2329.522,2880.933,1832.563
Test-Duration,0.0007593995,0.0011971876,0.0008945516,0.0008421079
