,basic-subset,location,extension,location-extension
Test-MAE,14444.25,16890.36,14904.64,17368.79
Test-MAPE,0.1836,0.2163,0.1844,0.2172
Test-RMSE,21650.82,23887.06,21908.8,24830.53
Test-N-RMSE,0.0923,0.1019,0.0934,0.1059
Test-IQR-RMSE,0.3825,0.4221,0.3871,0.4387
Test-CV-RMSE,0.2334,0.2575,0.2362,0.2677
Test-R2,0.7199,0.6591,0.7132,0.6316
Training-Duration,1801.246,1801.613,1799.901,1803.407
Test-Duration,2.68491e-05,3.53637e-05,2.65313e-05,5.48354e-05
