,basic-subset,extension,location,extension-location
Test-MAE,20499.02,19044.76,20212.38,18667.21
Test-MAPE,0.2236,0.2134,0.2331,0.2066
Test-RMSE,31993.17,30662.73,30539.58,31132.12
Test-N-RMSE,0.1122,0.1075,0.1071,0.1092
Test-IQR-RMSE,0.5506,0.5277,0.5256,0.5358
Test-CV-RMSE,0.329,0.3153,0.314,0.3201
Test-R2,0.5793,0.6136,0.6167,0.6017
Training-Duration,65.507,65.753,65.755,66.222
Test-Duration,0.0014431853,0.0015863356,0.0015882217,0.0017496384
