,basic-subset,extension,location,extension-location
Test-MAE,16253.67,15379.88,14964.81,13793.8
Test-MAPE,0.1774,0.1701,0.1659,0.1532
Test-RMSE,25784.28,24319.41,23796.93,22751.11
Test-N-RMSE,0.0904,0.0853,0.0834,0.0798
Test-IQR-RMSE,0.4438,0.4185,0.4096,0.3916
Test-CV-RMSE,0.2651,0.2501,0.2447,0.2339
Test-R2,0.7268,0.7569,0.7673,0.7873
Training-Duration,2457.355,2638.27,1859.373,1925.869
Test-Duration,0.0015630788,0.0008539424,0.0015044204,0.0009310196
