,basic-subset,extension,location,extension-location
Test-MAE,20583.89,18268.07,20313.13,17061.37
Test-MAPE,0.2158,0.1936,0.2149,0.1867
Test-RMSE,32151.91,28165.62,31868.69,26315.42
Test-N-RMSE,0.0878,0.0769,0.087,0.0719
Test-IQR-RMSE,0.5411,0.474,0.5363,0.4429
Test-CV-RMSE,0.3295,0.2887,0.3266,0.2697
Test-R2,0.6066,0.6981,0.6135,0.7365
Training-Duration,65.552,65.906,65.831,66.165
Test-Duration,0.0014340665,0.0016060416,0.001595892,0.0017459458
