,basic-subset,location,extension,location-extension
Test-MAE,17137.55,15612.94,15366.62,13817.07
Test-MAPE,0.1694,0.1591,0.1575,0.1431
Test-RMSE,34766.77,34519.44,32822.87,32272.69
Test-N-RMSE,0.0632,0.0627,0.0596,0.0586
Test-IQR-RMSE,0.5541,0.5501,0.5231,0.5143
Test-CV-RMSE,0.3547,0.3522,0.3349,0.3293
Test-R2,0.6097,0.6153,0.6522,0.6637
Training-Duration,12.304,12.402,11.237,13.587
Test-Duration,9.68788e-05,0.0005282703,0.0005167306,0.0008548123
