,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,-0.1591102784933308,-0.15622910607854787,0.15385007858276367,0.08620810508728027,9.256974458694458,0.003468751907348633,0.0005130767822265625,0.28165555000305176,2,True,12
1,NeuralNetTorch,-0.16395523573743206,-0.16119043669294014,0.007245779037475586,0.005863189697265625,5.2794029712677,0.007245779037475586,0.005863189697265625,5.2794029712677,1,True,10
2,ExtraTreesMSE,-0.17127733988127353,-0.19688945633580127,0.10578584671020508,0.07437419891357422,0.509819507598877,0.10578584671020508,0.07437419891357422,0.509819507598877,1,True,7
3,LightGBM,-0.17374254694444158,-0.18165278238972188,0.006654500961303711,0.003951311111450195,0.4544343948364258,0.006654500961303711,0.003951311111450195,0.4544343948364258,1,True,4
4,RandomForestMSE,-0.17439516390504023,-0.19768824703704815,0.10756373405456543,0.059015750885009766,0.5055675506591797,0.10756373405456543,0.059015750885009766,0.5055675506591797,1,True,5
5,CatBoost,-0.1766692171458187,-0.18893255077799426,0.005074739456176758,0.0031554698944091797,0.49692392349243164,0.005074739456176758,0.0031554698944091797,0.49692392349243164,1,True,6
6,LightGBMXT,-0.177484691508839,-0.17331786065219387,0.008202314376831055,0.004688262939453125,0.4158198833465576,0.008202314376831055,0.004688262939453125,0.4158198833465576,1,True,3
7,XGBoost,-0.18039455915095473,-0.18295156491722336,0.011958122253417969,0.007122516632080078,0.3989899158477783,0.011958122253417969,0.007122516632080078,0.3989899158477783,1,True,9
8,NeuralNetFastAI,-0.18082404807844632,-0.17361170782901844,0.020714998245239258,0.012176513671875,2.320094108581543,0.020714998245239258,0.012176513671875,2.320094108581543,1,True,8
9,LightGBMLarge,-0.1946447704466776,-0.2044646469096593,0.013304471969604492,0.005776405334472656,0.9326796531677246,0.013304471969604492,0.005776405334472656,0.9326796531677246,1,True,11
10,KNeighborsDist,-0.37091908159932063,-0.41132196365105644,0.016489028930664062,0.01775360107421875,0.03424215316772461,0.016489028930664062,0.01775360107421875,0.03424215316772461,1,True,2
11,KNeighborsUnif,-0.37290763342912886,-0.396805695524673,0.014433860778808594,0.016318798065185547,0.030431270599365234,0.014433860778808594,0.016318798065185547,0.030431270599365234,1,True,1
