,basic-subset,location,extension,location-extension
Test-MAE,97939.46,97939.46,97649.77,97939.46
Test-MAPE,0.999,0.999,0.996,0.999
Test-RMSE,112646.81,112646.81,112334.59,112646.81
Test-N-RMSE,0.2046,0.2046,0.2041,0.2046
Test-IQR-RMSE,1.7952,1.7952,1.7902,1.7952
Test-CV-RMSE,1.1493,1.1493,1.1461,1.1493
Test-R2,-3.0971,-3.0971,-3.0744,-3.0971
Training-Duration,59.984,60.005,59.993,59.971
Test-Duration,2.69511e-05,4.11541e-05,4.65659e-05,4.5284e-05
