,basic-subset,location,extension,location-extension
Test-MAE,13522.46,11737.94,13261.11,11387.66
Test-MAPE,0.1851,0.1648,0.1858,0.1617
Test-RMSE,18433.14,16248.53,17963.56,15883.06
Test-N-RMSE,0.0817,0.072,0.0796,0.0704
Test-IQR-RMSE,0.3571,0.3147,0.348,0.3077
Test-CV-RMSE,0.2127,0.1875,0.2073,0.1833
Test-R2,0.7863,0.8339,0.797,0.8413
Training-Duration,1803.049,2354.188,3324.796,2157.539
Test-Duration,0.0006286193,0.0011356046,0.0009433521,0.000959486
