,basic-subset,location,extension,location-extension
Test-MAE,13537.69,11776.94,13510.03,11877.81
Test-MAPE,0.1849,0.1617,0.1882,0.1648
Test-RMSE,18569.7,16248.13,18531.34,16225.21
Test-N-RMSE,0.0823,0.072,0.0821,0.0719
Test-IQR-RMSE,0.3597,0.3147,0.359,0.3143
Test-CV-RMSE,0.2143,0.1875,0.2138,0.1872
Test-R2,0.7831,0.8339,0.784,0.8344
Training-Duration,1800.398,1800.471,1800.212,1799.944
Test-Duration,2.4454e-05,2.48919e-05,2.27926e-05,2.83338e-05
