,basic-subset,location,extension,location-extension
Test-MAE,14162.92,10698.4,13228.83,11317.32
Test-MAPE,0.1834,0.1501,0.1786,0.1547
Test-RMSE,19437.63,15253.19,18490.34,16295.48
Test-N-RMSE,0.0861,0.0676,0.0819,0.0722
Test-IQR-RMSE,0.3765,0.2955,0.3582,0.3157
Test-CV-RMSE,0.2243,0.176,0.2134,0.188
Test-R2,0.7623,0.8536,0.7849,0.833
Training-Duration,13.772,16.642,13.628,19.152
Test-Duration,8.65764e-05,0.0004584848,0.0004224219,0.0001660374
