,basic-subset,location,extension,location-extension
Test-MAE,16972.61,15878.24,15569.48,13900.48
Test-MAPE,0.1668,0.1593,0.1583,0.144
Test-RMSE,34977.01,34900.95,33036.92,32213.85
Test-N-RMSE,0.0635,0.0634,0.06,0.0585
Test-IQR-RMSE,0.5574,0.5562,0.5265,0.5134
Test-CV-RMSE,0.3569,0.3561,0.3371,0.3287
Test-R2,0.605,0.6067,0.6476,0.6649
Training-Duration,16.733,15.165,12.177,15.799
Test-Duration,0.000179561,0.0003798645,0.000454692,0.0007946279
