,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,XGBoost,-29.11644838132783,-25.44723221862681,0.010644912719726562,0.004927635192871094,0.33818984031677246,0.010644912719726562,0.004927635192871094,0.33818984031677246,1,True,9
1,WeightedEnsemble_L2,-29.11644838132783,-25.44723221862681,0.011859893798828125,0.005219221115112305,0.5487308502197266,0.0012149810791015625,0.00029158592224121094,0.2105410099029541,2,True,12
2,KNeighborsUnif,-228.7736800592717,-208.0432225863107,0.016884803771972656,0.017884492874145508,0.0038874149322509766,0.016884803771972656,0.017884492874145508,0.0038874149322509766,1,True,1
3,NeuralNetTorch,-255.95855293039455,-154.03694080195132,0.007234334945678711,0.006484031677246094,2.0520503520965576,0.007234334945678711,0.006484031677246094,2.0520503520965576,1,True,10
4,KNeighborsDist,-278.02985653696487,-215.35116017336378,0.02022719383239746,0.018032312393188477,0.00511622428894043,0.02022719383239746,0.018032312393188477,0.00511622428894043,1,True,2
5,RandomForestMSE,-289.812400050075,-213.76003153514176,0.08757257461547852,0.06393790245056152,0.5154657363891602,0.08757257461547852,0.06393790245056152,0.5154657363891602,1,True,5
6,ExtraTreesMSE,-289.9995772129898,-190.31050283182427,0.09344959259033203,0.06670045852661133,0.5387754440307617,0.09344959259033203,0.06670045852661133,0.5387754440307617,1,True,7
7,NeuralNetFastAI,-319.814344077791,-219.88395363394426,0.018820524215698242,0.010158777236938477,2.261503219604492,0.018820524215698242,0.010158777236938477,2.261503219604492,1,True,8
8,LightGBM,-320.54653246489016,-190.9886911221935,0.0037250518798828125,0.0028514862060546875,0.48144960403442383,0.0037250518798828125,0.0028514862060546875,0.48144960403442383,1,True,4
9,LightGBMXT,-322.9840961918613,-189.42559066302005,0.004470109939575195,0.0028867721557617188,0.3587639331817627,0.004470109939575195,0.0028867721557617188,0.3587639331817627,1,True,3
10,LightGBMLarge,-326.67984211278963,-189.53438119212427,0.0036406517028808594,0.0029871463775634766,1.325251817703247,0.0036406517028808594,0.0029871463775634766,1.325251817703247,1,True,11
11,CatBoost,-329.4488219139954,-215.045992180187,0.004082202911376953,0.002802610397338867,1.3825435638427734,0.004082202911376953,0.002802610397338867,1.3825435638427734,1,True,6
