,basic-subset,location,extension,location-extension
Test-MAE,18682.79,19013.69,18736.51,18754.63
Test-MAPE,280.9779,281.6317,286.5715,270.6265
Test-RMSE,33434.4,32393.77,32102.07,32424.54
Test-N-RMSE,0.0943,0.0914,0.0906,0.0915
Test-IQR-RMSE,0.7159,0.6936,0.6874,0.6943
Test-CV-RMSE,0.3726,0.361,0.3578,0.3614
Test-R2,0.4801,0.512,0.5207,0.511
Training-Duration,65.48,316.444,65.81,69.882
Test-Duration,0.0014353362,0.0015780918,0.0016016691,0.0017461858
