,basic-subset,location,extension,location-extension
Test-MAE,80992.43,81032.2,81024.66,81045.68
Test-MAPE,29.1156,29.116,29.1164,29.1167
Test-RMSE,92008.73,92057.21,92025.0,92050.85
Test-N-RMSE,0.2595,0.2597,0.2596,0.2597
Test-IQR-RMSE,1.9701,1.9711,1.9704,1.971
Test-CV-RMSE,1.0255,1.026,1.0256,1.0259
Test-R2,-2.9371,-2.9413,-2.9385,-2.9407
Training-Duration,9.092,12.397,9.883,16.201
Test-Duration,4.88227e-05,5.18348e-05,5.14617e-05,5.41684e-05
