,basic-subset,location,extension,location-extension
Test-MAE,15161.7,18666.04,15616.28,14666.34
Test-MAPE,0.1838,0.2209,0.1923,0.1812
Test-RMSE,24366.81,28636.25,21703.82,21348.6
Test-N-RMSE,0.1064,0.125,0.0948,0.0932
Test-IQR-RMSE,0.4455,0.5236,0.3968,0.3903
Test-CV-RMSE,0.2668,0.3136,0.2377,0.2338
Test-R2,0.6338,0.4942,0.7095,0.7189
Training-Duration,63.954,64.228,64.147,64.407
Test-Duration,0.0014708888,0.0016510681,0.0016258515,0.0018069533
