,basic-subset,location,extension,location-extension
Test-MAE,13370.83,11611.61,12045.49,10722.57
Test-MAPE,0.1562,0.1418,0.15,0.136
Test-RMSE,20385.16,18028.28,18061.47,16505.45
Test-N-RMSE,0.089,0.0787,0.0789,0.0721
Test-IQR-RMSE,0.3727,0.3296,0.3302,0.3018
Test-CV-RMSE,0.2232,0.1974,0.1978,0.1807
Test-R2,0.7437,0.7995,0.7988,0.832
Training-Duration,11.639,18.755,16.574,21.404
Test-Duration,0.0001780852,0.0001714635,0.0001954787,0.0001769387
