,basic-subset,extension,location,extension-location
Test-MAE,19705.84,20016.78,22582.63,20415.09
Test-MAPE,0.2633,0.2734,0.3276,0.2896
Test-RMSE,29499.4,30306.15,31758.29,31434.17
Test-N-RMSE,0.1093,0.1122,0.1176,0.1164
Test-IQR-RMSE,0.4734,0.4863,0.5097,0.5045
Test-CV-RMSE,0.3213,0.3301,0.3459,0.3424
Test-R2,0.5717,0.548,0.5036,0.5137
Training-Duration,65.346,65.591,65.676,65.882
Test-Duration,0.0014136468,0.0016199895,0.0015901823,0.0017772237
