,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetTorch,-0.19370403509314066,-0.1949326806880178,0.007395744323730469,0.006513357162475586,5.651451587677002,0.007395744323730469,0.006513357162475586,5.651451587677002,1,True,10
1,LightGBMXT,-0.19691227669596845,-0.19331717351245392,0.02026510238647461,0.011295318603515625,1.5962293148040771,0.02026510238647461,0.011295318603515625,1.5962293148040771,1,True,3
2,CatBoost,-0.19726281331432163,-0.1957210916833426,0.0061016082763671875,0.004080057144165039,3.5282859802246094,0.0061016082763671875,0.004080057144165039,3.5282859802246094,1,True,6
3,WeightedEnsemble_L2,-0.1985796913531572,-0.18296293583232454,0.14913487434387207,0.09596729278564453,10.301140785217285,0.004166603088378906,0.0003044605255126953,0.20979595184326172,2,True,12
4,NeuralNetFastAI,-0.20014650922980562,-0.19805526657521352,0.01976776123046875,0.01060938835144043,2.3741283416748047,0.01976776123046875,0.01060938835144043,2.3741283416748047,1,True,8
5,XGBoost,-0.20068532962359423,-0.19226955557630276,0.015951156616210938,0.005967378616333008,0.6501343250274658,0.015951156616210938,0.005967378616333008,0.6501343250274658,1,True,9
6,LightGBM,-0.2054332844672794,-0.1920269456698948,0.009061574935913086,0.004473209381103516,0.8888683319091797,0.009061574935913086,0.004473209381103516,0.8888683319091797,1,True,4
7,LightGBMLarge,-0.22241866096250104,-0.20191038034205708,0.012762308120727539,0.004765748977661133,2.349212169647217,0.012762308120727539,0.004765748977661133,2.349212169647217,1,True,11
8,RandomForestMSE,-0.22307590372204517,-0.19703596581908972,0.10111308097839355,0.07249879837036133,0.5192651748657227,0.10111308097839355,0.07249879837036133,0.5192651748657227,1,True,5
9,ExtraTreesMSE,-0.22329015083549042,-0.19300322220957095,0.09279203414916992,0.0680994987487793,0.5267622470855713,0.09279203414916992,0.0680994987487793,0.5267622470855713,1,True,7
10,KNeighborsDist,-0.4518835431704414,-0.3876432392436223,0.01973724365234375,0.018534183502197266,0.006294965744018555,0.01973724365234375,0.018534183502197266,0.006294965744018555,1,True,2
11,KNeighborsUnif,-0.45504038528998014,-0.3905902031431702,0.01767253875732422,0.018000125885009766,0.0038042068481445312,0.01767253875732422,0.018000125885009766,0.0038042068481445312,1,True,1
