,basic-subset,extension,location,extension-location
Test-MAE,13870.47,11963.33,12745.77,11488.14
Test-MAPE,0.1668,0.151,0.1567,0.1468
Test-RMSE,19224.03,16723.93,18561.08,16977.85
Test-N-RMSE,0.0992,0.0863,0.0958,0.0876
Test-IQR-RMSE,0.3576,0.3111,0.3453,0.3159
Test-CV-RMSE,0.2161,0.188,0.2086,0.1908
Test-R2,0.7338,0.7985,0.7518,0.7924
Training-Duration,15.729,21.786,17.492,23.168
Test-Duration,0.0001799139,0.0004001061,0.0001018394,0.0002797233
