,basic-subset,extension,location,extension-location
Test-MAE,13391.55,12295.73,12201.12,10899.95
Test-MAPE,0.1675,0.1586,0.1545,0.1408
Test-RMSE,19124.23,17342.52,17206.0,15256.38
Test-N-RMSE,0.0987,0.0895,0.0888,0.0787
Test-IQR-RMSE,0.3558,0.3226,0.3201,0.2838
Test-CV-RMSE,0.215,0.1949,0.1934,0.1715
Test-R2,0.7365,0.7833,0.7867,0.8323
Training-Duration,1855.118,1841.371,2911.329,2145.876
Test-Duration,0.001133923,0.0003416919,0.0013945804,0.0007924662
