,basic-subset,extension,location,extension-location
Test-MAE,13413.81,15919.12,12673.45,15775.74
Test-MAPE,0.1692,0.1825,0.1606,0.1958
Test-RMSE,19020.21,21376.98,17932.1,20789.55
Test-N-RMSE,0.0982,0.1103,0.0925,0.1073
Test-IQR-RMSE,0.3538,0.3977,0.3336,0.3868
Test-CV-RMSE,0.2138,0.2403,0.2016,0.2337
Test-R2,0.7394,0.6708,0.7684,0.6886
Training-Duration,1801.095,1800.671,1801.02,1802.168
Test-Duration,2.56824e-05,2.82053e-05,2.70935e-05,3.41311e-05
