,basic-subset,extension,location,extension-location
Test-MAE,16839.37,14572.05,18004.42,15608.27
Test-MAPE,0.2091,0.1775,0.2154,0.1919
Test-RMSE,22915.28,20801.9,24504.76,22552.51
Test-N-RMSE,0.1183,0.1073,0.1265,0.1164
Test-IQR-RMSE,0.4263,0.387,0.4559,0.4196
Test-CV-RMSE,0.2576,0.2338,0.2755,0.2535
Test-R2,0.6217,0.6883,0.5674,0.6336
Training-Duration,67.993,64.319,64.127,64.37
Test-Duration,0.0014892309,0.0016296629,0.0016550747,0.0018058981
