,basic-subset,location,extension,location-extension
Test-MAE,23875.97,28560.02,45831.01,68455.67
Test-MAPE,0.2466,0.2849,0.5364,0.8949
Test-RMSE,66658.85,70518.48,81661.07,108765.14
Test-N-RMSE,0.0673,0.0712,0.0825,0.1099
Test-IQR-RMSE,1.1483,1.2148,1.4067,1.8736
Test-CV-RMSE,0.6888,0.7287,0.8438,1.1239
Test-R2,0.3398,0.2612,0.0092,-0.7576
Training-Duration,1800.007,1800.578,1799.984,1800.01
Test-Duration,1.72045e-05,2.0593e-05,2.02043e-05,2.28563e-05
