,basic-subset,location,extension,location-extension
Test-MAE,19648.3,17967.52,18240.36,17290.09
Test-MAPE,0.1885,0.1663,0.1713,0.1585
Test-RMSE,64531.44,63995.07,63234.07,63670.48
Test-N-RMSE,0.0652,0.0646,0.0639,0.0643
Test-IQR-RMSE,1.1117,1.1024,1.0893,1.0968
Test-CV-RMSE,0.6668,0.6613,0.6534,0.6579
Test-R2,0.3813,0.3915,0.4059,0.3977
Training-Duration,2694.547,2555.582,1918.265,1932.11
Test-Duration,0.0005110314,0.0008761066,0.0006872538,0.0011091706
