,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetFastAI,-0.17268282926532252,-346.2201683762251,0.018227338790893555,0.010599851608276367,2.293536424636841,0.018227338790893555,0.010599851608276367,2.293536424636841,1,True,8
1,NeuralNetTorch,-0.1843641553254692,-398.6892077809336,0.007441043853759766,0.0057375431060791016,5.00532078742981,0.007441043853759766,0.0057375431060791016,5.00532078742981,1,True,10
2,CatBoost,-0.1856934754360624,-359.9403593756221,0.007231950759887695,0.004248619079589844,3.9196951389312744,0.007231950759887695,0.004248619079589844,3.9196951389312744,1,True,6
3,RandomForestMSE,-0.19161033280483206,-418.60489334134667,0.08849453926086426,0.06705164909362793,0.506422758102417,0.08849453926086426,0.06705164909362793,0.506422758102417,1,True,5
4,ExtraTreesMSE,-0.19700096495232836,-404.7171009709431,0.0914306640625,0.06971287727355957,0.5248239040374756,0.0914306640625,0.06971287727355957,0.5248239040374756,1,True,7
5,LightGBMXT,-0.19765098950057317,-338.8870042198759,0.005749702453613281,0.003238201141357422,0.459078311920166,0.005749702453613281,0.003238201141357422,0.459078311920166,1,True,3
6,LightGBM,-0.31483043716176906,-363.9662972823823,0.004155158996582031,0.0030982494354248047,0.5273141860961914,0.004155158996582031,0.0030982494354248047,0.5273141860961914,1,True,4
7,KNeighborsUnif,-0.40289008906538115,-276.3943981508224,0.017196178436279297,0.018220901489257812,0.003840208053588867,0.017196178436279297,0.018220901489257812,0.003840208053588867,1,True,1
8,KNeighborsDist,-0.40687518074116963,-312.87992829939503,0.019689083099365234,0.018346071243286133,0.004964351654052734,0.019689083099365234,0.018346071243286133,0.004964351654052734,1,True,2
9,LightGBMLarge,-0.4407034735089876,-379.3459859827491,0.0037550926208496094,0.003091096878051758,1.3992559909820557,0.0037550926208496094,0.003091096878051758,1.3992559909820557,1,True,11
10,XGBoost,-0.8943669991230813,-13.89588069909107,0.010553121566772461,0.005148172378540039,0.3395051956176758,0.010553121566772461,0.005148172378540039,0.3395051956176758,1,True,9
11,WeightedEnsemble_L2,-0.8943669991230813,-13.89588069909107,0.011793136596679688,0.005435943603515625,0.5466163158416748,0.0012400150299072266,0.00028777122497558594,0.20711112022399902,2,True,12
