,basic-subset,location,extension,location-extension
Test-MAE,23130.45,22231.11,20811.86,19995.69
Test-MAPE,0.2153,0.2108,0.2018,0.1903
Test-RMSE,53999.26,53090.75,49322.09,49600.27
Test-N-RMSE,0.0718,0.0706,0.0655,0.0659
Test-IQR-RMSE,0.9256,0.91,0.8454,0.8502
Test-CV-RMSE,0.5315,0.5225,0.4854,0.4882
Test-R2,0.3801,0.4008,0.4829,0.477
Training-Duration,367.087,103.407,102.713,65.878
Test-Duration,0.0014396269,0.0015963847,0.0016077406,0.0017458788
