,basic-subset,location,extension,location-extension
Test-MAE,91823.4,91800.18,91856.57,91862.32
Test-MAPE,0.8936,0.8932,0.8943,0.8944
Test-RMSE,113030.33,113007.85,113040.64,113042.04
Test-N-RMSE,0.1502,0.1502,0.1502,0.1502
Test-IQR-RMSE,1.9374,1.937,1.9376,1.9376
Test-CV-RMSE,1.1124,1.1122,1.1125,1.1126
Test-R2,-1.7159,-1.7149,-1.7164,-1.7165
Training-Duration,9.526,12.131,12.619,15.695
Test-Duration,4.78201e-05,5.09146e-05,5.0806e-05,5.37242e-05
