model_id,rank,ensemble_weight,type,cost,duration,config_id,train_loss,seed,start_time,end_time,budget,status,data_preprocessors,feature_preprocessors,balancing_strategy,config_origin
179,1,0.02,random_forest,17339.460567624134,1.5706863403320312,178,13086.177889913964,0,1701097147.7576559,1701097149.3495226,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Random Search
177,2,0.06,extra_trees,17433.60212633516,1.9557561874389648,176,9989.332550083547,0,1701097142.1552906,1701097144.1329696,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Local Search
147,3,0.02,extra_trees,17481.037427378033,2.3148293495178223,146,6200.851176985566,0,1701096830.9362206,1701096833.274036,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Local Search
2,4,0.0,random_forest,17498.15795278219,2.79209303855896,1,6356.859573867677,0,1701095368.4225848,1701095371.2393649,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Initial design
97,5,0.16,gradient_boosting,17545.87225073975,3.4328231811523438,96,4696.661259743405,0,1701096477.008739,1701096480.4634924,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Local Search
14,6,0.22,adaboost,17754.63982660941,0.9396381378173828,13,7016.281719949872,0,1701095596.3227665,1701095597.2888942,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Initial design
122,7,0.0,gradient_boosting,17932.621989120238,2.2701754570007324,121,4720.338516669333,0,1701096720.7929907,1701096723.0879593,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Local Search
168,8,0.0,extra_trees,18104.062797704966,1.5288748741149902,167,15588.70118076294,0,1701097118.1944766,1701097119.7450547,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Random Search (sorted)
162,9,0.0,extra_trees,18275.565824372112,5.551763296127319,161,16302.076998453498,0,1701097087.2510633,1701097092.8247666,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Random Search
153,10,0.0,extra_trees,18334.273766779734,1.1282198429107666,152,15642.432747173634,0,1701097037.510717,1701097038.6602418,0.0,StatusType.SUCCESS,[],['select_percentile_regression'],,Random Search (sorted)
86,11,0.0,extra_trees,18688.18638135104,1.1206424236297607,85,16417.85407778726,0,1701096419.1885242,1701096420.333286,0.0,StatusType.SUCCESS,[],['select_percentile_regression'],,Random Search
42,12,0.0,extra_trees,18701.213643908777,1.319981575012207,41,16181.24083208902,0,1701096147.901675,1701096149.245293,0.0,StatusType.SUCCESS,[],['extra_trees_preproc_for_regression'],,Local Search
15,13,0.0,extra_trees,18757.057917147806,1.128509759902954,14,15586.485761518772,0,1701095597.4172797,1701095598.5701494,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Initial design
7,14,0.06,random_forest,18765.345330993794,19.939705848693848,6,10451.075768584684,0,1701095384.0992982,1701095404.0690641,0.0,StatusType.SUCCESS,[],['extra_trees_preproc_for_regression'],,Initial design
48,15,0.02,gradient_boosting,18776.67978447965,0.8885512351989746,47,9311.503050785694,0,1701096179.3230753,1701096180.232468,0.0,StatusType.SUCCESS,[],['fast_ica'],,Random Search (sorted)
108,16,0.0,gradient_boosting,18820.52738885681,0.8802776336669922,107,16980.444347047425,0,1701096674.5058227,1701096675.4097943,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Local Search
47,17,0.0,mlp,18824.47188717884,1.4594981670379639,46,17239.451381852603,0,1701096173.4465885,1701096174.929528,0.0,StatusType.SUCCESS,[],['fast_ica'],,Random Search (sorted)
137,18,0.0,adaboost,18850.41981361865,1.3261644840240479,136,14988.24303629835,0,1701096775.5057602,1701096776.854027,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Random Search
90,19,0.0,gradient_boosting,19021.63525503392,0.7656064033508301,89,15534.616824205417,0,1701096443.3818965,1701096444.1684852,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Local Search
111,20,0.0,gradient_boosting,19038.821018421622,0.7684204578399658,110,16172.971716350256,0,1701096682.198053,1701096682.9858525,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Local Search
178,21,0.0,random_forest,19138.027176854794,1.860473394393921,177,13915.55330986917,0,1701097145.006808,1701097146.8892865,0.0,StatusType.SUCCESS,[],['fast_ica'],,Random Search
43,22,0.04,random_forest,19222.218547019344,11.22793173789978,42,15866.842659005262,0,1701096149.5677907,1701096160.8239293,0.0,StatusType.SUCCESS,[],['fast_ica'],,Random Search
57,23,0.0,gradient_boosting,19230.301140976833,19.85612988471985,56,7776.150785027375,0,1701096214.7892284,1701096234.671917,0.0,StatusType.SUCCESS,[],['fast_ica'],,Local Search
163,24,0.0,extra_trees,19236.231138586172,6.353891849517822,162,78.37049825796359,0,1701097098.187519,1701097104.5718765,0.0,StatusType.SUCCESS,[],['fast_ica'],,Local Search
160,25,0.22,mlp,19603.654360588374,1.936384677886963,159,17908.869333035032,0,1701097083.652311,1701097085.6110413,0.0,StatusType.SUCCESS,[],['fast_ica'],,Random Search
158,26,0.0,gradient_boosting,19633.64755791715,1.8251433372497559,157,9317.757149237415,0,1701097080.1881578,1701097082.0355809,0.0,StatusType.SUCCESS,[],['fast_ica'],,Local Search
65,27,0.0,extra_trees,19688.960107534644,1.38600492477417,64,18287.440321921218,0,1701096265.7504346,1701096267.1608834,0.0,StatusType.SUCCESS,[],['select_percentile_regression'],,Local Search
19,28,0.0,gradient_boosting,19771.04945623737,3.4531893730163574,18,6518.271233290671,0,1701095600.4576845,1701095603.9352267,0.0,StatusType.SUCCESS,[],['select_percentile_regression'],,Initial design
