,basic-subset,extension,location,extension-location
Test-MAE,12137.15,12091.39,11125.93,10838.92
Test-MAPE,0.137,0.1345,0.1281,0.1235
Test-RMSE,17673.44,17527.24,15846.41,15577.34
Test-N-RMSE,0.0818,0.0811,0.0734,0.0721
Test-IQR-RMSE,0.3432,0.3403,0.3077,0.3025
Test-CV-RMSE,0.1966,0.195,0.1763,0.1733
Test-R2,0.8096,0.8127,0.8469,0.8521
Training-Duration,1800.59,1800.061,1800.821,1800.448
Test-Duration,2.25097e-05,2.04065e-05,3.11255e-05,3.00063e-05
