,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,-0.12162525719626531,-0.18421923340298782,0.1511847972869873,0.09733271598815918,12.367493867874146,0.002893209457397461,0.0003025531768798828,0.2116999626159668,2,True,12
1,CatBoost,-0.12608115862194252,-0.20398477350987582,0.00913691520690918,0.004610300064086914,7.506482839584351,0.00913691520690918,0.004610300064086914,7.506482839584351,1,True,6
2,LightGBMXT,-0.12758713913657774,-0.1914616579043766,0.026016712188720703,0.011504411697387695,2.2804713249206543,0.026016712188720703,0.011504411697387695,2.2804713249206543,1,True,3
3,NeuralNetTorch,-0.12951798238811058,-0.19471014972839418,0.007125139236450195,0.005446672439575195,7.0832343101501465,0.007125139236450195,0.005446672439575195,7.0832343101501465,1,True,10
4,LightGBM,-0.1295931232012793,-0.19846947941744367,0.008714914321899414,0.003982067108154297,0.8243796825408936,0.008714914321899414,0.003982067108154297,0.8243796825408936,1,True,4
5,XGBoost,-0.13031727777300528,-0.19618316777313385,0.01287531852722168,0.00515294075012207,0.43074941635131836,0.01287531852722168,0.00515294075012207,0.43074941635131836,1,True,9
6,NeuralNetFastAI,-0.1394222424563479,-0.2003797040021776,0.0212557315826416,0.010335445404052734,2.271578788757324,0.0212557315826416,0.010335445404052734,2.271578788757324,1,True,8
7,ExtraTreesMSE,-0.1405968389588168,-0.19943173970731728,0.09389400482177734,0.06974363327026367,0.5205094814300537,0.09389400482177734,0.06974363327026367,0.5205094814300537,1,True,7
8,LightGBMLarge,-0.1430966441108751,-0.21220267953877822,0.008809089660644531,0.0039899349212646484,2.2110936641693115,0.008809089660644531,0.0039899349212646484,2.2110936641693115,1,True,11
9,RandomForestMSE,-0.1451352254581515,-0.21262443319744137,0.09398078918457031,0.06765341758728027,0.5068390369415283,0.09398078918457031,0.06765341758728027,0.5068390369415283,1,True,5
10,KNeighborsDist,-0.34699252639261013,-0.39344537294070564,0.019108295440673828,0.01855325698852539,0.005355119705200195,0.019108295440673828,0.01855325698852539,0.005355119705200195,1,True,2
11,KNeighborsUnif,-0.350357369275697,-0.40038163377532404,0.017106056213378906,0.017569780349731445,0.0038530826568603516,0.017106056213378906,0.017569780349731445,0.0038530826568603516,1,True,1
