,basic-subset,extension,location,extension-location
Test-MAE,13942.86,13336.91,11989.05,11808.4
Test-MAPE,0.1871,0.1775,0.1622,0.1619
Test-RMSE,19028.99,18206.39,16561.92,16071.15
Test-N-RMSE,0.0919,0.0879,0.08,0.0776
Test-IQR-RMSE,0.3732,0.3571,0.3248,0.3152
Test-CV-RMSE,0.2166,0.2073,0.1886,0.183
Test-R2,0.7658,0.7856,0.8226,0.833
Training-Duration,1995.69,2245.093,2028.005,2831.163
Test-Duration,0.0005477143,0.0003528561,0.0051066115,0.0008166115
