,basic-subset,extension,location,extension-location
Test-MAE,16918.86,15252.09,17160.04,16280.8
Test-MAPE,0.236,0.1954,0.2115,0.2066
Test-RMSE,23479.31,21895.73,24202.8,22993.41
Test-N-RMSE,0.1134,0.1057,0.1169,0.111
Test-IQR-RMSE,0.4605,0.4294,0.4747,0.4509
Test-CV-RMSE,0.2673,0.2493,0.2755,0.2618
Test-R2,0.6435,0.6899,0.6211,0.6581
Training-Duration,63.554,64.084,64.248,64.465
Test-Duration,0.0014943713,0.0016835336,0.0016835285,0.0018393461
