,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetTorch,-0.19179189553117235,-0.19670989593953297,0.00683283805847168,0.005396604537963867,4.97098183631897,0.00683283805847168,0.005396604537963867,4.97098183631897,1,True,10
1,WeightedEnsemble_L2,-0.1957103361022299,-0.18420017448763662,0.21080756187438965,0.14844775199890137,10.55784010887146,0.0036661624908447266,0.0003001689910888672,0.20995545387268066,2,True,12
2,XGBoost,-0.20490953901605502,-0.19280714302078483,0.011046886444091797,0.0048351287841796875,0.3659331798553467,0.011046886444091797,0.0048351287841796875,0.3659331798553467,1,True,9
3,NeuralNetFastAI,-0.20546764018867592,-0.20220985920243736,0.01885843276977539,0.010259866714477539,2.2186028957366943,0.01885843276977539,0.010259866714477539,2.2186028957366943,1,True,8
4,CatBoost,-0.20928165083448377,-0.1962738036335204,0.005936861038208008,0.0032241344451904297,3.9654393196105957,0.005936861038208008,0.0032241344451904297,3.9654393196105957,1,True,6
5,LightGBMXT,-0.20980477539506984,-0.20240059233343777,0.016512632369995117,0.008931159973144531,1.291870355606079,0.016512632369995117,0.008931159973144531,1.291870355606079,1,True,3
6,RandomForestMSE,-0.2118914442279681,-0.19618890485512752,0.09121012687683105,0.06700873374938965,0.5202541351318359,0.09121012687683105,0.06700873374938965,0.5202541351318359,1,True,5
7,LightGBM,-0.21346633151459032,-0.19814965559469006,0.007630348205566406,0.004034280776977539,0.839775562286377,0.007630348205566406,0.004034280776977539,0.839775562286377,1,True,4
8,ExtraTreesMSE,-0.21437084092127018,-0.19085455580858804,0.09211468696594238,0.06768298149108887,0.5252761840820312,0.09211468696594238,0.06768298149108887,0.5252761840820312,1,True,7
9,LightGBMLarge,-0.2250351560806746,-0.20512928691165813,0.01361703872680664,0.006484031677246094,2.9158058166503906,0.01361703872680664,0.006484031677246094,2.9158058166503906,1,True,11
10,KNeighborsDist,-0.4518835431704414,-0.3876432392436223,0.019086360931396484,0.01767587661743164,0.006217002868652344,0.019086360931396484,0.01767587661743164,0.006217002868652344,1,True,2
11,KNeighborsUnif,-0.45504038528998014,-0.3905902031431702,0.017159223556518555,0.017815828323364258,0.003913402557373047,0.017159223556518555,0.017815828323364258,0.003913402557373047,1,True,1
