,basic-subset,extension,location,extension-location
Test-MAE,16260.39,16312.21,14530.6,15975.66
Test-MAPE,0.2223,0.2221,0.1964,0.2254
Test-RMSE,23614.88,23373.21,21523.17,22975.92
Test-N-RMSE,0.0875,0.0866,0.0797,0.0851
Test-IQR-RMSE,0.379,0.3751,0.3454,0.3687
Test-CV-RMSE,0.2572,0.2546,0.2344,0.2503
Test-R2,0.7256,0.7311,0.772,0.7402
Training-Duration,1799.983,1799.871,1798.893,1799.561
Test-Duration,1.87073e-05,2.1497e-05,2.52232e-05,2.55657e-05
