,basic-subset,extension,location,extension-location
Test-MAE,16275.57,14990.61,14416.97,13483.73
Test-MAPE,0.2207,0.2151,0.2,0.1978
Test-RMSE,23923.83,21670.72,21395.0,19559.39
Test-N-RMSE,0.0886,0.0803,0.0792,0.0724
Test-IQR-RMSE,0.3839,0.3478,0.3433,0.3139
Test-CV-RMSE,0.2606,0.236,0.233,0.213
Test-R2,0.7183,0.7689,0.7747,0.8117
Training-Duration,1935.76,1796.123,1821.085,2434.637
Test-Duration,0.0008967226,0.0011901708,0.0009381837,0.0453203855
