,basic-subset,location,extension,location-extension
Test-MAE,23875.97,21973.87,45831.01,68455.67
Test-MAPE,0.2466,0.2184,0.5364,0.8949
Test-RMSE,66658.85,69163.7,81661.07,108765.14
Test-N-RMSE,0.0673,0.0699,0.0825,0.1099
Test-IQR-RMSE,1.1483,1.1915,1.4067,1.8736
Test-CV-RMSE,0.6888,0.7147,0.8438,1.1239
Test-R2,0.3398,0.2893,0.0092,-0.7576
Training-Duration,1800.042,1800.002,1800.036,1800.03
Test-Duration,1.73294e-05,2.03374e-05,2.04052e-05,2.24571e-05
