,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetFastAI,-0.17191859953519487,-202.30605271578943,0.019129276275634766,0.01033329963684082,2.257310390472412,0.019129276275634766,0.01033329963684082,2.257310390472412,1,True,8
1,ExtraTreesMSE,-0.1761802866597058,-215.02254982460872,0.09434199333190918,0.06955981254577637,0.524031400680542,0.09434199333190918,0.06955981254577637,0.524031400680542,1,True,7
2,CatBoost,-0.17987135181324396,-221.16615177853205,0.005685329437255859,0.0031948089599609375,1.4041709899902344,0.005685329437255859,0.0031948089599609375,1.4041709899902344,1,True,6
3,RandomForestMSE,-0.18471307185912317,-237.1953045775853,0.0889744758605957,0.06547427177429199,0.5114686489105225,0.0889744758605957,0.06547427177429199,0.5114686489105225,1,True,5
4,NeuralNetTorch,-0.19160177482590737,-229.13485232769705,0.006708860397338867,0.008222818374633789,2.960103988647461,0.006708860397338867,0.008222818374633789,2.960103988647461,1,True,10
5,KNeighborsUnif,-0.3998720321348207,-176.68192941166225,0.017284631729125977,0.01702713966369629,0.0038475990295410156,0.017284631729125977,0.01702713966369629,0.0038475990295410156,1,True,1
6,KNeighborsDist,-0.4110479111443224,-169.67436506980778,0.018920421600341797,0.01714158058166504,0.00551915168762207,0.018920421600341797,0.01714158058166504,0.00551915168762207,1,True,2
7,LightGBM,-0.506354683830813,-191.16039721201344,0.0030679702758789062,0.0029320716857910156,0.5125646591186523,0.0030679702758789062,0.0029320716857910156,0.5125646591186523,1,True,4
8,LightGBMXT,-0.5107848533979455,-186.36232522589313,0.004591703414916992,0.0029408931732177734,0.37646055221557617,0.004591703414916992,0.0029408931732177734,0.37646055221557617,1,True,3
9,LightGBMLarge,-0.5122949088749134,-190.01414745555368,0.0036802291870117188,0.0027620792388916016,1.355405569076538,0.0036802291870117188,0.0027620792388916016,1.355405569076538,1,True,11
10,XGBoost,-0.8942722608244088,-22.414165896523418,0.010730981826782227,0.004824399948120117,0.3350706100463867,0.010730981826782227,0.004824399948120117,0.3350706100463867,1,True,9
11,WeightedEnsemble_L2,-0.8942722608244088,-22.414165896523418,0.01204538345336914,0.0051097869873046875,0.5437474250793457,0.001314401626586914,0.0002853870391845703,0.20867681503295898,2,True,12
