,basic-subset,location,extension,location-extension
Test-MAE,22394.64,22126.27,22392.87,20530.95
Test-MAPE,0.2166,0.2195,0.2419,0.1941
Test-RMSE,69082.52,67233.45,67171.24,66854.7
Test-N-RMSE,0.0698,0.0679,0.0678,0.0675
Test-IQR-RMSE,1.1901,1.1582,1.1571,1.1517
Test-CV-RMSE,0.7138,0.6947,0.6941,0.6908
Test-R2,0.291,0.3284,0.3296,0.336
Training-Duration,65.163,65.719,74.1,66.1
Test-Duration,0.0014504398,0.0015893579,0.0016112744,0.001769924
