model_id,rank,ensemble_weight,type,cost,duration,config_id,train_loss,seed,start_time,end_time,budget,status,data_preprocessors,feature_preprocessors,balancing_strategy,config_origin
99,1,0.16,random_forest,14691.121594435623,24.237231969833374,98,13935.77141993743,0,1701090377.2952564,1701090401.5561001,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
105,2,0.24,random_forest,14748.899912492783,82.08526682853699,104,14865.526108326223,0,1701090496.7285376,1701090578.8408296,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
77,3,0.3,random_forest,14947.177269774827,17.68650197982788,76,12269.161757190344,0,1701090265.9363441,1701090283.651629,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Local Search
111,4,0.0,random_forest,15159.288570835739,73.64845156669617,110,16119.626459844283,0,1701090602.5194628,1701090676.1927319,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
25,5,0.2,mlp,15589.080804344689,3.169267177581787,24,17063.427853251207,0,1701089716.621387,1701089719.814755,0.0,StatusType.SUCCESS,[],['polynomial'],,Initial design
13,6,0.0,adaboost,15952.876105116917,0.9212884902954102,12,7472.439539782423,0,1701089343.0760467,1701089344.0241451,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Initial design
83,7,0.0,extra_trees,15990.464609194572,1.3678388595581055,82,16183.96689464235,0,1701090310.0264237,1701090311.415163,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
14,8,0.0,extra_trees,16003.99072152858,1.1186573505401611,13,16066.506945925768,0,1701089344.1536198,1701089345.2941349,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Initial design
108,9,0.0,random_forest,16013.893746391455,1.5413763523101807,107,15048.995213843857,0,1701090585.2076147,1701090586.7702122,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Local Search
102,10,0.0,random_forest,16158.91189737298,3.2496702671051025,101,14137.041247822455,0,1701090481.051096,1701090484.3261409,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
113,11,0.0,adaboost,16431.039003861144,0.877418041229248,112,7713.462399566269,0,1701090695.2859251,1701090696.1820323,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Local Search
43,12,0.0,decision_tree,16513.039838337183,0.7065916061401367,42,16067.482935153583,0,1701089980.4705274,1701089981.2003992,0.0,StatusType.SUCCESS,[],['polynomial'],,Random Search (sorted)
68,13,0.0,random_forest,16722.3533712832,2.259772539138794,67,17526.961270797783,0,1701090198.1587098,1701090200.4415486,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
28,14,0.0,k_nearest_neighbors,16815.52794592595,0.5450320243835449,27,201.81190895193402,0,1701089741.353288,1701089741.9198077,0.0,StatusType.SUCCESS,[],['polynomial'],,Random Search (sorted)
61,15,0.0,k_nearest_neighbors,16893.67503416841,0.5355679988861084,60,201.81190895193402,0,1701090173.9315965,1701090174.4857771,0.0,StatusType.SUCCESS,[],['fast_ica'],,Random Search
78,16,0.02,extra_trees,16972.91186579821,4.458142042160034,77,18514.7751950903,0,1701090288.3695319,1701090292.8639677,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Random Search (sorted)
2,17,0.0,random_forest,16988.856149862877,2.479307174682617,1,7379.305666284486,0,1701089120.092116,1701089122.5953739,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Initial design
76,18,0.0,random_forest,17009.080035273528,33.40423345565796,75,7537.9447142304825,0,1701090227.7695754,1701090261.1999822,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Local Search
100,19,0.0,extra_trees,17020.05329821016,3.075312614440918,99,7240.3559253679605,0,1701090406.5956085,1701090409.695707,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
85,20,0.0,random_forest,17039.07648536735,1.6480016708374023,84,12126.014365134386,0,1701090322.0478654,1701090323.7207234,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Local Search
57,21,0.0,adaboost,17079.203409172922,2.4295265674591064,56,9237.99166311149,0,1701090163.1699193,1701090165.622987,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
55,22,0.0,sgd,17164.23998403219,0.9574892520904541,54,17764.446285729522,0,1701090151.735601,1701090152.7138867,0.0,StatusType.SUCCESS,[],['random_trees_embedding'],,Random Search
30,23,0.0,k_nearest_neighbors,17260.346379727194,0.514894962310791,29,18306.61223247298,0,1701089748.924953,1701089749.4584482,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Local Search
112,24,0.0,random_forest,17665.650408667727,8.98444390296936,111,17510.578651610496,0,1701090681.4623125,1701090690.4707255,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Local Search
56,25,0.0,gradient_boosting,17942.757002832706,1.798722743988037,55,11918.560208022256,0,1701090157.1594636,1701090158.9832869,0.0,StatusType.SUCCESS,[],['polynomial'],,Random Search (sorted)
94,26,0.0,extra_trees,17965.646042328233,5.806567430496216,93,18625.693412702643,0,1701090345.7224195,1701090351.5530684,0.0,StatusType.SUCCESS,[],['random_trees_embedding'],,Random Search
47,27,0.0,gradient_boosting,17990.20036446305,1.5015926361083984,46,13679.67280490081,0,1701089988.9282002,1701089990.449894,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Random Search (sorted)
31,28,0.0,k_nearest_neighbors,18048.433332130484,0.5018880367279053,30,19384.99596487486,0,1701089752.158122,1701089752.681382,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Random Search (sorted)
