,basic-subset,extension,location,extension-location
Test-MAE,17411.94,16612.86,17753.42,15528.18
Test-MAPE,0.2036,0.1924,0.2102,0.1974
Test-RMSE,27058.86,25175.94,26895.26,24739.88
Test-N-RMSE,0.1021,0.095,0.1015,0.0933
Test-IQR-RMSE,0.4386,0.408,0.4359,0.401
Test-CV-RMSE,0.297,0.2764,0.2952,0.2716
Test-R2,0.6405,0.6888,0.6448,0.6995
Training-Duration,65.268,65.81,65.777,66.188
Test-Duration,0.0014720225,0.0016053067,0.0016284136,0.0017722685
