,basic-subset,location,extension,location-extension
Test-MAE,16652.2,17115.42,16027.11,16702.99
Test-MAPE,0.208,0.2095,0.2009,0.2101
Test-RMSE,25998.98,26700.87,23429.51,25939.01
Test-N-RMSE,0.081,0.0832,0.073,0.0809
Test-IQR-RMSE,0.4971,0.5105,0.448,0.4959
Test-CV-RMSE,0.2985,0.3066,0.269,0.2978
Test-R2,0.6337,0.6136,0.7025,0.6354
Training-Duration,65.158,65.623,65.617,65.873
Test-Duration,0.0014616169,0.0015974461,0.0016134071,0.0017558034
