,working_hours,location,model,const_year,extension,price
1508,7250,UA,336,2016,F,136500
1509,5568,FR,336,2015,E,149000
1510,10500,RU,336,2013,D,98391
1511,8293,BE,336,2015,D2,99000
1512,12485,TR,336,2012,D,77000
1513,9535,TR,336,2012,D,99000
1514,1061,NL,336,2017,D2,184800
1515,1148,NL,336,2017,D2,184800
1516,8280,DE,336,2012,D,105500
1517,7850,NL,336,2016,F,148500
1518,7123,PL,336,2015,D2,94450
1519,8500,NO,336,2013,E,77900
1520,3904,NL,336,2018,F,195000
1521,11201,PL,336,2015,F,22
1522,12672,NL,336,2014,E,84800
1523,8803,LT,336,2015,F,132300
1524,13192,DE,336,2011,D,92900
1525,16648,SE,336,2011,D,56789
1526,10517,DE,336,2010,D,79900
1527,10050,NL,336,2013,E,77500
1528,4872,IT,336,2017,F,200000
1529,4624,IT,336,2017,F,205000
1530,7500,SE,336,2015,F,174130
1531,11500,IT,336,2011,D,70000
1532,7932,DE,336,2016,F,135000
1533,2300,BE,336,2017,F,195000
1534,2689,BE,336,2018,F,234000
1535,9580,DK,336,2014,E,128022
1536,13500,IT,336,2010,D,70000
1537,9072,NL,336,2013,E,81800
1538,14300,CZ,336,2011,D,75000
1539,10791,NL,336,2013,E,89800
1540,5473,DE,336,2017,F,169000
1541,9862,NL,336,2011,D,58500
1542,8922,NL,336,2010,D,62500
1543,6316,BE,336,2017,D,129000
1544,5697,BE,336,2018,D,129000
1545,9215,NL,336,2012,D,64500
1546,9302,NL,336,2012,D,59500
1547,9464,NL,336,2011,D,62500
1548,11873,NL,336,2014,E,79800
1549,7153,DE,336,2016,F,143500
1550,13177,EE,336,2011,D,79500
1551,1238,NL,336,2019,NG,189900
1552,11500,DE,336,2014,E,105000
1553,6943,DE,336,2013,E,94000
1554,11786,DE,336,2016,F,87563
1555,5180,ES,336,2015,D,185000
1556,13188,PL,336,2010,D,78856
1557,8730,ES,336,2015,E,170000
1558,6981,PL,336,2014,E,117506
1559,10687,PL,336,2012,E,86408
1560,8908,PL,336,2014,E,90851
1561,6800,DE,336,2014,E,129000
1562,10770,DE,336,2014,E,99900
1563,16165,TR,336,2015,D2,80000
1564,4926,BE,336,2016,D2,141500
1565,10500,DE,336,2012,E,99950
1566,9417,DE,336,2010,D,96000
1567,8280,DE,336,2011,D,105500
1568,5767,ES,336,2015,F,188000
1569,7096,UK,336,2015,E,113636
1570,5455,ES,336,2015,F,189900
1571,9066,NL,336,2014,E,99750
1572,11036,SE,336,2011,D,86547
1573,5375,PL,336,2017,F,175037
1574,2710,PL,336,2017,F,219907
1575,9008,PL,336,2014,E,89744
1576,12219,DE,336,2010,D,67900
1577,7350,DE,336,2014,E,129000
1578,9738,ES,336,2012,E,133500
1579,14000,FI,336,2015,E,115000
1580,10680,FI,336,2014,E,115000
1581,9336,IT,336,2014,E,147000
1582,8797,LT,336,2015,F,132000
1583,8500,PL,336,2009,D,144200
1584,11869,EE,336,2014,E,84500
1585,16910,NL,336,2011,D,56800
1586,6539,BE,336,2016,D2,137500
1587,13000,PL,336,2012,D,65000
1588,7119,PL,336,2015,D2,108500
1589,10163,NL,336,2011,D,58500
1590,11300,NL,336,2010,D,58000
1591,13070,NO,336,2014,E,88938
1592,17284,NL,336,2011,D,93800
1593,10200,NO,336,2013,E,83430
1594,14663,TR,336,2013,D,74000
1595,8678,NL,336,2015,D2,126000
1596,9862,UA,336,2011,D,85000
1597,6682,BE,336,2015,D2,135000
1598,8411,NL,336,2014,E,115000
1599,9319,NL,336,2010,D,62500
1600,13256,NL,336,2013,E,114500
1601,5,NL,336,2018,D,144800
1602,6,UA,336,2017,D,178200
1603,5,NL,336,2018,D,159800
1604,3,TR,336,2017,D2,180000
1605,5,NL,336,2018,D,169800
1606,1,ES,950,2015,K,3719
1607,4,NL,950,2016,H,91200
1608,5,AT,950,2016,M,120000
1609,5,FR,950,2018,M,150000
1610,6,FR,950,2017,M,129000
1611,7,DE,950,2014,GC,147500
1612,9,FR,950,2012,K,80000
1613,9,UK,950,2016,M,80536
1614,11,DE,950,2010,H,59750
1615,14,UK,950,2015,M,60237
1616,300,NL,950,2020,M,178000
1617,450,DE,950,2014,G,141000
1618,608,DE,950,2019,M,172000
1619,803,CZ,950,2015,M,161522
1620,1015,FR,950,2018,GC,165000
1621,1017,DE,950,2019,GC,149000
1622,1023,PL,950,2018,GC,165500
1623,1100,DE,950,2018,GC,139000
1624,1250,AT,950,2018,GC,142000
1625,1469,FR,950,2020,GC,180000
1626,1529,FR,950,2019,GC,167000
1627,1621,PL,950,2018,M,172823
1628,1688,PL,950,2018,GC,117000
1629,1699,PL,950,2018,GC,128700
1630,1728,PL,950,2008,H,56660
1631,2060,DE,950,2018,M,91000
1632,2072,BE,950,2018,M,167000
1633,2083,FR,950,2018,GC,155000
1634,2130,GB,950,2019,GC,148508
1635,2146,DE,950,2018,M,124900
1636,2306,FR,950,2019,M,200000
1637,2462,NL,950,2019,GC,109500
1638,2464,DE,950,2019,GC,111500
1639,2850,UA,950,2019,GC,155000
1640,3000,BE,950,2017,GC,129000
1641,3050,NL,950,2017,GC,119500
1642,3060,NL,950,2017,GC,115000
1643,3068,FR,950,2017,M,150000
1644,3153,TR,950,2021,GC,128000
1645,3289,NL,950,2019,M,147500
1646,3300,PL,950,2019,GC,131416
1647,3400,TR,950,2017,GC,115000
1648,3705,CH,950,2017,M,146436
1649,3803,TR,950,2020,GC,113000
1650,3849,LT,950,2016,M,137500
1651,3985,LT,950,2018,G,120400
1652,4356,NL,950,2018,M,145000
1653,4674,FR,950,2017,M,162000
1654,4692,NL,950,2017,GC,97750
1655,4850,DE,950,2017,M,142000
1656,5000,FR,950,2017,M,156000
1657,5015,IT,950,2016,M,115000
1658,5205,TR,950,2020,GC,116000
1659,5250,UA,950,2011,H,85000
1660,5321,FR,950,2018,M,150000
1661,5400,EE,950,2018,G,115000
1662,5440,LT,950,2015,M,117000
1663,5474,ES,950,2017,M,129000
1664,5600,LT,950,2014,K,50500
1665,5700,UK,950,2016,M,113900
1666,5841,FR,950,2017,M,150000
1667,5870,UA,950,2016,M,99000
1668,5876,DE,950,2016,M,97000
1669,5950,ES,950,2017,G,109000
1670,5972,GR,950,2016,M,127983
1671,6000,ES,950,2018,M,130000
1672,6024,ES,950,2017,M,124500
1673,6100,IT,950,2017,GC,146065
1674,6100,RU,950,2020,G,95886
1675,6205,DE,950,2005,G,49900
1676,6340,RO,950,2018,L,120000
1677,6440,PL,950,2017,M,89000
1678,6534,EE,950,2013,K,98800
1679,6592,FR,950,2013,K,77900
1680,6645,FR,950,2017,M,129000
1681,6658,DE,950,2016,M,114000
1682,6700,EE,950,2013,K,85000
1683,6709,PL,950,2016,M,85000
1684,6739,NL,950,2016,M,105000
1685,6750,AT,950,2016,M,125000
1686,6777,TR,950,2018,L,119000
1687,6795,GB,950,2019,GC,87571
1688,6859,ES,950,2017,M,139000
1689,6888,BE,950,2017,GC,102000
1690,6900,PL,950,2017,M,153000
1691,6900,BE,950,2017,M,134000
1692,7036,AT,950,2016,M,98000
1693,7040,PL,950,2016,M,87158
1694,7046,IT,950,2018,M,168000
1695,7084,NO,950,2005,G,48959
1696,7135,NL,950,2012,K,71500
1697,7242,PL,950,2016,M,80000
1698,7400,NL,950,2007,H,89000
1699,7431,LT,950,2015,M,112000
1700,7450,TR,950,2017,GC,135000
1701,7478,CH,950,2015,M,110076
1702,7485,BE,950,2015,M,110000
1703,7504,FR,950,2016,M,125000
1704,7506,NL,950,2016,M,82900
1705,7609,DE,950,2017,M,135000
1706,7644,DE,950,2014,K,74890
1707,7705,NL,950,2019,M,109000
1708,7743,DE,950,2013,K,99000
1709,7750,DE,950,2013,K,92300
1710,7820,ES,950,2011,H,105000
1711,7841,FR,950,2014,K,81900
1712,7884,NL,950,2009,H,58900
1713,7923,SE,950,2012,K,85262
1714,8000,FR,950,2016,M,120000
1715,8000,NL,950,2012,H,75000
1716,8010,IT,950,2017,M,105000
1717,8275,DE,950,2016,M,89000
1718,8400,DE,950,2007,H,69850
1719,8576,BE,950,2017,M,122000
1720,8669,FR,950,2012,K,98000
1721,8696,PT,950,2012,K,101750
1722,8800,ES,950,2014,K,65000
1723,8839,NL,950,2011,H,61000
1724,8896,NL,950,2016,M,97900
1725,8899,LU,950,2014,K,68400
1726,8939,ES,950,2015,M,125000
1727,8948,DE,950,2004,G,49500
1728,8957,DE,950,2018,M,93900
1729,8959,NL,950,2007,H,55900
1730,8980,NL,950,2016,M,82500
1731,9000,NL,950,2007,H,49000
1732,9000,RO,950,2014,K,68000
1733,9130,SK,950,2016,M,109000
1734,9161,PT,950,2016,M,113000
1735,9203,PL,950,2016,M,132000
1736,9229,FR,950,2012,K,80000
1737,9262,IT,950,2017,M,128000
1738,9288,PT,950,2016,M,79000
1739,9329,NO,950,2016,M,87181
1740,9349,UK,950,2016,M,87685
1741,9446,NL,950,2015,M,81000
1742,9450,PL,950,2015,M,127000
1743,9500,DE,950,2017,M,105000
1744,9500,NL,950,2015,M,79900
1745,9500,DE,950,2006,H,42950
1746,9502,LV,950,2015,M,80000
1747,9510,DE,950,2005,G,46900
1748,9520,FR,950,2014,K,88000
1749,9558,DE,950,2016,M,98950
1750,9584,ES,950,2012,K,75000
1751,9585,NL,950,2011,H,51800
1752,9598,NL,950,2015,M,77900
1753,9700,NL,950,2015,M,67500
1754,9714,GB,950,2014,K,85439
1755,9750,GB,950,2016,M,104824
1756,9755,UK,950,2016,M,78917
1757,9775,NL,950,2010,H,49500
1758,9778,UK,950,2016,M,69764
1759,9800,ES,950,2011,H,78000
1760,9818,DE,950,2008,H,75900
1761,10000,DE,950,2006,H,49800
1762,10000,PL,950,2016,M,72085
1763,10001,NL,950,2009,H,48950
1764,10009,DE,950,2010,H,55000
1765,10014,BE,950,2016,M,79000
1766,10042,NL,950,2006,H,49800
1767,10095,DE,950,2015,M,85900
1768,10100,DE,950,2014,K,69000
1769,10200,PL,950,2015,M,72829
1770,10242,NL,950,2007,H,54800
1771,10251,EE,950,2005,H,43900
1772,10256,NL,950,2005,H,48900
1773,10293,BE,950,2017,M,105000
1774,10347,DE,950,2005,G,65000
1775,10348,NO,950,2016,M,91085
1776,10395,NL,950,2015,M,66900
1777,10400,NL,950,2012,K,54900
1778,10400,BE,950,2016,M,77000
1779,10414,NL,950,2017,M,79500
1780,10440,PL,950,2014,K,60660
1781,10520,NL,950,2015,M,89500
1782,10559,ES,950,2010,H,66000
1783,10691,NL,950,2018,M,89500
1784,10693,NL,950,2007,H,50800
1785,10787,NL,950,2011,H,46800
1786,10800,DE,950,2018,M,99000
1787,11000,ES,950,2002,G,36000
1788,11000,PL,950,2015,K,60908
1789,11000,LU,950,2015,K,61500
1790,11068,NL,950,2013,H,52800
1791,11142,NL,950,2015,M,74500
1792,11280,ES,950,2002,G,32644
1793,11337,NL,950,2008,H,48300
1794,11390,NL,950,2021,M,69900
1795,11390,NL,950,2016,M,71500
1796,11400,DE,950,2012,K,61500
1797,11444,NL,950,2015,M,69850
1798,11526,ES,950,2015,M,88800
1799,11569,DE,950,2010,H,59750
1800,11575,NL,950,2015,M,69800
1801,11636,NL,950,2010,H,62800
1802,11636,DE,950,2010,H,61900
1803,11700,DE,950,2015,M,75900
1804,11778,NL,950,2012,K,69800
1805,11900,RO,950,2011,H,66000
1806,11910,UK,950,2014,K,54875
1807,11978,DE,950,2011,H,85000
1808,12000,DE,950,2005,G,42500
1809,12000,ES,950,2015,K,99000
1810,12000,RO,950,2010,H,39900
1811,12091,ES,950,2016,M,107000
1812,12133,DE,950,2010,H,50900
1813,12200,PL,950,2013,K,65822
1814,12406,BE,950,2015,M,65000
1815,12406,NL,950,2015,M,74900
1816,12490,FR,950,2008,H,59500
1817,12500,PL,950,2004,G,41736
1818,12500,DE,950,2008,H,55500
1819,12582,DE,950,2008,H,59000
1820,12600,AT,950,2003,G,41500
1821,12600,DE,950,2007,H,53900
1822,12600,IT,950,2010,H,57000
1823,12643,NO,950,2016,M,82942
1824,12871,NL,950,2010,H,59800
1825,12960,DE,950,2010,H,58950
1826,13100,DE,950,2008,H,57600
1827,13179,HU,950,2011,H,44500
1828,13200,NL,950,2010,H,49900
1829,13200,BE,950,2003,G,35750
1830,13226,PL,950,2004,G,38227
1831,13242,NL,950,2009,H,55900
1832,13338,LV,950,2003,G,45000
1833,13394,DE,950,2002,G,44850
1834,13400,NL,950,2007,H,46900
1835,13409,BE,950,2002,G,5000
1836,13500,LU,950,2012,K,57450
1837,13633,NL,950,2009,H,55900
1838,13653,NL,950,2016,M,79000
1839,13756,NL,950,2016,M,77500
1840,13834,FR,950,2009,H,54000
1841,13838,NL,950,2011,H,51800
1842,13900,NL,950,2008,H,46900
1843,13936,NL,950,2013,K,69800
1844,13988,NL,950,2009,H,37800
1845,14000,FR,950,2007,H,64000
1846,14000,DE,950,2017,M,165000
1847,14082,DE,950,2007,H,39900
1848,14155,NL,950,2011,H,56800
1849,14270,NL,950,2012,K,30000
1850,14270,RO,950,2012,K,25000
1851,14283,RO,950,2002,G,21700
1852,14324,DE,950,2010,H,49500
1853,14638,NL,950,2004,G,41800
1854,14667,NL,950,2003,G,43750
1855,14669,NL,950,2013,K,59900
1856,14823,FR,950,2002,G,13824
1857,14900,BE,950,2015,M,60900
1858,14956,DE,950,2015,M,62500
1859,15000,DE,950,2003,G,56000
1860,15078,NL,950,2014,K,54800
1861,15245,NL,950,2010,H,51800
1862,15500,DE,950,2015,K,58500
1863,15707,PL,950,2003,G,50000
1864,15810,IT,950,2016,M,70000
1865,15915,GB,950,2014,K,53745
1866,15917,GB,950,2014,K,42448
1867,16000,ES,950,2011,H,64000
1868,16056,DE,950,2005,G,58000
1869,16071,DE,950,2007,H,38900
1870,16100,AT,950,2006,H,39850
1871,16110,FR,950,2006,H,46900
1872,16578,NL,950,2004,G,39500
1873,16821,FR,950,2007,H,47900
1874,17120,NL,950,2013,K,59500
1875,17188,RO,950,2004,G,36000
1876,17500,HU,950,2005,G,32722
1877,17900,IT,950,2006,H,46000
1878,18000,GB,950,2002,G,31803
1879,18000,TR,950,2010,H,50000
1880,18495,ES,950,2013,K,58000
1881,18586,ES,950,2014,K,60000
1882,18772,BE,950,2007,H,61600
1883,19000,ES,950,2007,H,47000
1884,19000,ES,950,2005,G,35000
1885,19062,NL,950,2009,H,55000
1886,19736,NL,950,2007,H,51800
1887,20000,BE,950,2003,G,35900
1888,20209,ES,950,2003,G,40000
1889,21406,NL,950,2010,H,39900
1890,21569,NL,950,2003,G,42800
1891,10000,NL,966,2013,K,69000
1892,15263,RU,966,2014,H,140908
1893,14500,NL,966,2007,H,79500
1894,14234,NL,966,2015,M,89500
1895,13043,NL,966,2013,K,82800
1896,11041,NL,966,2016,M,102900
1897,15916,FR,966,2013,K,73900
1898,10484,NL,966,2016,M,99500
1899,5119,DE,966,2011,H,130000
1900,17000,BE,966,2016,M,75500
1901,14029,NL,966,2013,K,76500
1902,8230,ES,966,2014,K,139000
1903,14051,NL,966,2016,M,89900
1904,6931,ES,966,2014,M,139000
1905,10017,NL,966,2015,M,102800
1906,9050,ES,966,2014,M,143500
1907,8500,AT,966,2016,M,133000
1908,4988,NL,966,2019,M,199500
1909,7400,ES,966,2015,M,139000
1910,13611,PL,966,2014,K,90499
1911,13313,NL,966,2014,K,79800
1912,9925,ES,966,2016,M,150000
1913,17500,UK,966,2010,H,89870
1914,13759,NL,966,2012,K,73900
1915,8514,AT,966,2017,M,163000
1916,9702,NL,966,2013,K,84900
1917,4909,FR,966,2019,M,230000
1918,14799,RO,966,2016,M,98900
1919,8300,SK,966,2014,K,98000
1920,14623,DE,966,2013,K,76500
1921,14848,NL,966,2012,K,85000
1922,8230,FR,966,2014,K,109000
1923,9590,AT,966,2017,M,159000
1924,16034,NL,966,2014,M,99500
1925,13300,DE,966,2013,K,73000
1926,12700,CZ,966,2012,K,83000
1927,18472,NL,966,2014,K,74500
1928,12490,ES,966,2017,L,214534
1929,6742,GB,966,2015,M,188339
1930,18000,TR,966,2008,H,65000
1931,8359,ES,966,2018,M,129000
1932,3069,ES,966,2015,M,145000
1933,11971,NL,966,2013,K,79900
1934,11630,ES,966,2017,L,224719
1935,5451,BE,966,2010,H,93000
1936,9894,GB,966,2018,M,119411
1937,13791,NL,966,2013,K,72800
1938,15238,DE,966,2004,G,79000
1939,13954,FR,966,2012,M,135268
1940,12820,ES,966,2017,L,210961
1941,7374,NL,966,2016,M,129500
1942,12200,PT,966,2013,K,78500
1943,14050,NL,966,2013,K,71500
1944,8498,RO,966,2014,M,116900
1945,18000,LV,966,2011,K,79000
1946,10076,DE,966,2017,M,105000
1947,14390,HU,966,2012,K,76600
1948,13298,NL,966,2015,M,92500
1949,3087,PL,966,2019,M,211000
1950,21071,GB,966,2002,G,59044
1951,8230,NL,966,2017,M,129000
1952,9746,RO,966,2015,M,84500
1953,1570,UA,966,2018,H,145000
1954,8077,DE,966,2018,M,136900
1955,9607,NL,966,2013,K,79500
1956,12500,ES,966,2012,K,96500
1957,6800,DE,966,2017,M,135000
1958,20000,TR,966,2014,H,98000
1959,14700,DE,966,2013,K,89000
1960,8359,NL,966,2016,M,124500
1961,9645,UK,966,2016,M,117154
1962,13569,NL,966,2015,M,98000
1963,9100,NL,966,2014,K,79500
1964,14457,DE,966,2015,M,92000
1965,16400,DK,966,2012,K,53000
1966,13748,NL,966,2014,M,86500
1967,10182,DE,966,2014,K,73700
1968,6549,FR,966,2013,K,95000
1969,6880,DE,966,2013,K,102350
1970,8514,NL,966,2017,M,129800
1971,9284,AT,966,2017,M,138500
1972,11300,FR,966,2010,K,75000
1973,14775,NL,966,2015,M,84900
1974,12410,FR,966,2005,G,13522
1975,8962,DE,966,2015,M,89000
1976,8084,NL,966,2015,M,112500
1977,11509,HR,966,2013,K,72500
1978,7794,FR,966,2016,M,160000
1979,15950,DE,966,2013,K,71500
1980,9113,ES,966,2014,K,98500
1981,8969,ES,966,2016,M,153500
1982,8140,ES,966,2013,K,109000
1983,6257,ES,966,2017,M,175500
1984,6062,DE,966,2012,K,88500
1985,2530,FR,966,2018,M,230000
1986,5053,BE,966,2002,G,77500
1987,10015,NL,966,2015,M,86500
1988,8856,NL,966,2016,M,117500
1989,12009,DE,966,2015,M,79000
1990,10941,DE,966,2016,M,95000
1991,8500,DE,966,2015,M,105000
1992,18000,FR,966,2008,H,70250
1993,11380,DE,966,2010,H,79900
1994,16351,NL,966,2009,H,74500
1995,5440,FR,966,2013,K,150000
1996,18466,NL,966,2015,M,67500
1997,12135,DE,966,2015,M,73900
1998,11691,DE,966,2014,K,72500
1999,14615,NL,966,2012,K,59800
2000,8891,ES,966,2012,K,92000
2001,6568,IT,966,2017,M,153000
2002,13153,DE,966,2016,M,87500
2003,9812,DE,966,2014,K,84500
2004,10292,DE,966,2016,M,75000
2005,5426,CH,966,2016,M,164193
2006,14248,AT,966,2012,K,65000
2007,19000,NL,966,2014,M,54500
2008,12546,NL,966,2014,K,69900
2009,9510,BE,966,2017,M,103000
2010,10137,FR,966,2012,K,82000
2011,11289,FR,966,2010,K,59000
2012,12781,DE,966,2014,K,66500
2013,6395,DE,966,2018,M,160000
2014,3615,PL,966,2015,M,178237
2015,8528,NL,966,2015,M,86500
2016,12410,RO,966,2005,G,23500
2017,11500,ES,966,2013,K,78000
2018,18000,NL,966,2015,M,67500
2019,9850,FR,966,2015,M,95000
2020,5439,FR,966,2013,K,99000
2021,10573,BE,966,2016,M,67000
2022,9533,NL,966,2008,H,65000
2023,12062,FR,966,2013,K,80000
2024,15300,IT,966,2014,M,70000
2025,8800,DE,966,2016,M,125000
2026,20000,TR,966,2008,H,68000
2027,10976,DE,966,2015,M,81900
2028,15663,GR,966,2010,H,80000
2029,15960,ES,966,2015,M,75000
2030,14792,EE,966,2016,M,84000
2031,398,BE,966,2015,H,209000
2032,10600,PT,966,2015,M,95000
2033,6000,RO,966,2015,H,75000
2034,13269,BE,966,2012,K,63500
2035,10500,BE,966,2014,M,79500
2036,9266,NL,966,2008,H,65000
2037,9344,ES,966,2014,M,120000
2038,16020,UK,966,2014,M,76144
2039,7757,RU,966,2020,L,172942
2040,11930,GR,966,2015,M,1
2041,7500,PL,966,2015,M,96900
2042,5346,BE,966,2019,M,223000
2043,13370,DE,966,2013,K,69000
2044,13601,DE,966,2014,K,79000
2045,7370,DE,966,2016,M,95000
2046,8899,DE,966,2017,M,119000
2047,8328,FR,966,2016,M,150000
2048,14000,GR,966,2012,K,92000
2049,12430,RU,966,2017,L,140932
2050,6961,FR,966,2015,M,190000
2051,5439,DE,966,2013,K,109500
2052,11177,DE,966,2011,K,69000
2053,6700,DE,966,2017,M,125000
2054,9185,CH,966,2014,K,91842
2055,19589,CH,966,2014,M,54734
2056,9246,FR,966,2013,K,79000
2057,8520,FR,966,2005,G,13522
2058,6555,ES,966,2013,K,108000
2059,4600,RO,966,2016,M,119000
2060,9300,SK,966,2016,M,104000
2061,9990,DE,966,2015,M,89999
2062,6773,DE,966,2017,M,129900
2063,7967,DE,966,2018,M,117900
2064,7982,DE,966,2018,M,127900
2065,17900,FI,966,2011,K,68000
2066,10800,IT,966,2017,M,183000
2067,10678,IT,966,2016,M,135000
2068,5751,BE,966,2017,M,178000
2069,10880,DE,966,2016,M,99000
2070,7924,DE,966,2016,M,90000
2071,13710,DE,966,2014,K,66000
2072,10500,UA,966,2016,M,91500
2073,9100,ES,966,2014,M,113000
2074,6051,DE,966,2017,M,139000
2075,9793,DE,966,2008,H,89950
2076,5349,DE,966,2012,K,135000
2077,12334,DE,966,2015,M,85000
2078,12500,DE,966,2003,G,59850
2079,7500,SK,966,2014,K,114000
2080,7925,DE,966,2006,H,69850
2081,6322,GR,966,2015,M,140000
2082,8980,GR,966,2015,M,1
2083,6174,ES,966,2015,M,135000
2084,10657,ES,966,2015,M,94000
2085,8571,FR,966,2014,M,115000
2086,7155,NL,966,2015,M,92800
2087,6460,NL,966,2018,M,145000
2088,8542,NL,966,2017,M,119000
2089,11284,NL,966,2014,M,79900
2090,4610,DE,966,2017,M,149000
2091,16868,DE,966,2014,K,59000
2092,9967,DE,966,2013,G,55900
2093,9101,FR,966,2011,K,85000
2094,10674,PL,966,2015,M,87437
2095,11113,ES,966,2013,K,79900
2096,13380,ES,966,2016,M,120000
2097,8884,PL,966,2016,M,108245
2098,13421,IE,966,2012,K,80000
2099,710,PL,966,2017,M,157165
2100,14791,ES,966,2016,M,97500
2101,10134,FR,966,2012,K,85000
2102,13325,PL,966,2013,K,78000
2103,7877,ES,966,2015,M,151500
2104,8323,PT,966,2014,M,148000
2105,14000,GR,966,2011,K,1
2106,9882,GR,966,2018,M,147000
2107,7025,ES,966,2007,H,75000
2108,14000,IT,966,2012,K,65000
2109,4409,BE,966,2019,M,215000
2110,7400,NL,966,2016,M,139000
2111,12600,NL,966,2012,K,65000
2112,12845,NL,966,2011,K,58500
2113,12200,DE,966,2014,K,66500
2114,5200,NL,966,2015,M,155000
2115,6137,PL,966,2017,M,140000
2116,7662,FR,966,2016,M,180000
2117,7410,PL,966,2017,M,182000
2118,5440,FR,966,2014,K,150000
2119,7834,FR,966,2014,K,165000
2120,9675,FR,966,2016,M,155000
2121,12283,FR,966,2011,K,110000
2122,13567,PL,966,2012,K,64000
2123,11500,PL,966,2012,K,65000
2124,11074,LU,966,2015,M,85000
2125,12133,DE,966,2012,K,72500
2126,3500,DE,966,2017,M,168000
2127,10558,BE,966,2016,M,69500
2128,11654,DE,966,2012,K,69000
2129,1782,BE,966,2019,M,209000
2130,14179,NL,966,2013,K,56800
2131,9943,DE,966,2015,M,94000
2132,8967,DE,966,2016,M,121800
2133,10995,DE,966,2015,M,77000
2134,8449,DE,966,2017,M,126000
2135,9629,NL,966,2015,M,81800
2136,10700,FR,966,2013,K,89000
2137,10235,DE,966,2014,M,115000
2138,6350,DE,966,2016,M,118000
2139,8150,DE,966,2015,M,84500
2140,6612,NL,966,2013,K,74500
2141,8951,BE,966,2014,M,99000
2142,10867,CH,966,2012,K,61900
2143,10539,IT,966,2017,M,183000
2144,8070,IT,966,2017,M,140000
2145,19902,FI,966,2012,K,75000
2146,12900,PT,966,2014,M,84500
2147,13164,IT,966,2014,M,89000
2148,8000,ES,966,2013,K,89000
2149,10000,ES,966,2014,M,95000
2150,1300,PL,966,2018,M,220584
2151,14390,PL,966,2012,K,74600
2152,15500,FR,966,2008,K,50000
2153,11400,PT,966,2013,K,163000
2154,9283,FR,966,2012,K,78000
2155,10158,NL,966,2014,K,64800
2156,9924,BE,966,2011,K,92000
2157,12055,NL,966,2015,M,82500
2158,20000,TR,966,2011,H,1000
2159,21000,TR,966,2014,H,100000
2160,9750,FR,966,2015,M,113000
2161,17700,BE,966,2013,K,57000
2162,11300,TR,966,2011,H,60000
2163,11014,DE,966,2005,G,56950
2164,7949,BE,966,2014,M,119000
2165,14847,NL,966,2013,K,59800
2166,11,DE,966,2011,K,69000
2167,6,DE,966,2017,M,139000
2168,9,UK,966,2014,K ,70278
2169,6,NL,966,2018,M,145000
2170,4,DE,966,2017,M,149000
2171,11,PT,966,2013,K,163000
2172,7,ES,966,2015,M,151500
2173,12,FR,966,2011,K,110000
2174,9,UK,966,2016,M,98940
2175,5,FR,966,2014,K,150000
2176,10,UK,966,2014,K,69840
2177,10,FR,966,2012,K,85000
2178,7,PL,966,2017,M,182000
2179,7,FR,966,2016,M,180000
2180,8,PT,966,2014,M,148000
2181,4,BE,966,2019,M,215000
2182,7,PT,966,2016,M,148500
2183,9,FR,966,2016,M,155000
2184,7,FR,966,2014,K,165000
2185,8,DE,966,2017,M,126000
2186,8,DE,966,2016,M,121800
2187,9,DE,966,2015,M,94000
2188,10,DE,966,2014,M,115000
2189,18800,CZ,D6,2002,R,64032
2190,17300,PL,D6,2003,M,42585
2191,14818,NL,D6,2011,T,63500
2192,15500,PL,D6,2010,N,59510
2193,18465,FR,D6,2003,R,55000
2194,11851,NL,D6,2016,T,112000
2195,8659,PL,D6,2015,N,109800
2196,9140,DE,D6,2012,N,89500
2197,12000,HU,D6,2013,N,112139
2198,22000,IT,D6,2003,R,60000
2199,5970,HU,D6,2012,K,140000
2200,18000,FI,D6,2009,T,86000
2201,11074,NL,D6,2016,N,109000
2202,14500,DE,D6,2014,T,105900
2203,8000,IT,D6,2004,N,75000
2204,6502,DE,D6,2015,T,137500
2205,12500,DE,D6,2003,R,51000
2206,7300,SE,D6,2015,T,162514
2207,6814,DE,D6,2012,K,99000
2208,14840,DE,D6,2011,N,84032
2209,6500,CZ,D6,2015,T,124999
2210,20000,DE,D6,2004,M,44900
2211,8805,DE,D6,2015,T,127500
2212,9334,BE,D6,2010,T,82000
2213,8923,NL,D6,2010,T,89500
2214,13000,GR,D6,2011,T,115000
2215,7393,GB,D6,2015,N,125122
2216,10293,NO,D6,2016,T,158131
2217,6397,DE,D6,2012,N,63492
2218,5470,NL,D6,2017,K,125500
2219,10740,FR,D6,2012,N,46965
2220,10650,FR,D6,2013,N,48974
2221,11533,FR,D6,2013,N,46965
2222,10411,FR,D6,2012,N,46965
2223,8142,NL,D6,2012,N,89500
2224,11059,DE,D6,2007,R,81900
2225,8515,NL,D6,2012,T,120000
2226,18315,BE,D6,2008,T,64000
2227,8650,SE,D6,2013,T,141400
2228,10920,BE,D6,2015,T,119500
2229,12069,SK,D6,2007,N,70000
2230,12112,DE,D6,2004,N,54621
2231,13043,DE,D6,2011,N,85000
2232,16200,RO,D6,2010,T,100000
2233,9861,NL,D6,2016,T,139500
2234,8651,NL,D6,2016,T,149500
2235,9837,GB,D6,2011,T,93362
2236,13317,NO,D6,2007,R,94087
2237,5370,EE,D6,2017,K,130000
2238,20948,PL,D6,2010,N,61186
2239,11897,BE,D6,2013,N,94000
2240,7090,BE,D6,2012,N,105000
