,working_hours,location,model,const_year,extension,price
762,13279,NL,323,2007,D,51900
763,4277,DE,323,2018,NG,169000
764,8200,PL,323,2012,E,72000
765,15094,PL,323,2014,E,62230
766,8600,PL,323,2011,D,55430
767,12120,CZ,323,2008,D,49610
768,3558,GB,323,2019,NG,145359
769,10978,NL,323,2013,E,64800
770,5145,PL,323,2017,F,139000
771,18000,HU,323,2008,D,40740
772,8328,DE,323,2016,F,98500
773,12961,PL,323,2009,D,53471
774,7865,NL,323,2009,D,49800
775,12743,NL,323,2011,D,53800
776,19699,NL,323,2008,D,41900
777,12016,NL,323,2013,E,62800
778,10000,HU,323,2013,E,73000
779,10330,NL,323,2008,D,45800
780,13303,NL,323,2012,E,61800
781,11563,NL,323,2013,E,62800
782,1476,PL,323,2018,NG,140000
783,8687,NL,323,2012,E,69800
784,12090,PL,323,2013,E,78500
785,10296,EE,323,2014,E,63500
786,13300,BE,323,2012,E,65000
787,11000,PL,323,2011,E,63590
788,7700,PL,323,2016,F,99010
789,9900,PL,323,2014,E,78110
790,13745,DK,323,2012,E,62500
791,10525,NL,323,2008,D,49800
792,5735,SE,323,2017,F,133795
793,12742,NL,323,2011,D,49900
794,11000,NL,323,2010,D,52500
795,18497,NL,323,2008,D,49000
796,9975,NL,323,2008,D,58500
797,11433,NL,323,2008,D,49800
798,12250,NL,323,2009,D,53500
799,11000,BE,323,2011,D,53000
800,4468,EE,323,2008,D,67900
801,2204,NL,323,2018,NG,149000
802,10000,ES,323,2011,D,69500
803,13545,BE,323,2012,E,59000
804,11599,PL,323,2014,E,64410
805,13581,NL,323,2008,D,53900
806,14964,NL,323,2008,D,53900
807,12500,ES,323,2008,D,40000
808,19575,NL,323,2009,D,47500
809,14000,ES,323,2014,E,58000
810,12000,DE,323,2009,D,49900
811,14258,NL,323,2008,D,52900
812,9748,PL,323,2012,E,62960
813,11605,NL,323,2006,D,48500
814,11593,NL,323,2011,D,58900
815,9800,LV,323,2008,D,50000
816,13000,NL,323,2006,D,48500
817,18195,NL,323,2007,D,39900
818,10400,ES,323,2008,D,43670
819,11000,ES,323,2007,D,41320
820,12816,DE,323,2010,D,57900
821,10974,PL,323,2013,E,61793
822,13826,ES,323,2014,E,63500
823,12200,PL,323,2011,D,54950
824,9000,NL,323,2008,D,52000
825,12750,DK,323,2011,D,51775
826,12475,PL,323,2008,D,66700
827,8889,PL,323,2011,D,66700
828,8249,FR,323,2007,D,60000
829,8130,NL,323,2006,D,55000
830,9000,LV,323,2013,E,70000
831,9855,NL,323,2010,D,57000
832,13600,ES,323,2014,E,58000
833,9116,NO,323,2015,E,90599
834,7750,PL,323,2012,E,72500
835,9600,GR,323,2007,D,88000
836,6999,PL,323,2016,F,91500
837,9900,FR,323,2012,E,47000
838,8400,ES,323,2011,D,53000
839,11350,NO,323,2007,D,46487
840,15509,EE,323,2008,D,42900
841,11369,NL,323,2006,D,58800
842,1950,SE,323,2017,F,162226
843,13168,SE,323,2008,D,42769
844,17000,PL,323,2008,D,40000
845,2833,DE,323,2019,NG,159000
846,3530,DE,323,2015,E,90000
847,8409,NL,323,2012,E,66800
848,10000,FR,323,2012,D,60000
849,8028,LU,323,2008,D,45000
850,9151,NO,323,2013,E,56545
851,11034,HU,323,2007,D,73250
852,13187,SE,323,2008,D,48879
853,11272,NL,323,2007,D,48900
854,5993,NL,323,2017,F,109000
855,4232,AT,323,2017,F,132500
856,3040,CH,323,2017,F,148245
857,4595,FR,323,2013,E,100000
858,3734,DE,323,2015,E,73110
859,12465,DK,323,2008,D,46784
860,6561,NL,323,2014,E,79800
861,14000,UA,323,2008,D,65000
862,8316,FI,323,2012,E,99500
863,10611,NL,323,2010,D,45000
864,10522,NL,323,2008,D,45800
865,6857,FR,323,2015,E,125000
866,2895,FR,323,2016,E,99000
867,10150,UA,323,2011,D,84000
868,13171,NL,323,2008,D,46900
869,8100,DE,323,2011,D,56500
870,4750,NL,323,2019,NG,135000
871,12161,IT,323,2010,D,58000
872,8400,ES,323,2008,D,53000
873,6130,PL,323,2017,F,129000
874,8925,NL,323,2012,E,69900
875,13452,FI,323,2011,D,76296
876,6474,FI,323,2016,F,124900
877,14266,FI,323,2008,D,54900
878,10613,PL,323,2015,E,54743
879,15130,PL,323,2014,E,35992
880,2600,SE,323,2019,NG,177757
881,3719,NL,323,2019,D3,89800
882,7997,NL,323,2011,D,62800
883,14201,NL,323,2008,D,46900
884,18565,NL,323,2008,D,42800
885,7615,PL,323,2015,E,110347
886,4211,BE,323,2018,NG,168000
887,6096,BE,323,2016,F,119000
888,11053,AT,323,2014,E,69500
889,12600,BE,323,2014,E,65000
890,10000,PL,323,2013,E,68590
891,10123,DE,323,2009,D,41900
892,1700,SE,323,2019,NG,180325
893,6222,NO,323,2012,E,77684
894,2500,FR,323,2017,F,150000
895,3611,IT,323,2017,F,137000
896,11900,PL,323,2013,E,65354
897,6013,CH,323,2010,D,72516
898,8983,IT,323,2009,D,72000
899,12480,NL,323,2009,D,47800
900,6220,PL,323,2014,E,85000
901,12675,NL,323,2010,D,55750
902,5232,AT,323,2017,F,132000
903,18550,PL,323,2008,D,39900
904,13098,HU,323,2009,D,60000
905,380,PL,323,2010,D,61470
906,9984,NL,323,2007,D,46000
907,6137,EE,323,2017,F,92000
908,8032,NL,323,2008,D,45000
909,5030,PL,323,2016,F,97509
910,11907,PL,323,2014,E,62001
911,3401,NL,323,2017,F,119500
912,969,NL,323,2017,F,139500
913,8685,NL,323,2013,E,69800
914,6980,NL,323,2016,F,99500
915,10253,HR,323,2011,D,63500
916,10329,NL,323,2008,D,45000
917,11400,NO,323,2008,D,49530
918,15600,NL,323,2007,D,44900
919,11200,NL,323,2011,D,62000
920,11895,NL,323,2009,D,55000
921,9833,PL,323,2011,D,58650
922,8307,DE,323,2015,E,82000
923,11757,PL,323,2010,D,48306
924,10338,PL,323,2012,E,62274
925,5100,DK,323,2017,F,160032
926,5000,PT,323,2015,E,85000
927,7200,DK,323,2012,E,103281
928,13700,ES,323,2014,E,65000
929,9722,ES,323,2011,D,66000
930,10390,ES,323,2012,D,75000
931,8400,RO,323,2008,D,48500
932,5500,PL,323,2014,E,96291
933,4500,HU,323,2014,E,97000
934,14000,FI,323,2008,D,49000
935,8280,BE,323,2013,E,58500
936,6494,NL,323,2013,E,105000
937,6333,NO,323,2016,F,102685
938,12510,NO,323,2008,D,50853
939,7270,FI,323,2015,E,115000
940,6444,FI,323,2016,F,125001
941,9568,FI,323,2011,D,70074
942,13428,FI,323,2011,D,80296
943,4703,IT,323,2017,F,130000
944,7861,IT,323,2008,D,76500
945,10450,PL,323,2009,D,75262
946,4830,PL,323,2017,F,128000
947,7600,PL,323,2012,E,71000
948,3604,AT,323,2018,NG,135000
949,5977,FR,323,2015,E,115000
950,11700,BG,323,2006,D,39880
951,3980,NL,323,2017,F,129000
952,14717,IT,323,2008,D,39000
953,5678,IT,323,2010,D,69000
954,6830,FR,323,2015,E,130000
955,9971,PL,323,2010,D,61350
956,8795,NO,323,2011,D,64674
957,8898,NL,323,2011,D,49800
958,4127,BE,323,2018,NG,153000
959,5353,PL,323,2017,F,103000
960,3344,FR,323,2015,E,105000
961,5268,PL,323,2017,F,123100
962,9300,RO,323,2006,D,45900
963,3126,IT,323,2016,E,118000
964,2890,FR,323,2016,E,124000
965,14554,NL,323,2006,D,52900
966,14580,NL,323,2007,D,54900
967,12981,NL,323,2009,D,49900
968,16000,PL,323,2011,D,48900
969,6844,FR,323,2015,E,109000
970,4897,PL,323,2016,E,121000
971,6000,DE,323,2015,E,128500
972,5800,DE,323,2015,E,129500
973,10800,DE,323,2009,D,46900
974,10500,DE,323,2009,D,49850
975,14880,HR,323,2008,D,45000
976,9480,DE,323,2012,E,66500
977,10745,NL,323,2011,D,64000
978,11200,DE,323,2011,E,58000
979,7796,DE,323,2011,E,69900
980,5550,DE,323,2016,F,94000
981,390,CZ,323,2019,NG,196000
982,11595,NL,323,2014,E,64800
983,5800,DE,323,2017,F,124900
984,5,NL,323,2022,D3,117500
985,7,NL,323,2021,D3,117500
986,10,NL,323,2021,D3,114500
987,7,NL,323,2021,D3,114500
988,10,NL,323,2022,D3,114500
989,6,NL,323,2022,D3,114800
990,4,BE,323,2021,D3,114000
991,6,NL,323,2021,D3,113000
992,4,NL,323,2021,D3,114900
993,12,NL,323,2020,D3,109800
994,8,NL,323,2021,D3,117500
995,5,NL,323,2021,D3,115000
996,4,NL,323,2021,D3,112400
997,6,NL,323,2021,D3,114800
998,5,NL,323,2021,D3,114800
999,4,NL,323,2021,D3,114800
1000,6,NL,323,2021,D3,114000
1001,11,NL,323,2021,D3,114800
1002,4,PL,323,2017,F,128000
1003,5,PL,323,2017,F,122532
1004,4,PL,323,2016,E,121000
1005,2,FR,323,2016,E,124000
1006,6,FR,323,2015,E,130000
1007,3,FR,323,2015,E,105000
1008,5,FR,323,2015,E,115000
1009,8,NL,323,2013,E,69800
1010,6,NL,323,2016,F,99500
1011,3,NL,323,2017,F,119500
1012,8,DE,323,2015,E,82000
1013,5,NL,323,2021,D3,112400
1014,10,NL,323,2020,D,119000
1015,3,BE,323,2021,D3,115000
1016,12,NL,323,2020,D3,114800
1017,11,NL,323,2020,D3,114800
1018,5,NL,323,2019,D,112500
1019,6,NL,323,2020,D,112500
1020,5,NL,323,2020,D3,112500
1021,8,NL,323,2021,D3,114900
1022,5,NL,323,2021,D3,114900
1023,7,DE,323,2020,D3,112500
1024,7508,SE,329,2015,E,113768
1025,12129,HR,329,2009,D,75500
1026,12927,NL,329,2012,E,73800
1027,12039,NL,329,2012,E,71800
1028,9900,DE,329,2011,E,83900
1029,10600,DE,329,2012,E,77000
1030,11424,DE,329,2012,E,72900
1031,11500,DE,329,2014,E,89900
1032,12281,NL,329,2012,E,72800
1033,6099,UK,329,2014,E,54310
1034,8424,GB,329,2014,E,81789
1035,14096,IT,329,2012,E,70000
1036,16409,PL,329,2012,E,74190
1037,11000,BE,329,2010,D,62000
1038,11000,CZ,329,2013,E,92032
1039,6013,BE,329,2013,D,79000
1040,12037,NL,329,2014,E,89500
1041,12282,EE,329,2012,E,74000
1042,10157,DE,329,2012,E,102221
1043,10834,DE,329,2014,E,108171
1044,9393,NL,329,2011,D,59500
1045,11173,DE,329,2014,E,89900
1046,9175,FI,329,2014,E,100000
1047,14429,GB,329,2010,D,55184
1048,5250,NO,329,2012,E,94575
1049,7111,BE,329,2014,E,106000
1050,10858,NL,329,2010,D,10000
1051,11620,NL,329,2012,E,77900
1052,9741,GB,329,2011,E,81749
1053,7000,GB,329,2015,E,95323
1054,5618,NL,329,2009,D,83295
1055,14104,NL,329,2015,E,74800
1056,15424,NL,329,2012,E,79800
1057,11700,BE,329,2010,D,67000
1058,11400,BE,329,2010,D,69000
1059,9800,DE,329,2011,D,95000
1060,14000,TR,329,2015,D,80000
1061,11000,DE,329,2012,E,78000
1062,12516,HR,329,2011,E,80500
1063,8347,NO,329,2015,E,113743
1064,6004,BE,329,2013,D,82000
1065,5073,BE,329,2013,D,84000
1066,11617,DE,329,2012,E,69000
1067,9253,PL,329,2014,E,90108
1068,7274,PL,329,2015,E,109936
1069,10500,FI,329,2015,E,99000
1070,11606,PL,329,2011,E,68297
1071,7352,NL,329,2014,E,99000
1072,12204,SE,329,2011,D,76874
1073,14200,NL,329,2010,D,71000
1074,14000,PL,329,2012,E,68470
1075,7140,PL,329,2012,E,112841
1076,7205,TR,329,2014,D,95000
1077,10272,DE,329,2015,E,120000
1078,8489,NL,329,2011,D,69000
1079,8700,BE,329,2012,E,73000
1080,11446,NL,329,2011,E,69500
1081,12180,NL,329,2011,E,76500
1082,13137,IT,329,2011,D,68000
1083,6911,NL,329,2015,E,115000
1084,11000,PL,329,2011,E,71000
1085,7020,ES,329,2014,E,137000
1086,6197,AT,329,2015,E,119500
1087,11229,NL,329,2011,E,75900
1088,8101,CH,329,2015,E,124469
1089,10302,DE,329,2015,E,81000
1090,12000,DE,329,2014,E,95000
1091,14823,NL,329,2014,E,76800
1092,10140,CH,329,2015,E,130504
1093,13200,NL,329,2012,E,71800
1094,10388,NL,329,2015,E,69500
1095,13954,FI,329,2007,D,56000
1096,14338,NL,329,2009,D,69900
1097,10429,FR,329,2013,E,67000
1098,9142,NL,329,2015,E,84500
1099,12225,NL,329,2009,D,73900
1100,3842,PL,329,2012,E,104306
1101,8135,DE,329,2015,E,89000
1102,9147,ES,329,2012,E,67500
1103,11155,SE,329,2015,E,102459
1104,9227,DE,329,2014,E,89000
1105,8080,AT,329,2015,E,125000
1106,10265,DE,329,2015,E,89900
1107,12250,TR,329,2015,D,83000
1108,12400,NL,329,2013,E,72000
1109,6009,BE,329,2013,D,89000
1110,11299,HR,329,2012,E,81500
1111,11150,SE,329,2015,E,99364
1112,13082,NO,329,2014,E,69872
1113,8749,PL,329,2015,E,54743
1114,13897,PL,329,2015,E,53234
1115,9733,PL,329,2015,E,68105
1116,9400,NO,329,2015,E,100435
1117,9687,NL,329,2010,E,76500
1118,5072,BE,329,2013,D,89000
1119,7011,FR,329,2014,E,125000
1120,7254,BE,329,2015,D,89000
1121,12416,CH,329,2013,E,78023
1122,4480,DE,329,2010,D,104000
1123,5017,FR,329,2013,E,67000
1124,11300,PL,329,2013,E,81680
1125,11100,SE,329,2011,D,58793
1126,8894,NL,329,2009,D,77000
1127,8028,DE,329,2012,E,115000
1128,5500,PL,329,2014,E,96000
1129,11326,FR,329,2014,E,72000
1130,14300,DK,329,2012,E,68303
1131,8800,DK,329,2013,E,97479
1132,14967,RU,329,2012,D,67964
1133,8604,PL,329,2013,E,73841
1134,9762,PL,329,2013,E,79286
1135,10299,PL,329,2013,E,73841
1136,10602,NL,329,2014,E,88500
1137,5100,NL,329,2013,E,105000
1138,8798,DE,329,2014,E,86000
1139,8169,DE,329,2014,E,109000
1140,9300,CH,329,2011,E,75852
1141,11000,RO,329,2011,D,70000
1142,9589,DE,329,2014,E,67900
1143,7900,RO,329,2012,E,67500
1144,8796,NL,329,2012,D,69000
1145,5800,NL,329,2013,E,105000
1146,10612,DE,329,2011,D,85500
1147,7773,AT,329,2015,E,117500
1148,8500,DE,329,2012,E,99500
1149,9000,PL,329,2013,E,94910
1150,9000,NL,329,2014,E,95000
1151,11363,FR,329,2011,E,67000
1152,9228,PL,329,2009,D,87879
1153,4952,PL,329,2012,E,131266
1154,14400,RU,329,2014,D,94631
1155,15277,FI,329,2011,E,75000
1156,8500,PL,329,2011,E,77476
1157,12100,FI,329,2012,E,79000
1158,7700,TR,329,2015,D,93000
1159,9272,SE,329,2015,E,115244
1160,10100,DE,329,2014,E,88000
1161,11313,NL,329,2010,D,73900
1162,14446,NL,329,2012,E,69500
1163,7430,DE,329,2014,E,79000
1164,12866,NL,329,2012,E,69800
1165,9109,HR,329,2013,D,87500
1166,11267,DE,329,2012,E,74500
1167,9816,DE,329,2011,E,72500
1168,10400,DE,329,2012,E,69900
1169,5759,NL,329,2015,F,107500
1170,9870,DE,329,2011,D,68900
1171,13852,NL,329,2014,E,91800
1172,8,DE,329,2012,E,115000
1173,11,FR,329,2014,E,72000
1174,11,FR,329,2011,E,71000
1175,9,PL,329,2009,D,86315
1176,4,PL,329,2012,E,128929
1177,6,FR,329,2015,E,138000
1178,8,AT,329,2015,E,123000
1179,8,DE,329,2014,E,86000
1180,14,RU,329,2014,D,94631
1181,6700,NL,330,2018,D2,135000
1182,10200,NL,330,2015,D2,107900
1183,5639,UA,330,2016,D2,125000
1184,12450,SI,330,2008,D,97903
1185,11894,NL,330,2004,C,53800
1186,11000,GB,330,2006,C,105567
1187,8167,ES,330,2007,D,40909
1188,13554,DE,330,2007,D,59900
1189,1166,DE,330,2020,NG,239500
1190,19730,NL,330,2006,D,52000
1191,5700,NL,330,2018,F,145000
1192,8450,AT,330,2017,F,125000
1193,8435,AT,330,2017,F,124500
1194,15000,DE,330,2008,D,49300
1195,23158,AT,330,2009,D,46900
1196,18376,DE,330,2008,D,105791
1197,18344,IT,330,2005,C,45000
1198,21298,NL,330,2006,D,54800
1199,11750,BE,330,2008,D,61500
1200,8456,DE,330,2016,F,89850
1201,17411,NL,330,2007,D,61500
1202,3593,NL,330,2019,NG,179000
1203,13100,UA,330,2008,D,186000
1204,14862,NL,330,2008,D,68900
1205,11297,NL,330,2016,F,98750
1206,6213,BE,330,2016,F,129000
1207,4287,NL,330,2015,D2,119000
1208,22423,NL,330,2003,C,52800
1209,8071,DE,330,2016,F,144000
1210,4601,BE,330,2016,F,149000
1211,15477,BE,330,2008,D,70000
1212,10000,FR,330,2008,D,45600
1213,3635,FR,330,2018,F,205000
1214,11000,DE,330,2004,C,81991
1215,17000,NL,330,2008,D,59500
1216,11144,NL,330,2007,D,52500
1217,12652,NL,330,2008,D,95000
1218,17761,FI,330,2006,D,53000
1219,21291,FI,330,2006,D,48000
1220,3600,BY,330,2020,NG,169000
1221,12000,GB,330,2005,C,105957
1222,10278,NO,330,2017,F,128253
1223,7100,NL,330,2017,D2,95000
1224,22662,NL,330,2007,D,64800
1225,6164,DE,330,2017,F,138500
1226,7912,ES,330,2006,D,100894
1227,7262,NL,330,2016,F,123500
1228,9507,DE,330,2016,F,119000
1229,12504,FR,330,2006,D,77900
1230,16966,RO,330,2008,D,50000
1231,4464,GB,330,2016,F,126695
1232,10000,GB,330,2008,D,69984
1233,10836,NL,330,2015,D2,89000
1234,3848,NL,330,2018,F,189000
1235,13106,NL,330,2006,D,139000
1236,14000,NL,330,2007,D,57000
1237,13500,ES,330,2008,D,72000
1238,3740,BE,330,2017,F,145000
1239,11926,NL,330,2016,F,93900
1240,1820,PL,330,2020,NG,195000
1241,15183,DE,330,2007,D,65000
1242,9234,NL,330,2007,D,60000
1243,10470,NL,330,2002,C,52500
1244,8144,NL,330,2008,D,60000
1245,12300,DE,330,2007,D,61500
1246,11064,NL,330,2008,D,62800
1247,6000,ES,330,2002,C,1
1248,4700,NL,330,2018,D2,115000
1249,11841,NL,330,2008,D,62800
1250,10240,SE,330,2004,C,38507
1251,10000,LV,330,2007,D,65000
1252,13557,NL,330,2005,C,49800
1253,7726,DE,330,2016,F,121900
1254,9236,NL,330,2006,D,54500
1255,19000,RU,330,2008,D,253277
1256,4414,CH,330,2016,F,155454
1257,12700,DE,330,2006,D,135000
1258,12240,DE,330,2005,C,74900
1259,2472,FR,330,2017,F,211000
1260,3918,NL,330,2017,F,149000
1261,24000,NL,330,2006,D,49500
1262,6120,PL,330,2016,F,98540
1263,1134,BE,330,2019,NG,228000
1264,13500,TR,330,2004,C,225000
1265,2660,DE,330,2019,NG,196000
1266,13900,RU,330,2008,D,76810
1267,15292,ES,330,2005,C,58000
1268,17037,NL,330,2006,D,59500
1269,8232,NL,330,2008,D,59500
1270,9108,NL,330,2002,B,52500
1271,7408,NL,330,2017,D2,115000
1272,2130,DE,330,2019,NG,189000
1273,1096,GE,330,2016,F,261545
1274,3998,CH,330,2017,F,165768
1275,3492,BE,330,2019,NG,199000
1276,2381,NL,330,2019,NG,159800
1277,3507,NL,330,2019,NG,151800
1278,8236,GR,330,2008,D,112000
1279,12637,NL,330,2007,D,57500
1280,9122,NL,330,2008,D,62500
1281,3299,CH,330,2017,F,170876
1282,10300,HR,330,2008,D,82000
1283,8500,PL,330,2016,F,107000
1284,9548,UK,330,2016,F,105019
1285,4120,DE,330,2017,F,160000
1286,15000,CZ,330,2005,C,29500
1287,14150,IS,330,2007,D,45900
1288,10455,NL,330,2018,D2,123000
1289,7420,NL,330,2017,D2,120000
1290,4741,CH,330,2015,F,126056
1291,10545,NL,330,2007,D,52800
1292,13053,NL,330,2006,D,65900
1293,13560,NL,330,2007,D,69000
1294,5277,NO,330,2017,F,182218
1295,11541,NL,330,2017,D2,119500
1296,8778,NL,330,2007,D,58000
1297,20700,DE,330,2008,D,51000
1298,2517,DE,330,2019,NG,239000
1299,14864,NL,330,2003,C,119900
1300,2500,BE,330,2019,NG,195000
1301,8849,DE,330,2016,F,129000
1302,11711,FR,330,2006,D,65000
1303,14363,NL,330,2007,D,89750
1304,13669,NL,330,2006,D,65900
1305,8640,NO,330,2007,D,48248
1306,15235,FR,330,2007,D,15900
1307,13811,GB,330,2008,D,69017
1308,1668,PL,330,2019,NG,192000
1309,9886,NO,330,2007,D,138252
1310,11833,NO,330,2008,D,58068
1311,16000,NL,330,2007,D,72000
1312,9052,FI,330,2016,F,135000
1313,12446,RO,330,2007,D,33800
1314,8651,NL,330,2007,D,63800
1315,9410,NL,330,2016,D2,119500
1316,15300,NL,330,2008,D,61900
1317,2653,FR,330,2018,F,220000
1318,9590,PL,330,2018,F,130000
1319,12941,NL,330,2005,C,54800
1320,12937,BE,330,2006,C,59601
1321,14684,NL,330,2007,D,63500
1322,11687,NL,330,2005,C,49500
1323,6132,FR,330,2016,F,180000
1324,4163,NL,330,2018,F,169000
1325,9027,NL,330,2007,D,64800
1326,3691,NO,330,2018,F,208777
1327,2219,NL,330,2018,F,189000
1328,15600,RO,330,2002,C,41500
1329,5321,IT,330,2018,F,211000
1330,14020,FI,330,2008,D,59000
1331,1084,GE,330,2016,F,249513
1332,14322,NL,330,2008,D,59800
1333,3763,IT,330,2017,F,185000
1334,15900,NL,330,2008,D,85000
1335,1431,PL,330,2019,NG,203000
1336,10500,HR,330,2003,C,58000
1337,10000,PT,330,2005,C,46500
1338,12000,RO,330,2009,D,51900
1339,18576,RU,330,2007,D,65085
1340,18000,NO,330,2006,D,43044
1341,14000,BG,330,2006,D,60000
1342,5000,UA,330,2016,D2,112000
1343,12275,NL,330,2016,F,98800
1344,14973,NL,330,2006,D,83500
1345,6850,RU,330,2018,D,122907
1346,1458,LV,330,2002,B,168000
1347,11053,PL,330,2016,F,93710
1348,1151,NL,330,2018,F,180000
1349,4094,TR,330,2017,D2,123000
1350,14810,NL,330,2007,D,59500
1351,13000,NL,330,2008,D,92000
1352,13200,NL,330,2008,D,67900
1353,12459,PL,330,2008,D,54260
1354,4304,PL,330,2016,F,182400
1355,7242,NL,330,2015,D2,123000
1356,19000,TR,330,2004,C,44900
1357,9025,FR,330,2007,D,49900
1358,6139,FR,330,2016,F,170000
1359,17200,TR,330,2005,C,35000
1360,1063,DE,330,2018,F,209000
1361,15925,NL,330,2007,D,85000
1362,9464,NL,330,2003,C,47500
1363,9078,NL,330,2007,D,82900
1364,14934,RU,330,2006,D,39370
1365,3904,NL,330,2016,F,144000
1366,17000,DE,330,2004,C,39900
1367,15000,BE,330,2008,D,59000
1368,14351,NL,330,2007,D,87500
1369,13937,NL,330,2007,D,60800
1370,8,NL,330,2021,NG,197500
1371,1,TR,330,2007,D,45000
1372,21,ES,330,2003,C,34500
1373,3,ES,330,2016,F,173500
1374,14,NL,330,2007,D,59500
1375,4,PL,330,2016,F,182487
1376,1,PL,330,2019,NG,203000
1377,6,RU,330,2018,D2,122928
1378,10129,IT,336,2015,E,167000
1379,11000,DE,336,2015,F,120000
1380,10229,DE,336,2015,F,122500
1381,10300,DE,336,2012,D,81000
1382,11318,RO,336,2012,E,88235
1383,9500,DE,336,2014,E,124500
1384,12500,DE,336,2013,E,86950
1385,13500,RO,336,2012,D,73900
1386,9212,IE,336,2015,F,100000
1387,10500,PL,336,2014,E,107330
1388,14000,UA,336,2009,D,89000
1389,7200,DE,336,2014,E,125000
1390,9030,GB,336,2014,E,93923
1391,13300,PL,336,2013,E,74594
1392,13712,FR,336,2010,E,76900
1393,6070,BE,336,2017,D2,129883
1394,8216,BE,336,2016,D2,120262
1395,8615,NL,336,2015,F,134900
1396,7719,BE,336,2014,D2,115000
1397,5638,NL,336,2017,F,169000
1398,16200,PL,336,2015,F,98500
1399,12000,TR,336,2012,D,85000
1400,6100,BE,336,2017,D2,135000
1401,8200,BE,336,2016,D2,130000
1402,7294,GB,336,2015,F,142611
1403,10045,FI,336,2011,E,100000
1404,13612,NL,336,2015,D2,119900
1405,14022,NL,336,2011,D,62750
1406,11250,DE,336,2011,D,76000
1407,11200,PL,336,2012,E,48000
1408,14807,FR,336,2010,D,78000
1409,7916,NL,336,2014,E,149000
1410,8900,DE,336,2015,F,122000
1411,12484,FR,336,2012,E,99000
1412,13400,PL,336,2012,D,110840
1413,13000,RO,336,2013,D,73900
1414,5532,DE,336,2012,E,141711
1415,15624,NL,336,2011,D,87900
1416,12859,NL,336,2012,E,89000
1417,5302,BE,336,2018,D2,145000
1418,6216,BE,336,2016,F,149000
1419,12801,DK,336,2015,E,100789
1420,13458,DK,336,2015,E,98101
1421,10900,GB,336,2013,E,74480
1422,12591,DE,336,2016,F,105900
1423,11300,IT,336,2014,E,98000
1424,9909,FR,336,2016,E,122664
1425,7608,BE,336,2015,D2,124000
1426,11947,NL,336,2013,E,89750
1427,19185,NL,336,2012,E,64800
1428,3102,TR,336,2020,NG,185000
1429,9090,DE,336,2014,E,94000
1430,16187,SE,336,2010,D,112100
1431,18000,HU,336,2009,D,79623
1432,8573,NL,336,2012,E,84800
1433,9598,NL,336,2015,F,159000
1434,7500,GB,336,2017,F,139303
1435,10995,FR,336,2010,E,99000
1436,1870,UA,336,2018,D,140000
1437,9540,ES,336,2012,D,127800
1438,7607,BE,336,2015,D2,129000
1439,18827,NL,336,2009,D,64800
1440,2883,GB,336,2018,F,224719
1441,4684,NL,336,2017,E,216068
1442,10866,DE,336,2015,E,98900
1443,19188,FI,336,2012,E,53000
1444,10890,DE,336,2012,E,83900
1445,4230,TR,336,2020,NG,180000
1446,2545,PL,336,2019,NG,220000
1447,10800,DE,336,2012,E,91900
1448,5950,FI,336,2015,F,192000
1449,10562,BE,336,2012,E,86000
1450,11800,DE,336,2011,D,77000
1451,7353,DE,336,2014,E,124990
1452,11574,PL,336,2013,E,94716
1453,8590,FI,336,2016,F,160000
1454,8720,FI,336,2015,F,160000
1455,9116,RO,336,2016,F,139950
1456,2199,PL,336,2020,NG,229000
1457,1200,RO,336,2019,E,110000
1458,8955,NL,336,2018,F,148500
1459,4200,NL,336,2017,D2,125000
1460,4917,NL,336,2016,D2,10000
1461,18830,DE,336,2009,D,65500
1462,5200,ES,336,2015,D2,147000
1463,15764,TR,336,2010,D,73500
1464,7527,BE,336,2015,D2,129000
1465,7600,NO,336,2016,F,97000
1466,6050,DE,336,2016,F,159500
1467,7800,RU,336,2015,D,141622
1468,9374,GB,336,2012,D,77169
1469,10700,ES,336,2014,E,125000
1470,9736,NL,336,2012,D,59500
1471,8457,NL,336,2014,E,99500
1472,10554,NL,336,2012,E,81500
1473,17045,LU,336,2012,D,59800
1474,10000,RU,336,2014,D,107467
1475,6500,ES,336,2015,F,155000
1476,7000,LT,336,2016,E,75500
1477,12225,NL,336,2013,E,78900
1478,9667,NL,336,2013,E,109800
1479,12025,BE,336,2011,E,82000
1480,9723,DE,336,2013,E,99750
1481,7358,DE,336,2014,E,125900
1482,13227,NL,336,2011,D,96800
1483,4602,NL,336,2015,E,159000
1484,9766,CH,336,2013,E,103045
1485,9664,CH,336,2013,E,101172
1486,8915,DE,336,2015,F,125000
1487,10037,RO,336,2014,E,85000
1488,9420,HU,336,2013,E,88900
1489,4943,FR,336,2016,F,195000
1490,10991,FR,336,2010,E,105000
1491,11514,AT,336,2013,E,93500
1492,11416,AT,336,2013,E,99000
1493,10100,NL,336,2014,E,30000
1494,11700,RO,336,2016,F,92000
1495,9750,TR,336,2013,D,106000
1496,9720,IS,336,2014,E,111579
1497,7864,PL,336,2016,F,127514
1498,12603,PL,336,2016,F,85514
1499,11850,NL,336,2016,F,25000
1500,17045,NL,336,2012,D,67500
1501,8200,NO,336,2012,E,74572
1502,18000,TR,336,2012,D,57500
1503,11482,NL,336,2014,E,80800
1504,4780,DE,336,2018,F,187500
1505,8548,DE,336,2016,F,135900
1506,10771,DE,336,2014,E,109900
1507,7933,DE,336,2016,F,135900
