,working_hours,location,model,extension,const_year,price
767,5145,PL,323,F,2017,139000
768,18000,HU,323,D,2008,40740
769,8328,DE,323,F,2016,98500
770,12961,PL,323,D,2009,53471
771,7865,NL,323,D,2009,49800
772,12743,NL,323,D,2011,53800
773,19699,NL,323,D,2008,41900
774,12016,NL,323,E,2013,62800
775,10000,HU,323,E,2013,73000
776,10330,NL,323,D,2008,45800
777,13303,NL,323,E,2012,61800
778,11563,NL,323,E,2013,62800
779,1476,PL,323,NG,2018,140000
780,8687,NL,323,E,2012,69800
781,12090,PL,323,E,2013,78500
782,10296,EE,323,E,2014,63500
783,13300,BE,323,E,2012,65000
784,11000,PL,323,E,2011,63590
785,7700,PL,323,F,2016,99010
786,9900,PL,323,E,2014,78110
787,13745,DK,323,E,2012,62500
788,10525,NL,323,D,2008,49800
789,5735,SE,323,F,2017,133795
790,12742,NL,323,D,2011,49900
791,11000,NL,323,D,2010,52500
792,18497,NL,323,D,2008,49000
793,9975,NL,323,D,2008,58500
794,11433,NL,323,D,2008,49800
795,12250,NL,323,D,2009,53500
796,11000,BE,323,D,2011,53000
797,4468,EE,323,D,2008,67900
798,2204,NL,323,NG,2018,149000
799,10000,ES,323,D,2011,69500
800,13545,BE,323,E,2012,59000
801,11599,PL,323,E,2014,64410
802,13581,NL,323,D,2008,53900
803,14964,NL,323,D,2008,53900
804,12500,ES,323,D,2008,40000
805,19575,NL,323,D,2009,47500
806,14000,ES,323,E,2014,58000
807,12000,DE,323,D,2009,49900
808,14258,NL,323,D,2008,52900
809,9748,PL,323,E,2012,62960
810,11605,NL,323,D,2006,48500
811,11593,NL,323,D,2011,58900
812,9800,LV,323,D,2008,50000
813,13000,NL,323,D,2006,48500
814,18195,NL,323,D,2007,39900
815,10400,ES,323,D,2008,43670
816,11000,ES,323,D,2007,41320
817,12816,DE,323,D,2010,57900
818,10974,PL,323,E,2013,61793
819,13826,ES,323,E,2014,63500
820,12200,PL,323,D,2011,54950
821,9000,NL,323,D,2008,52000
822,12750,DK,323,D,2011,51775
823,12475,PL,323,D,2008,66700
824,8889,PL,323,D,2011,66700
825,8249,FR,323,D,2007,60000
826,8130,NL,323,D,2006,55000
827,9000,LV,323,E,2013,70000
828,9855,NL,323,D,2010,57000
829,13600,ES,323,E,2014,58000
830,9116,NO,323,E,2015,90599
831,7750,PL,323,E,2012,72500
832,9600,GR,323,D,2007,88000
833,6999,PL,323,F,2016,91500
834,9900,FR,323,E,2012,47000
835,8400,ES,323,D,2011,53000
836,11350,NO,323,D,2007,46487
837,15509,EE,323,D,2008,42900
838,11369,NL,323,D,2006,58800
839,1950,SE,323,F,2017,162226
840,13168,SE,323,D,2008,42769
841,17000,PL,323,D,2008,40000
842,2833,DE,323,NG,2019,159000
843,3530,DE,323,E,2015,90000
844,8409,NL,323,E,2012,66800
845,10000,FR,323,D,2012,60000
846,8028,LU,323,D,2008,45000
847,9151,NO,323,E,2013,56545
848,11034,HU,323,D,2007,73250
849,13187,SE,323,D,2008,48879
850,11272,NL,323,D,2007,48900
851,5993,NL,323,F,2017,109000
852,4232,AT,323,F,2017,132500
853,3040,CH,323,F,2017,148245
854,4595,FR,323,E,2013,100000
855,3734,DE,323,E,2015,73110
856,12465,DK,323,D,2008,46784
857,6561,NL,323,E,2014,79800
858,14000,UA,323,D,2008,65000
859,8316,FI,323,E,2012,99500
860,10611,NL,323,D,2010,45000
861,10522,NL,323,D,2008,45800
862,6857,FR,323,E,2015,125000
863,2895,FR,323,E,2016,99000
864,10150,UA,323,D,2011,84000
865,13171,NL,323,D,2008,46900
866,8100,DE,323,D,2011,56500
867,4750,NL,323,NG,2019,135000
868,12161,IT,323,D,2010,58000
869,8400,ES,323,D,2008,53000
870,6130,PL,323,F,2017,129000
871,8925,NL,323,E,2012,69900
872,13452,FI,323,D,2011,76296
873,6474,FI,323,F,2016,124900
874,14266,FI,323,D,2008,54900
875,10613,PL,323,E,2015,54743
876,15130,PL,323,E,2014,35992
877,2600,SE,323,NG,2019,177757
878,3719,NL,323,D3,2019,89800
879,7997,NL,323,D,2011,62800
880,14201,NL,323,D,2008,46900
881,18565,NL,323,D,2008,42800
882,7615,PL,323,E,2015,110347
883,4211,BE,323,NG,2018,168000
884,6096,BE,323,F,2016,119000
885,11053,AT,323,E,2014,69500
886,12600,BE,323,E,2014,65000
887,10000,PL,323,E,2013,68590
888,10123,DE,323,D,2009,41900
889,1700,SE,323,NG,2019,180325
890,6222,NO,323,E,2012,77684
891,2500,FR,323,F,2017,150000
892,3611,IT,323,F,2017,137000
893,11900,PL,323,E,2013,65354
894,6013,CH,323,D,2010,72516
895,8983,IT,323,D,2009,72000
896,12480,NL,323,D,2009,47800
897,6220,PL,323,E,2014,85000
898,12675,NL,323,D,2010,55750
899,5232,AT,323,F,2017,132000
900,18550,PL,323,D,2008,39900
901,13098,HU,323,D,2009,60000
902,380,PL,323,D,2010,61470
903,9984,NL,323,D,2007,46000
904,6137,EE,323,F,2017,92000
905,8032,NL,323,D,2008,45000
906,5030,PL,323,F,2016,97509
907,11907,PL,323,E,2014,62001
908,3401,NL,323,F,2017,119500
909,969,NL,323,F,2017,139500
910,8685,NL,323,E,2013,69800
911,6980,NL,323,F,2016,99500
912,10253,HR,323,D,2011,63500
913,10329,NL,323,D,2008,45000
914,11400,NO,323,D,2008,49530
915,15600,NL,323,D,2007,44900
916,11200,NL,323,D,2011,62000
917,11895,NL,323,D,2009,55000
918,9833,PL,323,D,2011,58650
919,8307,DE,323,E,2015,82000
920,11757,PL,323,D,2010,48306
921,10338,PL,323,E,2012,62274
922,5100,DK,323,F,2017,160032
923,5000,PT,323,E,2015,85000
924,7200,DK,323,E,2012,103281
925,13700,ES,323,E,2014,65000
926,9722,ES,323,D,2011,66000
927,10390,ES,323,D,2012,75000
928,8400,RO,323,D,2008,48500
929,5500,PL,323,E,2014,96291
930,4500,HU,323,E,2014,97000
931,14000,FI,323,D,2008,49000
932,8280,BE,323,E,2013,58500
933,6494,NL,323,E,2013,105000
934,6333,NO,323,F,2016,102685
935,12510,NO,323,D,2008,50853
936,7270,FI,323,E,2015,115000
937,6444,FI,323,F,2016,125001
938,9568,FI,323,D,2011,70074
939,13428,FI,323,D,2011,80296
940,4703,IT,323,F,2017,130000
941,7861,IT,323,D,2008,76500
942,10450,PL,323,D,2009,75262
943,4830,PL,323,F,2017,128000
944,7600,PL,323,E,2012,71000
945,3604,AT,323,NG,2018,135000
946,5977,FR,323,E,2015,115000
947,11700,BG,323,D,2006,39880
948,3980,NL,323,F,2017,129000
949,14717,IT,323,D,2008,39000
950,5678,IT,323,D,2010,69000
951,6830,FR,323,E,2015,130000
952,9971,PL,323,D,2010,61350
953,8795,NO,323,D,2011,64674
954,8898,NL,323,D,2011,49800
955,4127,BE,323,NG,2018,153000
956,5353,PL,323,F,2017,103000
957,3344,FR,323,E,2015,105000
958,5268,PL,323,F,2017,123100
959,9300,RO,323,D,2006,45900
960,3126,IT,323,E,2016,118000
961,2890,FR,323,E,2016,124000
962,14554,NL,323,D,2006,52900
963,14580,NL,323,D,2007,54900
964,12981,NL,323,D,2009,49900
965,16000,PL,323,D,2011,48900
966,6844,FR,323,E,2015,109000
967,4897,PL,323,E,2016,121000
968,6000,DE,323,E,2015,128500
969,5800,DE,323,E,2015,129500
970,10800,DE,323,D,2009,46900
971,10500,DE,323,D,2009,49850
972,14880,HR,323,D,2008,45000
973,9480,DE,323,E,2012,66500
974,10745,NL,323,D,2011,64000
975,11200,DE,323,E,2011,58000
976,7796,DE,323,E,2011,69900
977,5550,DE,323,F,2016,94000
978,390,CZ,323,NG,2019,196000
979,11595,NL,323,E,2014,64800
980,5800,DE,323,F,2017,124900
981,5,NL,323,D3,2022,117500
982,7,NL,323,D3,2021,117500
983,10,NL,323,D3,2021,114500
984,7,NL,323,D3,2021,114500
985,10,NL,323,D3,2022,114500
986,6,NL,323,D3,2022,114800
987,4,BE,323,D3,2021,114000
988,6,NL,323,D3,2021,113000
989,4,NL,323,D3,2021,114900
990,12,NL,323,D3,2020,109800
991,8,NL,323,D3,2021,117500
992,5,NL,323,D3,2021,115000
993,4,NL,323,D3,2021,112400
994,6,NL,323,D3,2021,114800
995,5,NL,323,D3,2021,114800
996,4,NL,323,D3,2021,114800
997,6,NL,323,D3,2021,114000
998,11,NL,323,D3,2021,114800
999,4,PL,323,F,2017,128000
1000,5,PL,323,F,2017,122532
1001,4,PL,323,E,2016,121000
1002,2,FR,323,E,2016,124000
1003,6,FR,323,E,2015,130000
1004,3,FR,323,E,2015,105000
1005,5,FR,323,E,2015,115000
1006,8,NL,323,E,2013,69800
1007,6,NL,323,F,2016,99500
1008,3,NL,323,F,2017,119500
1009,8,DE,323,E,2015,82000
1010,5,NL,323,D3,2021,112400
1011,10,NL,323,D,2020,119000
1012,3,BE,323,D3,2021,115000
1013,12,NL,323,D3,2020,114800
1014,11,NL,323,D3,2020,114800
1015,5,NL,323,D,2019,112500
1016,6,NL,323,D,2020,112500
1017,5,NL,323,D3,2020,112500
1018,8,NL,323,D3,2021,114900
1019,5,NL,323,D3,2021,114900
1020,7,DE,323,D3,2020,112500
1021,7508,SE,329,E,2015,113768
1022,12129,HR,329,D,2009,75500
1023,12927,NL,329,E,2012,73800
1024,12039,NL,329,E,2012,71800
1025,9900,DE,329,E,2011,83900
1026,10600,DE,329,E,2012,77000
1027,11424,DE,329,E,2012,72900
1028,11500,DE,329,E,2014,89900
1029,12281,NL,329,E,2012,72800
1030,6099,UK,329,E,2014,54310
1031,8424,GB,329,E,2014,81789
1032,14096,IT,329,E,2012,70000
1033,16409,PL,329,E,2012,74190
1034,11000,BE,329,D,2010,62000
1035,11000,CZ,329,E,2013,92032
1036,6013,BE,329,D,2013,79000
1037,12037,NL,329,E,2014,89500
1038,12282,EE,329,E,2012,74000
1039,10157,DE,329,E,2012,102221
1040,10834,DE,329,E,2014,108171
1041,9393,NL,329,D,2011,59500
1042,11173,DE,329,E,2014,89900
1043,9175,FI,329,E,2014,100000
1044,14429,GB,329,D,2010,55184
1045,5250,NO,329,E,2012,94575
1046,7111,BE,329,E,2014,106000
1047,11620,NL,329,E,2012,77900
1048,9741,GB,329,E,2011,81749
1049,7000,GB,329,E,2015,95323
1050,5618,NL,329,D,2009,83295
1051,14104,NL,329,E,2015,74800
1052,15424,NL,329,E,2012,79800
1053,11700,BE,329,D,2010,67000
1054,11400,BE,329,D,2010,69000
1055,9800,DE,329,D,2011,95000
1056,14000,TR,329,D,2015,80000
1057,11000,DE,329,E,2012,78000
1058,12516,HR,329,E,2011,80500
1059,8347,NO,329,E,2015,113743
1060,6004,BE,329,D,2013,82000
1061,5073,BE,329,D,2013,84000
1062,11617,DE,329,E,2012,69000
1063,9253,PL,329,E,2014,90108
1064,7274,PL,329,E,2015,109936
1065,10500,FI,329,E,2015,99000
1066,11606,PL,329,E,2011,68297
1067,7352,NL,329,E,2014,99000
1068,12204,SE,329,D,2011,76874
1069,14200,NL,329,D,2010,71000
1070,14000,PL,329,E,2012,68470
1071,7140,PL,329,E,2012,112841
1072,7205,TR,329,D,2014,95000
1073,10272,DE,329,E,2015,120000
1074,8489,NL,329,D,2011,69000
1075,8700,BE,329,E,2012,73000
1076,11446,NL,329,E,2011,69500
1077,12180,NL,329,E,2011,76500
1078,13137,IT,329,D,2011,68000
1079,6911,NL,329,E,2015,115000
1080,11000,PL,329,E,2011,71000
1081,7020,ES,329,E,2014,137000
1082,6197,AT,329,E,2015,119500
1083,11229,NL,329,E,2011,75900
1084,8101,CH,329,E,2015,124469
1085,10302,DE,329,E,2015,81000
1086,12000,DE,329,E,2014,95000
1087,14823,NL,329,E,2014,76800
1088,10140,CH,329,E,2015,130504
1089,13200,NL,329,E,2012,71800
1090,10388,NL,329,E,2015,69500
1091,13954,FI,329,D,2007,56000
1092,14338,NL,329,D,2009,69900
1093,10429,FR,329,E,2013,67000
1094,9142,NL,329,E,2015,84500
1095,12225,NL,329,D,2009,73900
1096,3842,PL,329,E,2012,104306
1097,8135,DE,329,E,2015,89000
1098,9147,ES,329,E,2012,67500
1099,11155,SE,329,E,2015,102459
1100,9227,DE,329,E,2014,89000
1101,8080,AT,329,E,2015,125000
1102,10265,DE,329,E,2015,89900
1103,12250,TR,329,D,2015,83000
1104,12400,NL,329,E,2013,72000
1105,6009,BE,329,D,2013,89000
1106,11299,HR,329,E,2012,81500
1107,11150,SE,329,E,2015,99364
1108,13082,NO,329,E,2014,69872
1109,8749,PL,329,E,2015,54743
1110,13897,PL,329,E,2015,53234
1111,9733,PL,329,E,2015,68105
1112,9400,NO,329,E,2015,100435
1113,9687,NL,329,E,2010,76500
1114,5072,BE,329,D,2013,89000
1115,7011,FR,329,E,2014,125000
1116,7254,BE,329,D,2015,89000
1117,12416,CH,329,E,2013,78023
1118,4480,DE,329,D,2010,104000
1119,5017,FR,329,E,2013,67000
1120,11300,PL,329,E,2013,81680
1121,11100,SE,329,D,2011,58793
1122,8894,NL,329,D,2009,77000
1123,8028,DE,329,E,2012,115000
1124,5500,PL,329,E,2014,96000
1125,11326,FR,329,E,2014,72000
1126,14300,DK,329,E,2012,68303
1127,8800,DK,329,E,2013,97479
1128,14967,RU,329,D,2012,67964
1129,8604,PL,329,E,2013,73841
1130,9762,PL,329,E,2013,79286
1131,10299,PL,329,E,2013,73841
1132,10602,NL,329,E,2014,88500
1133,5100,NL,329,E,2013,105000
1134,8798,DE,329,E,2014,86000
1135,8169,DE,329,E,2014,109000
1136,9300,CH,329,E,2011,75852
1137,11000,RO,329,D,2011,70000
1138,9589,DE,329,E,2014,67900
1139,7900,RO,329,E,2012,67500
1140,8796,NL,329,D,2012,69000
1141,5800,NL,329,E,2013,105000
1142,10612,DE,329,D,2011,85500
1143,7773,AT,329,E,2015,117500
1144,8500,DE,329,E,2012,99500
1145,9000,PL,329,E,2013,94910
1146,9000,NL,329,E,2014,95000
1147,11363,FR,329,E,2011,67000
1148,9228,PL,329,D,2009,87879
1149,4952,PL,329,E,2012,131266
1150,14400,RU,329,D,2014,94631
1151,15277,FI,329,E,2011,75000
1152,8500,PL,329,E,2011,77476
1153,12100,FI,329,E,2012,79000
1154,7700,TR,329,D,2015,93000
1155,9272,SE,329,E,2015,115244
1156,10100,DE,329,E,2014,88000
1157,11313,NL,329,D,2010,73900
1158,14446,NL,329,E,2012,69500
1159,7430,DE,329,E,2014,79000
1160,12866,NL,329,E,2012,69800
1161,9109,HR,329,D,2013,87500
1162,11267,DE,329,E,2012,74500
1163,9816,DE,329,E,2011,72500
1164,10400,DE,329,E,2012,69900
1165,5759,NL,329,F,2015,107500
1166,9870,DE,329,D,2011,68900
1167,13852,NL,329,E,2014,91800
1168,8,DE,329,E,2012,115000
1169,11,FR,329,E,2014,72000
1170,11,FR,329,E,2011,71000
1171,9,PL,329,D,2009,86315
1172,4,PL,329,E,2012,128929
1173,6,FR,329,E,2015,138000
1174,8,AT,329,E,2015,123000
1175,8,DE,329,E,2014,86000
1176,14,RU,329,D,2014,94631
1177,6700,NL,330,D2,2018,135000
1178,10200,NL,330,D2,2015,107900
1179,5639,UA,330,D2,2016,125000
1180,12450,SI,330,D,2008,97903
1181,11894,NL,330,C,2004,53800
1182,11000,GB,330,C,2006,105567
1183,8167,ES,330,D,2007,40909
1184,13554,DE,330,D,2007,59900
1185,1166,DE,330,NG,2020,239500
1186,19730,NL,330,D,2006,52000
1187,5700,NL,330,F,2018,145000
1188,8450,AT,330,F,2017,125000
1189,8435,AT,330,F,2017,124500
1190,15000,DE,330,D,2008,49300
1191,23158,AT,330,D,2009,46900
1192,18376,DE,330,D,2008,105791
1193,18344,IT,330,C,2005,45000
1194,21298,NL,330,D,2006,54800
1195,11750,BE,330,D,2008,61500
1196,8456,DE,330,F,2016,89850
1197,17411,NL,330,D,2007,61500
1198,3593,NL,330,NG,2019,179000
1199,13100,UA,330,D,2008,186000
1200,14862,NL,330,D,2008,68900
1201,11297,NL,330,F,2016,98750
1202,6213,BE,330,F,2016,129000
1203,4287,NL,330,D2,2015,119000
1204,22423,NL,330,C,2003,52800
1205,8071,DE,330,F,2016,144000
1206,4601,BE,330,F,2016,149000
1207,15477,BE,330,D,2008,70000
1208,10000,FR,330,D,2008,45600
1209,3635,FR,330,F,2018,205000
1210,11000,DE,330,C,2004,81991
1211,17000,NL,330,D,2008,59500
1212,11144,NL,330,D,2007,52500
1213,12652,NL,330,D,2008,95000
1214,17761,FI,330,D,2006,53000
1215,21291,FI,330,D,2006,48000
1216,3600,BY,330,NG,2020,169000
1217,12000,GB,330,C,2005,105957
1218,10278,NO,330,F,2017,128253
1219,7100,NL,330,D2,2017,95000
1220,22662,NL,330,D,2007,64800
1221,6164,DE,330,F,2017,138500
1222,7912,ES,330,D,2006,100894
1223,7262,NL,330,F,2016,123500
1224,9507,DE,330,F,2016,119000
1225,12504,FR,330,D,2006,77900
1226,16966,RO,330,D,2008,50000
1227,4464,GB,330,F,2016,126695
1228,10000,GB,330,D,2008,69984
1229,10836,NL,330,D2,2015,89000
1230,3848,NL,330,F,2018,189000
1231,13106,NL,330,D,2006,139000
1232,14000,NL,330,D,2007,57000
1233,13500,ES,330,D,2008,72000
1234,3740,BE,330,F,2017,145000
1235,11926,NL,330,F,2016,93900
1236,1820,PL,330,NG,2020,195000
1237,15183,DE,330,D,2007,65000
1238,9234,NL,330,D,2007,60000
1239,10470,NL,330,C,2002,52500
1240,8144,NL,330,D,2008,60000
1241,12300,DE,330,D,2007,61500
1242,11064,NL,330,D,2008,62800
1243,4700,NL,330,D2,2018,115000
1244,11841,NL,330,D,2008,62800
1245,10240,SE,330,C,2004,38507
1246,10000,LV,330,D,2007,65000
1247,13557,NL,330,C,2005,49800
1248,7726,DE,330,F,2016,121900
1249,9236,NL,330,D,2006,54500
1250,19000,RU,330,D,2008,253277
1251,4414,CH,330,F,2016,155454
1252,12700,DE,330,D,2006,135000
1253,12240,DE,330,C,2005,74900
1254,2472,FR,330,F,2017,211000
1255,3918,NL,330,F,2017,149000
1256,24000,NL,330,D,2006,49500
1257,6120,PL,330,F,2016,98540
1258,1134,BE,330,NG,2019,228000
1259,13500,TR,330,C,2004,225000
1260,2660,DE,330,NG,2019,196000
1261,13900,RU,330,D,2008,76810
1262,15292,ES,330,C,2005,58000
1263,17037,NL,330,D,2006,59500
1264,8232,NL,330,D,2008,59500
1265,9108,NL,330,B,2002,52500
1266,7408,NL,330,D2,2017,115000
1267,2130,DE,330,NG,2019,189000
1268,1096,GE,330,F,2016,261545
1269,3998,CH,330,F,2017,165768
1270,3492,BE,330,NG,2019,199000
1271,2381,NL,330,NG,2019,159800
1272,3507,NL,330,NG,2019,151800
1273,8236,GR,330,D,2008,112000
1274,12637,NL,330,D,2007,57500
1275,9122,NL,330,D,2008,62500
1276,3299,CH,330,F,2017,170876
1277,10300,HR,330,D,2008,82000
1278,8500,PL,330,F,2016,107000
1279,9548,UK,330,F,2016,105019
1280,4120,DE,330,F,2017,160000
1281,15000,CZ,330,C,2005,29500
1282,14150,IS,330,D,2007,45900
1283,10455,NL,330,D2,2018,123000
1284,7420,NL,330,D2,2017,120000
1285,4741,CH,330,F,2015,126056
1286,10545,NL,330,D,2007,52800
1287,13053,NL,330,D,2006,65900
1288,13560,NL,330,D,2007,69000
1289,5277,NO,330,F,2017,182218
1290,11541,NL,330,D2,2017,119500
1291,8778,NL,330,D,2007,58000
1292,20700,DE,330,D,2008,51000
1293,2517,DE,330,NG,2019,239000
1294,14864,NL,330,C,2003,119900
1295,2500,BE,330,NG,2019,195000
1296,8849,DE,330,F,2016,129000
1297,11711,FR,330,D,2006,65000
1298,14363,NL,330,D,2007,89750
1299,13669,NL,330,D,2006,65900
1300,8640,NO,330,D,2007,48248
1301,15235,FR,330,D,2007,15900
1302,13811,GB,330,D,2008,69017
1303,1668,PL,330,NG,2019,192000
1304,9886,NO,330,D,2007,138252
1305,11833,NO,330,D,2008,58068
1306,16000,NL,330,D,2007,72000
1307,9052,FI,330,F,2016,135000
1308,12446,RO,330,D,2007,33800
1309,8651,NL,330,D,2007,63800
1310,9410,NL,330,D2,2016,119500
1311,15300,NL,330,D,2008,61900
1312,2653,FR,330,F,2018,220000
1313,9590,PL,330,F,2018,130000
1314,12941,NL,330,C,2005,54800
1315,12937,BE,330,C,2006,59601
1316,14684,NL,330,D,2007,63500
1317,11687,NL,330,C,2005,49500
1318,6132,FR,330,F,2016,180000
1319,4163,NL,330,F,2018,169000
1320,9027,NL,330,D,2007,64800
1321,3691,NO,330,F,2018,208777
1322,2219,NL,330,F,2018,189000
1323,15600,RO,330,C,2002,41500
1324,5321,IT,330,F,2018,211000
1325,14020,FI,330,D,2008,59000
1326,1084,GE,330,F,2016,249513
1327,14322,NL,330,D,2008,59800
1328,3763,IT,330,F,2017,185000
1329,15900,NL,330,D,2008,85000
1330,1431,PL,330,NG,2019,203000
1331,10500,HR,330,C,2003,58000
1332,10000,PT,330,C,2005,46500
1333,12000,RO,330,D,2009,51900
1334,18576,RU,330,D,2007,65085
1335,18000,NO,330,D,2006,43044
1336,14000,BG,330,D,2006,60000
1337,5000,UA,330,D2,2016,112000
1338,12275,NL,330,F,2016,98800
1339,14973,NL,330,D,2006,83500
1340,6850,RU,330,D,2018,122907
1341,1458,LV,330,B,2002,168000
1342,11053,PL,330,F,2016,93710
1343,1151,NL,330,F,2018,180000
1344,4094,TR,330,D2,2017,123000
1345,14810,NL,330,D,2007,59500
1346,13000,NL,330,D,2008,92000
1347,13200,NL,330,D,2008,67900
1348,12459,PL,330,D,2008,54260
1349,4304,PL,330,F,2016,182400
1350,7242,NL,330,D2,2015,123000
1351,19000,TR,330,C,2004,44900
1352,9025,FR,330,D,2007,49900
1353,6139,FR,330,F,2016,170000
1354,17200,TR,330,C,2005,35000
1355,1063,DE,330,F,2018,209000
1356,15925,NL,330,D,2007,85000
1357,9464,NL,330,C,2003,47500
1358,9078,NL,330,D,2007,82900
1359,14934,RU,330,D,2006,39370
1360,3904,NL,330,F,2016,144000
1361,17000,DE,330,C,2004,39900
1362,15000,BE,330,D,2008,59000
1363,14351,NL,330,D,2007,87500
1364,13937,NL,330,D,2007,60800
1365,8,NL,330,NG,2021,197500
1366,1,TR,330,D,2007,45000
1367,21,ES,330,C,2003,34500
1368,3,ES,330,F,2016,173500
1369,14,NL,330,D,2007,59500
1370,4,PL,330,F,2016,182487
1371,1,PL,330,NG,2019,203000
1372,6,RU,330,D2,2018,122928
1373,10129,IT,336,E,2015,167000
1374,11000,DE,336,F,2015,120000
1375,10229,DE,336,F,2015,122500
1376,10300,DE,336,D,2012,81000
1377,11318,RO,336,E,2012,88235
1378,9500,DE,336,E,2014,124500
1379,12500,DE,336,E,2013,86950
1380,13500,RO,336,D,2012,73900
1381,9212,IE,336,F,2015,100000
1382,10500,PL,336,E,2014,107330
1383,14000,UA,336,D,2009,89000
1384,7200,DE,336,E,2014,125000
1385,9030,GB,336,E,2014,93923
1386,13300,PL,336,E,2013,74594
1387,13712,FR,336,E,2010,76900
1388,6070,BE,336,D2,2017,129883
1389,8216,BE,336,D2,2016,120262
1390,8615,NL,336,F,2015,134900
1391,7719,BE,336,D2,2014,115000
1392,5638,NL,336,F,2017,169000
1393,16200,PL,336,F,2015,98500
1394,12000,TR,336,D,2012,85000
1395,6100,BE,336,D2,2017,135000
1396,8200,BE,336,D2,2016,130000
1397,7294,GB,336,F,2015,142611
1398,10045,FI,336,E,2011,100000
1399,13612,NL,336,D2,2015,119900
1400,14022,NL,336,D,2011,62750
1401,11250,DE,336,D,2011,76000
1402,11200,PL,336,E,2012,48000
1403,14807,FR,336,D,2010,78000
1404,7916,NL,336,E,2014,149000
1405,8900,DE,336,F,2015,122000
1406,12484,FR,336,E,2012,99000
1407,13400,PL,336,D,2012,110840
1408,13000,RO,336,D,2013,73900
1409,5532,DE,336,E,2012,141711
1410,15624,NL,336,D,2011,87900
1411,12859,NL,336,E,2012,89000
1412,5302,BE,336,D2,2018,145000
1413,6216,BE,336,F,2016,149000
1414,12801,DK,336,E,2015,100789
1415,13458,DK,336,E,2015,98101
1416,10900,GB,336,E,2013,74480
1417,12591,DE,336,F,2016,105900
1418,11300,IT,336,E,2014,98000
1419,9909,FR,336,E,2016,122664
1420,7608,BE,336,D2,2015,124000
1421,11947,NL,336,E,2013,89750
1422,19185,NL,336,E,2012,64800
1423,3102,TR,336,NG,2020,185000
1424,9090,DE,336,E,2014,94000
1425,16187,SE,336,D,2010,112100
1426,18000,HU,336,D,2009,79623
1427,8573,NL,336,E,2012,84800
1428,9598,NL,336,F,2015,159000
1429,7500,GB,336,F,2017,139303
1430,10995,FR,336,E,2010,99000
1431,1870,UA,336,D,2018,140000
1432,9540,ES,336,D,2012,127800
1433,7607,BE,336,D2,2015,129000
1434,18827,NL,336,D,2009,64800
1435,2883,GB,336,F,2018,224719
1436,4684,NL,336,E,2017,216068
1437,10866,DE,336,E,2015,98900
1438,19188,FI,336,E,2012,53000
1439,10890,DE,336,E,2012,83900
1440,4230,TR,336,NG,2020,180000
1441,2545,PL,336,NG,2019,220000
1442,10800,DE,336,E,2012,91900
1443,5950,FI,336,F,2015,192000
1444,10562,BE,336,E,2012,86000
1445,11800,DE,336,D,2011,77000
1446,7353,DE,336,E,2014,124990
1447,11574,PL,336,E,2013,94716
1448,8590,FI,336,F,2016,160000
1449,8720,FI,336,F,2015,160000
1450,9116,RO,336,F,2016,139950
1451,2199,PL,336,NG,2020,229000
1452,1200,RO,336,E,2019,110000
1453,8955,NL,336,F,2018,148500
1454,4200,NL,336,D2,2017,125000
1455,18830,DE,336,D,2009,65500
1456,5200,ES,336,D2,2015,147000
1457,15764,TR,336,D,2010,73500
1458,7527,BE,336,D2,2015,129000
1459,7600,NO,336,F,2016,97000
1460,6050,DE,336,F,2016,159500
1461,7800,RU,336,D,2015,141622
1462,9374,GB,336,D,2012,77169
1463,10700,ES,336,E,2014,125000
1464,9736,NL,336,D,2012,59500
1465,8457,NL,336,E,2014,99500
1466,10554,NL,336,E,2012,81500
1467,17045,LU,336,D,2012,59800
1468,10000,RU,336,D,2014,107467
1469,6500,ES,336,F,2015,155000
1470,7000,LT,336,E,2016,75500
1471,12225,NL,336,E,2013,78900
1472,9667,NL,336,E,2013,109800
1473,12025,BE,336,E,2011,82000
1474,9723,DE,336,E,2013,99750
1475,7358,DE,336,E,2014,125900
1476,13227,NL,336,D,2011,96800
1477,4602,NL,336,E,2015,159000
1478,9766,CH,336,E,2013,103045
1479,9664,CH,336,E,2013,101172
1480,8915,DE,336,F,2015,125000
1481,10037,RO,336,E,2014,85000
1482,9420,HU,336,E,2013,88900
1483,4943,FR,336,F,2016,195000
1484,10991,FR,336,E,2010,105000
1485,11514,AT,336,E,2013,93500
1486,11416,AT,336,E,2013,99000
1487,10100,NL,336,E,2014,30000
1488,11700,RO,336,F,2016,92000
1489,9750,TR,336,D,2013,106000
1490,9720,IS,336,E,2014,111579
1491,7864,PL,336,F,2016,127514
1492,12603,PL,336,F,2016,85514
1493,11850,NL,336,F,2016,25000
1494,17045,NL,336,D,2012,67500
1495,8200,NO,336,E,2012,74572
1496,18000,TR,336,D,2012,57500
1497,11482,NL,336,E,2014,80800
1498,4780,DE,336,F,2018,187500
1499,8548,DE,336,F,2016,135900
1500,10771,DE,336,E,2014,109900
1501,7933,DE,336,F,2016,135900
1502,7250,UA,336,F,2016,136500
1503,5568,FR,336,E,2015,149000
1504,10500,RU,336,D,2013,98391
1505,8293,BE,336,D2,2015,99000
1506,12485,TR,336,D,2012,77000
1507,9535,TR,336,D,2012,99000
1508,1061,NL,336,D2,2017,184800
1509,1148,NL,336,D2,2017,184800
1510,8280,DE,336,D,2012,105500
1511,7850,NL,336,F,2016,148500
1512,7123,PL,336,D2,2015,94450
