index,working_hours,location,extension,model,const_year,price
806,3463,NL,D3,323,2020,89800
807,9371,BE,D,323,2010,54000
808,1579,ES,F,323,2018,148000
809,7276,DE,E,323,2012,64000
810,4542,FR,E,323,2016,145000
811,13279,NL,D,323,2007,51900
812,1835,NL,F,323,2018,570000
813,4277,DE,NG,323,2018,169000
814,8200,PL,E,323,2012,72000
815,15094,PL,E,323,2014,62230
816,8600,PL,D,323,2011,55430
817,12120,CZ,D,323,2008,49610
818,3558,GB,NG,323,2019,145359
819,10978,NL,E,323,2013,64800
820,5145,PL,F,323,2017,139000
821,18000,HU,D,323,2008,40740
822,8328,DE,F,323,2016,98500
823,12961,PL,D,323,2009,53471
824,7865,NL,D,323,2009,49800
825,12743,NL,D,323,2011,53800
826,19699,NL,D,323,2008,41900
827,12016,NL,E,323,2013,62800
828,10000,HU,E,323,2013,73000
829,10330,NL,D,323,2008,45800
830,13303,NL,E,323,2012,61800
831,11563,NL,E,323,2013,62800
832,1476,PL,NG,323,2018,140000
833,8687,NL,E,323,2012,69800
834,12090,PL,E,323,2013,78500
835,10296,EE,E,323,2014,63500
836,13300,BE,E,323,2012,65000
837,11000,PL,E,323,2011,63590
838,7700,PL,F,323,2016,99010
839,9900,PL,E,323,2014,78110
840,13745,DK,E,323,2012,62500
841,10525,NL,D,323,2008,49800
842,5735,SE,F,323,2017,133795
843,12742,NL,D,323,2011,49900
844,11000,NL,D,323,2010,52500
845,18497,NL,D,323,2008,49000
846,9975,NL,D,323,2008,58500
847,11433,NL,D,323,2008,49800
848,12250,NL,D,323,2009,53500
849,11000,BE,D,323,2011,53000
850,4468,EE,D,323,2008,67900
851,2204,NL,NG,323,2018,149000
852,10000,ES,D,323,2011,69500
853,13545,BE,E,323,2012,59000
854,11599,PL,E,323,2014,64410
855,13581,NL,D,323,2008,53900
856,14964,NL,D,323,2008,53900
857,12500,ES,D,323,2008,40000
858,19575,NL,D,323,2009,47500
859,14000,ES,E,323,2014,58000
860,12000,DE,D,323,2009,49900
861,14258,NL,D,323,2008,52900
862,9748,PL,E,323,2012,62960
863,11605,NL,D,323,2006,48500
864,11593,NL,D,323,2011,58900
865,9800,LV,D,323,2008,50000
866,13000,NL,D,323,2006,48500
867,18195,NL,D,323,2007,39900
868,10400,ES,D,323,2008,43670
869,11000,ES,D,323,2007,41320
870,12816,DE,D,323,2010,57900
871,10974,PL,E,323,2013,61793
872,13826,ES,E,323,2014,63500
873,12200,PL,D,323,2011,54950
874,9000,NL,D,323,2008,52000
875,12750,DK,D,323,2011,51775
876,12475,PL,D,323,2008,66700
877,8889,PL,D,323,2011,66700
878,8249,FR,D,323,2007,60000
879,8130,NL,D,323,2006,55000
880,9000,LV,E,323,2013,70000
881,9855,NL,D,323,2010,57000
882,13600,ES,E,323,2014,58000
883,9116,NO,E,323,2015,90599
884,7750,PL,E,323,2012,72500
885,9600,GR,D,323,2007,88000
886,6999,PL,F,323,2016,91500
887,9900,FR,E,323,2012,47000
888,8400,ES,D,323,2011,53000
889,11350,NO,D,323,2007,46487
890,15509,EE,D,323,2008,42900
891,11369,NL,D,323,2006,58800
892,1950,SE,F,323,2017,162226
893,13168,SE,D,323,2008,42769
894,17000,PL,D,323,2008,40000
895,2833,DE,NG,323,2019,159000
896,3530,DE,E,323,2015,90000
897,8409,NL,E,323,2012,66800
898,10000,FR,D,323,2012,60000
899,8028,LU,D,323,2008,45000
900,9151,NO,E,323,2013,56545
901,11034,HU,D,323,2007,73250
902,13187,SE,D,323,2008,48879
903,11272,NL,D,323,2007,48900
904,5993,NL,F,323,2017,109000
905,4232,AT,F,323,2017,132500
906,3040,CH,F,323,2017,148245
907,4595,FR,E,323,2013,100000
908,3734,DE,E,323,2015,73110
909,12465,DK,D,323,2008,46784
910,6561,NL,E,323,2014,79800
911,14000,UA,D,323,2008,65000
912,8316,FI,E,323,2012,99500
913,10611,NL,D,323,2010,45000
914,10522,NL,D,323,2008,45800
915,6857,FR,E,323,2015,125000
916,2895,FR,E,323,2016,99000
917,10150,UA,D,323,2011,84000
918,13171,NL,D,323,2008,46900
919,8100,DE,D,323,2011,56500
920,4750,NL,NG,323,2019,135000
921,12161,IT,D,323,2010,58000
922,8400,ES,D,323,2008,53000
923,6130,PL,F,323,2017,129000
924,8925,NL,E,323,2012,69900
925,13452,FI,D,323,2011,76296
926,6474,FI,F,323,2016,124900
927,14266,FI,D,323,2008,54900
928,10613,PL,E,323,2015,54743
929,15130,PL,E,323,2014,35992
930,2600,SE,NG,323,2019,177757
931,3719,NL,D3,323,2019,89800
932,7997,NL,D,323,2011,62800
933,14201,NL,D,323,2008,46900
934,18565,NL,D,323,2008,42800
935,7615,PL,E,323,2015,110347
936,4211,BE,NG,323,2018,168000
937,6096,BE,F,323,2016,119000
938,11053,AT,E,323,2014,69500
939,12600,BE,E,323,2014,65000
940,10000,PL,E,323,2013,68590
941,10123,DE,D,323,2009,41900
942,1700,SE,NG,323,2019,180325
943,6222,NO,E,323,2012,77684
944,2500,FR,F,323,2017,150000
945,3611,IT,F,323,2017,137000
946,11900,PL,E,323,2013,65354
947,6013,CH,D,323,2010,72516
948,8983,IT,D,323,2009,72000
949,12480,NL,D,323,2009,47800
950,6220,PL,E,323,2014,85000
951,12675,NL,D,323,2010,55750
952,5232,AT,F,323,2017,132000
953,18550,PL,D,323,2008,39900
954,13098,HU,D,323,2009,60000
956,9984,NL,D,323,2007,46000
957,6137,EE,F,323,2017,92000
958,8032,NL,D,323,2008,45000
959,5030,PL,F,323,2016,97509
960,11907,PL,E,323,2014,62001
961,3401,NL,F,323,2017,119500
962,969,NL,F,323,2017,139500
963,8685,NL,E,323,2013,69800
964,6980,NL,F,323,2016,99500
965,10253,HR,D,323,2011,63500
966,10329,NL,D,323,2008,45000
967,11400,NO,D,323,2008,49530
968,15600,NL,D,323,2007,44900
969,11200,NL,D,323,2011,62000
970,11895,NL,D,323,2009,55000
971,9833,PL,D,323,2011,58650
972,8307,DE,E,323,2015,82000
973,11757,PL,D,323,2010,48306
974,10338,PL,E,323,2012,62274
975,5100,DK,F,323,2017,160032
976,5000,PT,E,323,2015,85000
977,7200,DK,E,323,2012,103281
978,13700,ES,E,323,2014,65000
979,9722,ES,D,323,2011,66000
980,10390,ES,D,323,2012,75000
981,8400,RO,D,323,2008,48500
982,5500,PL,E,323,2014,96291
983,4500,HU,E,323,2014,97000
984,14000,FI,D,323,2008,49000
985,8280,BE,E,323,2013,58500
986,6494,NL,E,323,2013,105000
987,6333,NO,F,323,2016,102685
988,12510,NO,D,323,2008,50853
989,7270,FI,E,323,2015,115000
990,6444,FI,F,323,2016,125001
991,9568,FI,D,323,2011,70074
992,13428,FI,D,323,2011,80296
993,4703,IT,F,323,2017,130000
994,7861,IT,D,323,2008,76500
995,10450,PL,D,323,2009,75262
996,4830,PL,F,323,2017,128000
997,7600,PL,E,323,2012,71000
998,3604,AT,NG,323,2018,135000
999,5977,FR,E,323,2015,115000
1000,11700,BG,D,323,2006,39880
1001,3980,NL,F,323,2017,129000
1002,14717,IT,D,323,2008,39000
1003,5678,IT,D,323,2010,69000
1004,6830,FR,E,323,2015,130000
1005,9971,PL,D,323,2010,61350
1006,8795,NO,D,323,2011,64674
1007,8898,NL,D,323,2011,49800
1008,4127,BE,NG,323,2018,153000
1009,5353,PL,F,323,2017,103000
1010,3344,FR,E,323,2015,105000
1011,5268,PL,F,323,2017,123100
1012,9300,RO,D,323,2006,45900
1013,3126,IT,E,323,2016,118000
1014,2890,FR,E,323,2016,124000
1015,14554,NL,D,323,2006,52900
1016,14580,NL,D,323,2007,54900
1017,12981,NL,D,323,2009,49900
1018,16000,PL,D,323,2011,48900
1019,6844,FR,E,323,2015,109000
1020,4897,PL,E,323,2016,121000
1021,6000,DE,E,323,2015,128500
1022,5800,DE,E,323,2015,129500
1023,10800,DE,D,323,2009,46900
1024,10500,DE,D,323,2009,49850
1025,14880,HR,D,323,2008,45000
1026,9480,DE,E,323,2012,66500
1027,10745,NL,D,323,2011,64000
1028,11200,DE,E,323,2011,58000
1029,7796,DE,E,323,2011,69900
1030,5550,DE,F,323,2016,94000
1032,11595,NL,E,323,2014,64800
1033,5800,DE,F,323,2017,124900
1035,5,NL,D3,323,2022,117500
1036,7,NL,D3,323,2021,117500
1037,10,NL,D3,323,2021,114500
1038,7,NL,D3,323,2021,114500
1039,10,NL,D3,323,2022,114500
1040,6,NL,D3,323,2022,114800
1041,4,BE,D3,323,2021,114000
1042,6,NL,D3,323,2021,113000
1043,4,NL,D3,323,2021,114900
1044,12,NL,D3,323,2020,109800
1045,8,NL,D3,323,2021,117500
1046,5,NL,D3,323,2021,115000
1047,4,NL,D3,323,2021,112400
1048,6,NL,D3,323,2021,114800
1049,5,NL,D3,323,2021,114800
1050,4,NL,D3,323,2021,114800
1051,6,NL,D3,323,2021,114000
1052,11,NL,D3,323,2021,114800
1053,4,PL,F,323,2017,128000
1054,5,PL,F,323,2017,122532
1055,4,PL,E,323,2016,121000
1056,2,FR,E,323,2016,124000
1057,6,FR,E,323,2015,130000
1058,3,FR,E,323,2015,105000
1059,5,FR,E,323,2015,115000
1060,8,NL,E,323,2013,69800
1061,6,NL,F,323,2016,99500
1062,3,NL,F,323,2017,119500
1063,8,DE,E,323,2015,82000
1064,5,NL,D3,323,2021,112400
1065,10,NL,D,323,2020,119000
1066,3,BE,D3,323,2021,115000
1067,12,NL,D3,323,2020,114800
1068,11,NL,D3,323,2020,114800
1069,5,NL,D,323,2019,112500
1070,6,NL,D,323,2020,112500
1071,5,NL,D3,323,2020,112500
1072,8,NL,D3,323,2021,114900
1073,5,NL,D3,323,2021,114900
1074,7,DE,D3,323,2020,112500
1075,7508,SE,E,329,2015,113768
1076,12129,HR,D,329,2009,75500
1077,12927,NL,E,329,2012,73800
1078,12039,NL,E,329,2012,71800
1079,9900,DE,E,329,2011,83900
1080,10600,DE,E,329,2012,77000
1081,18180,CH,D,329,2008,47499
1082,11424,DE,E,329,2012,72900
1083,11500,DE,E,329,2014,89900
1084,12281,NL,E,329,2012,72800
1085,6099,UK,E,329,2014,54310
1086,8350,SK,E,329,2015,145000
1087,8424,GB,E,329,2014,81789
1088,14096,IT,E,329,2012,70000
1089,16409,PL,E,329,2012,74190
1090,11000,BE,D,329,2010,62000
1091,11000,CZ,E,329,2013,92032
1092,6013,BE,D,329,2013,79000
1093,12037,NL,E,329,2014,89500
1094,12282,EE,E,329,2012,74000
1095,10157,DE,E,329,2012,102221
1096,10834,DE,E,329,2014,108171
1097,9393,NL,D,329,2011,59500
1098,11173,DE,E,329,2014,89900
1099,9175,FI,E,329,2014,100000
1100,14429,GB,D,329,2010,55184
1101,5250,NO,E,329,2012,94575
1102,7111,BE,E,329,2014,106000
1103,10858,NL,D,329,2010,10000
1104,5297,FR,E,329,2015,150000
1105,11620,NL,E,329,2012,77900
1106,9741,GB,E,329,2011,81749
1107,7000,GB,E,329,2015,95323
1108,5618,NL,D,329,2009,83295
1109,14104,NL,E,329,2015,74800
1110,15424,NL,E,329,2012,79800
1111,11700,BE,D,329,2010,67000
1112,11400,BE,D,329,2010,69000
1113,9800,DE,D,329,2011,95000
1114,14000,TR,D,329,2015,80000
1115,11000,DE,E,329,2012,78000
1116,12516,HR,E,329,2011,80500
1117,8347,NO,E,329,2015,113743
1118,6004,BE,D,329,2013,82000
1119,5073,BE,D,329,2013,84000
1120,11617,DE,E,329,2012,69000
1121,9440,PL,D,329,2009,393000
1122,9253,PL,E,329,2014,90108
1123,7274,PL,E,329,2015,109936
1124,10500,FI,E,329,2015,99000
1125,11606,PL,E,329,2011,68297
1126,7352,NL,E,329,2014,99000
1127,12204,SE,D,329,2011,76874
1128,14200,NL,D,329,2010,71000
1129,14000,PL,E,329,2012,68470
1130,7140,PL,E,329,2012,112841
1131,7205,TR,D,329,2014,95000
1132,10272,DE,E,329,2015,120000
1133,8489,NL,D,329,2011,69000
1134,8700,BE,E,329,2012,73000
1135,11446,NL,E,329,2011,69500
1136,12180,NL,E,329,2011,76500
1137,13137,IT,D,329,2011,68000
1138,6911,NL,E,329,2015,115000
1139,11000,PL,E,329,2011,71000
1140,7020,ES,E,329,2014,137000
1141,6197,AT,E,329,2015,119500
1142,11229,NL,E,329,2011,75900
1143,8101,CH,E,329,2015,124469
1144,10302,DE,E,329,2015,81000
1145,12000,DE,E,329,2014,95000
1146,14823,NL,E,329,2014,76800
1147,10140,CH,E,329,2015,130504
1148,13200,NL,E,329,2012,71800
1149,10388,NL,E,329,2015,69500
1150,13954,FI,D,329,2007,56000
1151,14338,NL,D,329,2009,69900
1152,10429,FR,E,329,2013,67000
1153,9142,NL,E,329,2015,84500
1154,12225,NL,D,329,2009,73900
1155,3842,PL,E,329,2012,104306
1156,8135,DE,E,329,2015,89000
1157,9147,ES,E,329,2012,67500
1158,11155,SE,E,329,2015,102459
1159,9227,DE,E,329,2014,89000
1160,8080,AT,E,329,2015,125000
1161,10265,DE,E,329,2015,89900
1162,12250,TR,D,329,2015,83000
1163,12400,NL,E,329,2013,72000
1164,6009,BE,D,329,2013,89000
1165,11299,HR,E,329,2012,81500
1166,11150,SE,E,329,2015,99364
1167,13082,NO,E,329,2014,69872
1168,8749,PL,E,329,2015,54743
1169,13897,PL,E,329,2015,53234
1170,9733,PL,E,329,2015,68105
1171,9400,NO,E,329,2015,100435
1172,9687,NL,E,329,2010,76500
1173,5072,BE,D,329,2013,89000
1174,7011,FR,E,329,2014,125000
1175,7254,BE,D,329,2015,89000
1176,12416,CH,E,329,2013,78023
1177,4480,DE,D,329,2010,104000
1178,5017,FR,E,329,2013,67000
1179,11300,PL,E,329,2013,81680
1180,11100,SE,D,329,2011,58793
1181,5861,NL,E,329,2015,159000
1182,8894,NL,D,329,2009,77000
1183,8028,DE,E,329,2012,115000
1184,5500,PL,E,329,2014,96000
1185,11326,FR,E,329,2014,72000
1186,5825,FR,E,329,2015,165000
1187,14300,DK,E,329,2012,68303
1188,8800,DK,E,329,2013,97479
1189,14967,RU,D,329,2012,67964
1190,8604,PL,E,329,2013,73841
1191,9762,PL,E,329,2013,79286
1192,10299,PL,E,329,2013,73841
1193,10602,NL,E,329,2014,88500
1194,5100,NL,E,329,2013,105000
1195,8798,DE,E,329,2014,86000
1196,8169,DE,E,329,2014,109000
1197,9300,CH,E,329,2011,75852
1198,11000,RO,D,329,2011,70000
1199,9589,DE,E,329,2014,67900
1200,7900,RO,E,329,2012,67500
1201,8796,NL,D,329,2012,69000
1202,5800,NL,E,329,2013,105000
1203,10612,DE,D,329,2011,85500
1204,7773,AT,E,329,2015,117500
1205,8500,DE,E,329,2012,99500
1206,9000,PL,E,329,2013,94910
1207,9000,NL,E,329,2014,95000
1208,6177,FR,E,329,2015,150000
1209,11363,FR,E,329,2011,67000
1210,7412,PL,E,329,2013,152959
1211,9228,PL,D,329,2009,87879
1212,4952,PL,E,329,2012,131266
1213,14400,RU,D,329,2014,94631
1214,15277,FI,E,329,2011,75000
1215,8500,PL,E,329,2011,77476
1216,12100,FI,E,329,2012,79000
1217,7700,TR,D,329,2015,93000
1218,9272,SE,E,329,2015,115244
1219,10100,DE,E,329,2014,88000
1220,11313,NL,D,329,2010,73900
1221,14446,NL,E,329,2012,69500
1222,7430,DE,E,329,2014,79000
1223,12866,NL,E,329,2012,69800
1224,9109,HR,D,329,2013,87500
1225,11267,DE,E,329,2012,74500
1226,9816,DE,E,329,2011,72500
1227,10400,DE,E,329,2012,69900
1228,5759,NL,F,329,2015,107500
1229,9870,DE,D,329,2011,68900
1230,13852,NL,E,329,2014,91800
1231,5,NL,E,329,2015,159000
1232,8,DE,E,329,2012,115000
1233,11,FR,E,329,2014,72000
1234,7,PL,E,329,2013,150236
1235,11,FR,E,329,2011,71000
1236,9,PL,D,329,2009,86315
1237,4,PL,E,329,2012,128929
1238,6,FR,E,329,2015,138000
1239,8,AT,E,329,2015,123000
1240,5,FR,E,329,2015,165000
1241,8,DE,E,329,2014,86000
1242,14,RU,D,329,2014,94631
1243,6700,NL,D2,330,2018,135000
1244,10200,NL,D2,330,2015,107900
1245,5639,UA,D2,330,2016,125000
1246,12450,SI,D,330,2008,97903
1247,11894,NL,C,330,2004,53800
1248,11000,GB,C,330,2006,105567
1249,8167,ES,D,330,2007,40909
1250,13554,DE,D,330,2007,59900
1251,1166,DE,NG,330,2020,239500
1252,19730,NL,D,330,2006,52000
1254,5700,NL,F,330,2018,145000
1255,8450,AT,F,330,2017,125000
1256,8435,AT,F,330,2017,124500
1257,15000,DE,D,330,2008,49300
1258,23158,AT,D,330,2009,46900
1259,18376,DE,D,330,2008,105791
1260,18344,IT,C,330,2005,45000
1261,21298,NL,D,330,2006,54800
1262,11750,BE,D,330,2008,61500
1263,1069,DE,F,330,2017,315638
1264,8456,DE,F,330,2016,89850
1265,17411,NL,D,330,2007,61500
1266,3593,NL,NG,330,2019,179000
1267,13100,UA,D,330,2008,186000
1268,14862,NL,D,330,2008,68900
1269,11297,NL,F,330,2016,98750
1270,6213,BE,F,330,2016,129000
1271,4287,NL,D2,330,2015,119000
1272,22423,NL,C,330,2003,52800
1273,8071,DE,F,330,2016,144000
1274,4601,BE,F,330,2016,149000
1275,15477,BE,D,330,2008,70000
1276,10000,FR,D,330,2008,45600
1277,3635,FR,F,330,2018,205000
1278,11000,DE,C,330,2004,81991
1279,17000,NL,D,330,2008,59500
1280,11144,NL,D,330,2007,52500
1281,12652,NL,D,330,2008,95000
1282,17761,FI,D,330,2006,53000
1283,21291,FI,D,330,2006,48000
1284,3600,BY,NG,330,2020,169000
1285,12000,GB,C,330,2005,105957
1286,10278,NO,F,330,2017,128253
1287,7100,NL,D2,330,2017,95000
1288,22662,NL,D,330,2007,64800
1289,6164,DE,F,330,2017,138500
1290,7912,ES,D,330,2006,100894
1291,7262,NL,F,330,2016,123500
1292,9507,DE,F,330,2016,119000
1293,12504,FR,D,330,2006,77900
1294,16966,RO,D,330,2008,50000
1295,4464,GB,F,330,2016,126695
1296,10000,GB,D,330,2008,69984
1297,10836,NL,D2,330,2015,89000
1298,3848,NL,F,330,2018,189000
1299,13106,NL,D,330,2006,139000
1300,14000,NL,D,330,2007,57000
1301,13500,ES,D,330,2008,72000
1302,3740,BE,F,330,2017,145000
1303,11926,NL,F,330,2016,93900
1304,1820,PL,NG,330,2020,195000
1305,15183,DE,D,330,2007,65000
1306,9234,NL,D,330,2007,60000
1307,10470,NL,C,330,2002,52500
1308,8144,NL,D,330,2008,60000
1309,12300,DE,D,330,2007,61500
1310,11064,NL,D,330,2008,62800
1311,6000,ES,C,330,2002,1
1312,4700,NL,D2,330,2018,115000
1313,11841,NL,D,330,2008,62800
1314,10240,SE,C,330,2004,38507
1315,10000,LV,D,330,2007,65000
1316,13557,NL,C,330,2005,49800
1317,7726,DE,F,330,2016,121900
1318,9236,NL,D,330,2006,54500
1319,19000,RU,D,330,2008,253277
1320,4414,CH,F,330,2016,155454
1321,12700,DE,D,330,2006,135000
1322,12240,DE,C,330,2005,74900
1323,2472,FR,F,330,2017,211000
1324,3918,NL,F,330,2017,149000
1325,24000,NL,D,330,2006,49500
1326,6120,PL,F,330,2016,98540
1327,1134,BE,NG,330,2019,228000
1328,13500,TR,C,330,2004,225000
1329,2660,DE,NG,330,2019,196000
1330,13900,RU,D,330,2008,76810
1331,15292,ES,C,330,2005,58000
1332,17037,NL,D,330,2006,59500
1333,8232,NL,D,330,2008,59500
1334,9108,NL,B,330,2002,52500
1335,5994,FR,D,330,2009,275000
1336,7408,NL,D2,330,2017,115000
1337,2130,DE,NG,330,2019,189000
1338,1096,GE,F,330,2016,261545
1339,3998,CH,F,330,2017,165768
1340,3492,BE,NG,330,2019,199000
1341,2381,NL,NG,330,2019,159800
1342,3507,NL,NG,330,2019,151800
1343,8236,GR,D,330,2008,112000
1344,12637,NL,D,330,2007,57500
1345,9122,NL,D,330,2008,62500
1346,3299,CH,F,330,2017,170876
1347,10300,HR,D,330,2008,82000
1348,5486,NO,F,330,2017,346346
1349,8500,PL,F,330,2016,107000
1350,9548,UK,F,330,2016,105019
1351,4120,DE,F,330,2017,160000
1352,15000,CZ,C,330,2005,29500
1353,14150,IS,D,330,2007,45900
1354,10455,NL,D2,330,2018,123000
1355,7420,NL,D2,330,2017,120000
1356,4741,CH,F,330,2015,126056
1357,10545,NL,D,330,2007,52800
1358,13053,NL,D,330,2006,65900
1359,13560,NL,D,330,2007,69000
1360,5277,NO,F,330,2017,182218
1361,11541,NL,D2,330,2017,119500
1362,8778,NL,D,330,2007,58000
1363,20700,DE,D,330,2008,51000
1364,2517,DE,NG,330,2019,239000
1365,14864,NL,C,330,2003,119900
1366,2500,BE,NG,330,2019,195000
1367,8849,DE,F,330,2016,129000
1368,11711,FR,D,330,2006,65000
1369,14363,NL,D,330,2007,89750
1370,13669,NL,D,330,2006,65900
1371,8640,NO,D,330,2007,48248
1372,15235,FR,D,330,2007,15900
1373,13811,GB,D,330,2008,69017
1374,1668,PL,NG,330,2019,192000
1375,9886,NO,D,330,2007,138252
1376,11833,NO,D,330,2008,58068
1377,16000,NL,D,330,2007,72000
1378,9052,FI,F,330,2016,135000
1379,12446,RO,D,330,2007,33800
1380,8651,NL,D,330,2007,63800
1381,9410,NL,D2,330,2016,119500
1382,15300,NL,D,330,2008,61900
1383,2653,FR,F,330,2018,220000
1384,9590,PL,F,330,2018,130000
1385,12941,NL,C,330,2005,54800
1386,4656,NO,F,330,2017,354509
1387,12937,BE,C,330,2006,59601
1388,14684,NL,D,330,2007,63500
1389,11687,NL,C,330,2005,49500
1390,6132,FR,F,330,2016,180000
1391,4163,NL,F,330,2018,169000
1392,9027,NL,D,330,2007,64800
1393,3691,NO,F,330,2018,208777
1394,2219,NL,F,330,2018,189000
1396,5321,IT,F,330,2018,211000
1397,14020,FI,D,330,2008,59000
1398,1084,GE,F,330,2016,249513
1399,14322,NL,D,330,2008,59800
1400,3763,IT,F,330,2017,185000
1401,15900,NL,D,330,2008,85000
1402,1431,PL,NG,330,2019,203000
1403,10500,HR,C,330,2003,58000
1404,10000,PT,C,330,2005,46500
1405,12000,RO,D,330,2009,51900
1406,18576,RU,D,330,2007,65085
1407,18000,NO,D,330,2006,43044
1408,14000,BG,D,330,2006,60000
1409,5000,UA,D2,330,2016,112000
1410,12275,NL,F,330,2016,98800
1411,14973,NL,D,330,2006,83500
1412,6850,RU,D,330,2018,122907
1413,1458,LV,B,330,2002,168000
1414,11053,PL,F,330,2016,93710
1415,1151,NL,F,330,2018,180000
1416,4094,TR,D2,330,2017,123000
1417,14810,NL,D,330,2007,59500
1418,13000,NL,D,330,2008,92000
1419,13200,NL,D,330,2008,67900
1420,12459,PL,D,330,2008,54260
1421,4304,PL,F,330,2016,182400
1422,7242,NL,D2,330,2015,123000
1423,19000,TR,C,330,2004,44900
1424,9025,FR,D,330,2007,49900
1425,6139,FR,F,330,2016,170000
1426,17200,TR,C,330,2005,35000
1427,1063,DE,F,330,2018,209000
1428,15925,NL,D,330,2007,85000
1429,9464,NL,C,330,2003,47500
1430,9078,NL,D,330,2007,82900
1431,14934,RU,D,330,2006,39370
1432,3904,NL,F,330,2016,144000
1433,17000,DE,C,330,2004,39900
1434,15000,BE,D,330,2008,59000
1435,14351,NL,D,330,2007,87500
1436,13937,NL,D,330,2007,60800
1438,8,NL,NG,330,2021,197500
1439,1,TR,D,330,2007,45000
1441,3,ES,F,330,2016,173500
1442,14,NL,D,330,2007,59500
1443,4,PL,F,330,2016,182487
1444,1,PL,NG,330,2019,203000
1445,6,RU,D2,330,2018,122928
1446,6803,DE,F,336,2015,299000
1447,10129,IT,E,336,2015,167000
1448,11000,DE,F,336,2015,120000
1449,10229,DE,F,336,2015,122500
1450,10300,DE,D,336,2012,81000
1451,11318,RO,E,336,2012,88235
1452,9500,DE,E,336,2014,124500
1453,12500,DE,E,336,2013,86950
1454,20203,NL,D,336,2011,66000
1455,13500,RO,D,336,2012,73900
1456,9212,IE,F,336,2015,100000
1457,5534,FR,F,336,2018,238000
1458,10500,PL,E,336,2014,107330
1459,14000,UA,D,336,2009,89000
1460,7200,DE,E,336,2014,125000
1461,9030,GB,E,336,2014,93923
1462,13300,PL,E,336,2013,74594
1463,13712,FR,E,336,2010,76900
1464,6070,BE,D2,336,2017,129883
1465,8216,BE,D2,336,2016,120262
1466,8615,NL,F,336,2015,134900
1467,7719,BE,D2,336,2014,115000
1468,5638,NL,F,336,2017,169000
1469,16200,PL,F,336,2015,98500
1470,12000,TR,D,336,2012,85000
1471,6100,BE,D2,336,2017,135000
1472,8200,BE,D2,336,2016,130000
1473,7294,GB,F,336,2015,142611
1474,10045,FI,E,336,2011,100000
1475,13612,NL,D2,336,2015,119900
1476,14022,NL,D,336,2011,62750
1477,11250,DE,D,336,2011,76000
1478,2673,BE,NG,336,2019,267000
1479,11200,PL,E,336,2012,48000
1480,14807,FR,D,336,2010,78000
1481,7916,NL,E,336,2014,149000
1482,8900,DE,F,336,2015,122000
1483,12484,FR,E,336,2012,99000
1484,13400,PL,D,336,2012,110840
1485,13000,RO,D,336,2013,73900
1486,5532,DE,E,336,2012,141711
1487,15624,NL,D,336,2011,87900
1488,12859,NL,E,336,2012,89000
1489,5302,BE,D2,336,2018,145000
1490,6216,BE,F,336,2016,149000
1491,12257,IT,D,336,2011,259000
1492,12801,DK,E,336,2015,100789
1493,13458,DK,E,336,2015,98101
1494,10900,GB,E,336,2013,74480
1495,12591,DE,F,336,2016,105900
1496,11300,IT,E,336,2014,98000
1497,9909,FR,E,336,2016,122664
1498,7608,BE,D2,336,2015,124000
1499,11947,NL,E,336,2013,89750
1500,19185,NL,E,336,2012,64800
1501,3102,TR,NG,336,2020,185000
1502,9090,DE,E,336,2014,94000
1503,20000,FI,E,336,2016,89000
1504,16187,SE,D,336,2010,112100
1505,18000,HU,D,336,2009,79623
1506,3605,GB,NG,336,2019,246989
1507,8573,NL,E,336,2012,84800
1508,9598,NL,F,336,2015,159000
1509,7500,GB,F,336,2017,139303
1510,10995,FR,E,336,2010,99000
1511,1870,UA,D,336,2018,140000
1512,9540,ES,D,336,2012,127800
1513,7607,BE,D2,336,2015,129000
1514,18827,NL,D,336,2009,64800
1515,2883,GB,F,336,2018,224719
1516,2449,DE,F,336,2018,243484
1517,4684,NL,E,336,2017,216068
1518,10866,DE,E,336,2015,98900
1519,19188,FI,E,336,2012,53000
1520,2246,PL,NG,336,2019,238000
1521,10890,DE,E,336,2012,83900
1522,4230,TR,NG,336,2020,180000
1523,2545,PL,NG,336,2019,220000
1524,10800,DE,E,336,2012,91900
1525,5950,FI,F,336,2015,192000
1526,10562,BE,E,336,2012,86000
1527,11800,DE,D,336,2011,77000
1528,7353,DE,E,336,2014,124990
1529,11574,PL,E,336,2013,94716
1530,8590,FI,F,336,2016,160000
1531,8720,FI,F,336,2015,160000
1532,9116,RO,F,336,2016,139950
1533,2199,PL,NG,336,2020,229000
1534,1200,RO,E,336,2019,110000
1535,8955,NL,F,336,2018,148500
1536,4200,NL,D2,336,2017,125000
1537,4917,NL,D2,336,2016,10000
1538,18830,DE,D,336,2009,65500
1539,5200,ES,D2,336,2015,147000
1540,15764,TR,D,336,2010,73500
1541,7527,BE,D2,336,2015,129000
1542,7600,NO,F,336,2016,97000
1543,3489,DE,F,336,2018,249900
1544,6050,DE,F,336,2016,159500
1545,7800,RU,D,336,2015,141622
1546,9374,GB,D,336,2012,77169
1547,10700,ES,E,336,2014,125000
1548,9736,NL,D,336,2012,59500
1549,8457,NL,E,336,2014,99500
1550,10554,NL,E,336,2012,81500
1551,17045,LU,D,336,2012,59800
1552,10000,RU,D,336,2014,107467
1553,6500,ES,F,336,2015,155000
1554,7000,LT,E,336,2016,75500
1555,3171,BE,NG,336,2019,247000
1556,12225,NL,E,336,2013,78900
