index,working_hours,location,extension,model,const_year,price
2304,18800,CZ,R,D6,2002,64032
2305,17300,PL,M,D6,2003,42585
2306,14818,NL,T,D6,2011,63500
2307,15500,PL,N,D6,2010,59510
2308,18465,FR,R,D6,2003,55000
2309,11851,NL,T,D6,2016,112000
2310,8659,PL,N,D6,2015,109800
2311,4522,NL,T,D6,2019,262000
2312,9140,DE,N,D6,2012,89500
2313,12000,HU,N,D6,2013,112139
2314,22000,IT,R,D6,2003,60000
2315,5970,HU,K,D6,2012,140000
2316,18000,FI,T,D6,2009,86000
2317,11074,NL,N,D6,2016,109000
2318,14500,DE,T,D6,2014,105900
2319,8000,IT,N,D6,2004,75000
2321,6502,DE,T,D6,2015,137500
2322,2953,SK,T,D6,2019,240666
2323,12500,DE,R,D6,2003,51000
2324,7300,SE,T,D6,2015,162514
2325,6814,DE,K,D6,2012,99000
2326,14840,DE,N,D6,2011,84032
2327,6500,CZ,T,D6,2015,124999
2328,20000,DE,M,D6,2004,44900
2329,8805,DE,T,D6,2015,127500
2330,9334,BE,T,D6,2010,82000
2331,8923,NL,T,D6,2010,89500
2332,13000,GR,T,D6,2011,115000
2333,7393,GB,N,D6,2015,125122
2334,10293,NO,T,D6,2016,158131
2335,6397,DE,N,D6,2012,63492
2336,5470,NL,K,D6,2017,125500
2337,10740,FR,N,D6,2012,46965
2338,10650,FR,N,D6,2013,48974
2339,11533,FR,N,D6,2013,46965
2340,10411,FR,N,D6,2012,46965
2341,8142,NL,N,D6,2012,89500
2342,11059,DE,R,D6,2007,81900
2344,8515,NL,T,D6,2012,120000
2345,18315,BE,T,D6,2008,64000
2346,8650,SE,T,D6,2013,141400
2347,10920,BE,T,D6,2015,119500
2348,12069,SK,N,D6,2007,70000
2349,12112,DE,N,D6,2004,54621
2350,13043,DE,N,D6,2011,85000
2351,16200,RO,T,D6,2010,100000
2352,6600,ES,T,D6,2017,998000
2353,9861,NL,T,D6,2016,139500
2354,8651,NL,T,D6,2016,149500
2355,9837,GB,T,D6,2011,93362
2356,13317,NO,R,D6,2007,94087
2357,5370,EE,K,D6,2017,130000
2358,20948,PL,N,D6,2010,61186
2359,11897,BE,N,D6,2013,94000
2360,7090,BE,N,D6,2012,105000
2361,10200,GB,T,D6,2015,149618
2362,19000,PL,M,D6,2006,48860
2363,15000,NL,T,D6,2009,67900
2364,3415,DE,K,D6,2018,177600
2365,14807,DE,M,D6,2002,52900
2366,9552,IT,T,D6,2013,135000
2367,12000,RO,T,D6,2012,99000
2368,10700,PL,N,D6,2009,75880
2369,15650,FR,N,D6,2003,54900
2370,14184,PL,N,D6,2008,58001
2371,18000,ES,R,D6,2003,70000
2372,14273,NO,T,D6,2010,97310
2373,9757,ES,N,D6,2013,145000
2374,12000,BY,N,D6,2006,65000
2375,13054,NL,T,D6,2014,97500
2376,13754,PL,N,D6,2007,63639
2377,10351,NL,T,D6,2014,114800
2378,6185,NL,N,D6,2017,169500
2379,3600,DE,K,D6,2018,177600
2380,8800,BE,T,D6,2012,140000
2381,13200,GR,R,D6,2007,98000
2382,11222,PL,R,D6,2006,78986
2383,12100,HU,T,D6,2012,111977
2384,20071,NL,M,D6,2002,34800
2385,15000,GB,R,D6,2004,46455
2386,3290,GB,N,D6,2011,164729
2387,8805,BE,T,D6,2012,131501
2388,6775,BE,R,D6,2018,165000
2389,9800,RO,N,D6,2011,64900
2391,6779,DE,T,D6,2010,104890
2392,7800,SK,T,D6,2016,165000
2393,16000,GB,T,D6,2012,83480
2394,11248,GB,T,D6,2015,125309
2395,6457,GB,N,D6,2015,140823
2396,7339,BE,T,D6,2012,95000
2397,14900,BE,T,D6,2011,64900
2398,3780,GB,T,D6,2012,340677
2399,3542,GB,T,D6,2008,327050
2400,7004,GB,T,D6,2016,155144
2401,7274,GB,N,D6,2015,113375
2402,7384,GB,N,D6,2015,106811
2403,21000,GB,R,D6,2006,61759
2404,10086,GB,T,D6,2018,155144
2405,17911,FI,R,D6,2002,48000
2406,16000,TR,R,D6,2012,90000
2407,5036,GB,T,D6,2012,175417
2408,11238,NL,N,D6,2012,91500
2409,10249,NL,T,D6,2015,114000
2410,4053,BE,T,D6,2016,195000
2411,3880,DE,T,D6,2018,237450
2412,2500,NL,T,D6,2012,177000
2413,5400,PL,N,D6,2012,115576
2414,10900,GB,T,D6,2011,119001
2415,7410,NO,T,D6,2010,113403
2416,2450,FI,K,D6,2016,145000
2418,2380,UA,M,D6,2020,180000
2419,13500,UA,R,D6,2007,104000
2420,9461,PL,T,D6,2019,222000
2421,7294,BE,T,D6,2014,129000
2422,5400,PL,N,D6,2013,117700
2423,3620,FR,K,D6,2013,70000
2424,20000,HU,N,D6,2007,70000
2425,19382,HU,M,D6,2002,25000
2426,9331,BE,T,D6,2010,84000
2427,13494,NL,R,D6,2007,64900
2428,10742,NL,N,D6,2009,69500
2429,11438,NL,N,D6,2007,49800
2430,13620,HU,M,D6,2002,38972
2431,5896,DE,N,D6,2013,117890
2432,7621,IT,N,D6,2005,78000
2433,16250,ES,R,D6,2003,95000
2434,9699,ES,K,D6,2014,86000
2436,19662,HU,R,D6,2006,77000
2437,9500,RO,R,D6,2011,49000
2438,13500,DE,T,D6,2014,95900
2439,3975,DE,N,D6,2012,139950
2440,14324,GB,T,D6,2014,90000
2441,14874,GB,N,D6,2013,75000
2442,9316,LT,N,D6,2011,72500
2443,13537,DE,N,D6,2015,79500
2444,11700,BE,T,D6,2012,69000
2445,18000,UA,M,D6,2002,65000
2446,10400,NL,N,D6,2016,154000
2447,4661,DE,N,D6,2017,179900
2448,11000,LV,R,D6,2007,73500
2449,15700,SE,R,D6,2007,75913
2450,11000,RU,R,D6,2007,100399
2451,17400,PL,N,D6,2007,43110
2452,7176,PL,N,D6,2017,154700
2454,19083,PL,N,D6,2007,59264
2455,5874,FR,N,D6,2012,160000
2456,8956,BE,N,D6,2012,94000
2457,13752,DE,T,D6,2011,86000
2458,14200,HU,R,D6,2007,60500
2459,3540,DE,N,D6,2017,179000
2460,9223,BE,N,D6,2011,84900
2461,5487,FR,N,D6,2014,165000
2462,5060,RO,N,D6,2006,138000
2463,2200,UA,T,D6,2017,235000
2464,14500,GE,N,D6,2006,53500
2465,12010,BE,N,D6,2013,99000
2466,8865,NO,T,D6,2016,175173
2467,13873,NL,N,D6,2003,43000
2468,2923,DE,K,D6,2013,79900
2469,3614,DE,K,D6,2013,78900
2470,13302,UA,N,D6,2008,73110
2471,8321,UK,T,D6,2016,155666
2472,2800,PL,K,D6,2018,118475
2473,1107,BE,N,D6,2019,280000
2474,16600,NL,N,D6,2005,49500
2475,19000,TR,R,D6,2004,68000
2476,12370,UA,T,D6,2013,159000
2477,7803,GE,T,D6,2013,154186
2478,10472,NL,N,D6,2012,97500
2479,7335,NL,K,D6,2016,89500
2480,2443,FR,N,D6,2019,290000
2481,4273,FR,T,D6,2012,110000
2482,17097,DE,R,D6,2007,55000
2483,6440,DE,K,D6,2015,81500
2484,5583,NL,N,D6,2014,112000
2485,9980,DE,R,D6,2003,65000
2486,1910,FR,N,D6,2019,290000
2487,8684,UK,T,D6,2014,112674
2488,8195,NL,T,D6,2015,129500
2489,12100,DE,N,D6,2007,61900
2490,11000,ES,R,D6,2007,91500
2491,12580,ES,T,D6,2012,65000
2492,10200,ES,T,D6,2014,72000
2493,16500,UA,N,D6,2013,101000
2494,11400,DE,N,D6,2008,53000
2495,6980,NL,R,D6,2007,71500
2496,2467,FR,N,D6,2019,220000
2497,7000,LT,N,D6,2009,59000
2498,4600,LT,N,D6,2013,72000
2499,23006,HU,N,D6,2005,54640
2500,13976,PL,N,D6,2012,80000
2501,10500,ES,R,D6,2008,70000
2503,20342,PL,N,D6,2010,71000
2504,10065,NL,T,D6,2008,67500
2505,17901,NL,N,D6,2010,59000
2506,8795,NL,N,D6,2005,59500
2507,11000,RU,T,D6,2011,162607
2508,9751,ES,N,D6,2013,158000
2509,3041,IT,K,D6,2017,159000
2510,14418,LT,K,D6,2008,46000
2511,8940,EE,K,D6,2012,68000
2512,1100,NO,M,D6,2018,453434
2513,18282,NL,N,D6,2008,49500
2514,17459,FR,M,D6,2002,42000
2515,8963,NL,K,D6,2010,52800
2516,12475,NO,T,D6,2013,104047
2517,7500,PL,R,D6,2008,92107
2518,18629,IT,N,D6,2006,15000
2519,16409,IT,N,D6,2003,15000
2520,20629,PL,N,D6,2010,43000
2521,3564,PL,N,D6,2018,219489
2522,10865,NL,T,D6,2011,89500
2523,4820,FR,N,D6,2014,152000
2524,4592,LT,K,D6,2017,110400
2525,4756,DE,T,D6,2016,175000
2526,11500,HU,N,D6,2013,103000
2527,11506,NL,N,D6,2007,43500
2528,13332,NL,R,D6,2005,59800
2529,13074,NL,R,D6,2007,62900
2531,12000,GB,M,D6,2015,486803
2532,3239,SE,T,D6,2018,293449
2533,16640,NL,N,D6,2005,47900
2534,13215,PL,N,D6,2013,94990
2535,16000,PL,N,D6,2007,57586
2537,7053,NL,N,D6,2017,165000
2538,12769,NL,N,D6,2014,78000
2539,16496,NL,R,D6,2008,57900
2540,11600,PL,R,D6,2008,52000
2541,1891,FR,N,D6,2019,267000
2542,7946,FR,N,D6,2013,110000
2543,4956,FR,N,D6,2018,205000
2544,2300,LT,K,D6,2018,139500
2545,13183,NL,N,D6,2014,79500
2546,2438,DE,N,D6,2019,235000
2547,13200,DE,R,D6,2004,78900
2548,5040,DE,T,D6,2016,198000
2549,17700,PL,N,D6,2006,35000
2550,20824,LV,N,D6,2003,42000
2551,3621,RU,K,D6,2013,119591
2552,8600,DE,R,D6,2005,71500
2553,3900,FR,T,D6,2016,225000
2554,13834,NL,T,D6,2008,75900
2555,11456,NL,R,D6,2008,74500
2556,8766,NL,T,D6,2015,129500
2557,4300,SE,N,D6,2017,214838
2558,8026,FR,N,D6,2014,127000
2559,16694,PL,N,D6,2006,53470
2560,9450,FR,R,D6,2002,64500
2561,10300,FI,T,D6,2011,129000
2562,12311,NL,T,D6,2012,93500
2563,9400,ES,T,D6,2015,125000
2564,15000,ES,R,D6,2007,75000
2565,9650,CZ,K,D6,2011,88702
2566,7883,FR,N,D6,2011,83900
2567,15202,NL,N,D6,2005,47800
2568,6345,FR,T,D6,2015,215000
2569,4443,FR,T,D6,2014,230000
2570,7500,GB,T,D6,2013,135000
2571,3537,PL,N,D6,2019,184000
2572,10189,FR,N,D6,2012,84500
2573,13026,NL,R,D6,2014,72800
2574,3800,PL,N,D6,2017,975000
2575,23890,GR,R,D6,2003,74000
2576,11407,NL,N,D6,2013,92500
2577,12900,PL,T,D6,2015,87000
2578,26569,NL,R,D6,2004,47900
2579,6400,PL,K,D6,2015,92000
2580,10000,PL,N,D6,2008,71000
2581,8700,BG,N,D6,2012,160000
2582,2884,FR,T,D6,2018,275000
2583,9246,FR,N,D6,2014,150000
2584,2384,CH,N,D6,2019,221732
2586,17167,PL,R,D6,2002,48051
2587,17270,PL,N,D6,2007,58991
2588,9509,RU,N,D6,2012,150474
2589,6100,PL,T,D6,2018,774000
2590,12500,DK,N,D6,2008,23585
2591,4993,FR,T,D6,2010,150000
2592,3535,FR,T,D6,2018,280000
2593,13576,NL,N,D6,2015,92500
2594,10462,NL,N,D6,2016,109000
2595,6775,DE,K,D6,2011,89000
2596,8903,NL,T,D6,2011,76900
2597,15593,NL,K,D6,2010,52800
2598,8176,FR,N,D6,2012,87000
2599,8892,FR,N,D6,2011,88000
2600,11900,PL,N,D6,2010,57500
2601,15013,LT,K,D6,2008,49000
2602,22355,NL,N,D6,2006,47800
2603,11626,NL,K,D6,2011,76500
2604,9300,EE,N,D6,2010,39000
2605,7345,BE,N,D6,2015,119000
2606,13338,NL,K,D6,2013,69500
2607,2238,DE,K,D6,2018,145000
2608,13575,NL,R,D6,2007,62900
2609,8017,DE,R,D6,2006,69500
2610,7505,AT,K,D6,2014,123000
2611,7581,RO,T,D6,2014,110500
2612,14803,PL,N,D6,2007,74550
2613,8959,NL,K,D6,2010,43000
2614,8660,FI,K,D6,2008,110102
2615,10735,HU,N,D6,2014,134625
2616,9480,FR,R,D6,2002,70
2617,7700,IT,N,D6,2014,115000
2618,4000,CZ,K,D6,2018,158000
2619,9032,RO,K,D6,2007,79900
2620,11967,AT,N,D6,2006,61800
2621,12831,PL,M,D6,2002,35740
2622,22897,HU,N,D6,2005,68958
2624,15620,PL,N,D6,2007,58500
2625,20450,RU,R,D6,2010,81813
2626,7296,PL,N,D6,2014,112643
2627,17000,RU,R,D6,2012,86626
2628,5920,PL,N,D6,2014,150165
2629,9900,ES,K,D6,2008,69500
2630,9600,RO,N,D6,2014,125000
2631,19500,NL,R,D6,2003,50000
2632,16380,PL,R,D6,2008,58000
2633,10600,SE,T,D6,2010,102999
2634,10145,NO,T,D6,2013,130269
2635,2100,HU,T,D6,2015,175000
2636,15900,BE,T,D6,2010,69900
2637,10500,PL,N,D6,2008,64000
2638,12500,RU,N,D6,2013,92100
2639,13264,PL,N,D6,2012,79731
2640,11500,HU,M,D6,2002,44900
2641,9500,RO,R,D6,2009,49000
2642,6200,LT,K,D6,2010,58500
2643,14745,PL,N,D6,2007,64440
2644,6730,PL,N,D6,2016,176063
2645,10800,SE,N,D6,2011,117603
2646,11126,HU,K,D6,2014,103035
2647,13900,ES,T,D6,2011,100000
2648,20400,FI,R,D6,2007,71000
2649,11000,RO,N,D6,2009,46500
2650,7942,PL,K,D6,2016,73108
2651,11000,SE,N,D6,2013,111994
2652,6805,IT,T,D6,2017,187500
2654,3276,UK,N,D6,2019,215251
2655,8854,UK,T,D6,2015,127115
2656,9328,DE,T,D6,2010,107900
2657,3600,RO,N,D6,2009,31000
2659,7343,HU,N,D6,2015,129100
2660,16000,PL,N,D6,2009,77400
2661,13083,PL,N,D6,2008,60830
2662,10459,UA,T,D6,2011,85000
2663,9500,UA,R,D6,2005,65900
2664,19072,NL,N,D6,2006,46800
2665,14952,NL,R,D6,2007,65000
2666,6058,PL,T,D6,2018,169574
2667,15415,UA,N,D6,2012,99000
2668,21000,PL,T,D6,2008,61470
2669,9900,RO,M,D6,2003,36000
2670,9047,BE,T,D6,2009,96000
2671,6658,DE,K,D6,2016,115000
2672,9265,FR,N,D6,2012,89600
2673,17095,PL,N,D6,2007,65250
2674,7942,PL,K,D6,2013,72010
2675,10601,FR,N,D6,2011,84000
2676,12300,SE,T,D6,2009,68602
2677,20580,ES,R,D6,2003,65000
2678,7454,SK,T,D6,2016,176000
2679,5652,PL,M,D6,2003,67290
2680,14135,NO,T,D6,2010,96496
2681,12000,UA,N,D6,2005,75300
2683,15700,PL,N,D6,2008,58660
2684,14000,PL,M,D6,2002,88520
2685,11800,UA,N,D6,2007,88000
2686,21736,NL,N,D6,2008,47000
2687,10000,RO,N,D6,2013,125000
2688,4500,LT,K,D6,2014,60500
2689,16330,PL,R,D6,2007,52680
2690,12000,UA,T,D6,2012,130500
2691,11200,UA,T,D6,2011,128000
2692,9232,IT,N,D6,2007,79000
2693,15998,NL,T,D6,2010,69800
2694,22000,UA,R,D6,2002,89000
2695,22000,UA,T,D6,2009,299
2696,16000,UA,R,D6,2006,97000
2697,15000,UA,R,D6,2006,299
2698,12000,UA,T,D6,2009,120000
2699,3800,PL,K,D6,2007,89650
2700,9336,PL,N,D6,2011,87430
2701,11770,NL,T,D6,2008,85000
2702,4892,DE,N,D6,2017,169000
2703,6946,DE,T,D6,2014,123900
2704,8020,DE,T,D6,2014,129000
2705,11200,ES,N,D6,2007,82000
2706,8971,FR,T,D6,2008,79900
2707,4800,LT,N,D6,2013,75500
2708,4332,DE,N,D6,2014,136000
2709,10600,DE,T,D6,2013,108000
2710,6016,DE,N,D6,2016,149889
2711,3694,FR,T,D6,2016,225000
2712,10000,IT,T,D6,2009,77000
2713,12000,PL,N,D6,2008,70892
2714,9861,LV,N,D6,2004,40000
2715,2454,IT,N,D6,2018,236000
2716,10000,PL,R,D6,2002,44286
2717,10822,PL,T,D6,2013,100800
2718,17500,ES,T,D6,2013,65000
2719,17500,FI,R,D6,2002,44355
2720,10285,RU,T,D6,2008,88811
2721,19200,PL,N,D6,2006,59372
2722,9900,RU,R,D6,2014,156740
2723,13900,PL,K,D6,2010,61588
2724,3606,PL,N,D6,2017,209797
2725,15200,PL,N,D6,2010,63582
2726,8435,EE,N,D6,2004,85000
2727,11050,PL,K,D6,2007,67000
2728,13743,ES,T,D6,2011,84900
2729,13000,PL,N,D6,2012,87951
2730,11430,PL,N,D6,2010,79743
2731,12000,ES,R,D6,2002,65000
2732,9000,RO,K,D6,2009,49900
2733,3057,PL,N,D6,2019,208000
2734,3328,PL,N,D6,2019,197000
2735,19070,PL,N,D6,2007,59340
2736,2318,IT,N,D6,2013,125000
2737,15000,RU,N,D6,2009,67281
2738,11350,FI,R,D6,2007,73000
2739,8400,LT,R,D6,2002,35500
2740,6600,LT,R,D6,2004,34900
2741,7000,LT,K,D6,2010,57800
2742,9900,LT,K,D6,2010,52500
2743,10000,LT,N,D6,2010,46500
2744,10000,LT,N,D6,2007,42500
2745,17954,NL,N,D6,2007,59800
2746,7000,LT,T,D6,2011,78000
2747,9188,BE,N,D6,2013,109000
2748,8262,DE,T,D6,2015,129900
2749,18216,NL,T,D6,2008,59800
2750,1850,DE,T,D6,2017,235000
2751,4400,RO,T,D6,2014,118000
2752,10669,DE,N,D6,2010,66500
2754,2900,DE,N,D6,2018,189000
2755,6594,BE,T,D6,2015,152000
2756,6502,NL,R,D6,2007,25000
2757,8960,DE,T,D6,2011,69748
2758,14442,DE,T,D6,2008,65000
2759,4823,DE,N,D6,2017,175000
2760,7336,GB,N,D6,2015,103000
2763,13493,NL,R,D6,2007,54500
2764,1960,NL,N,D6,2019,199500
2765,9420,CH,M,D6,2002,67369
2766,13331,NL,R,D6,2005,52500
2767,8854,NL,R,D6,2008,56750
2768,15324,NL,T,D6,2010,73900
2769,6468,DE,T,D6,2016,188200
2770,5256,DE,K,D6,2017,129900
2771,8966,UK,N,D6,2014,110446
2772,4908,NL,T,D6,2017,182500
2773,10055,NL,R,D6,2011,71700
2774,14471,NL,R,D6,2006,49800
2775,2697,NL,T,D6,2018,235000
2776,16696,NL,M,D6,2002,42500
2777,15725,NL,R,D6,2006,48500
2778,13337,NL,T,D6,2009,64950
2779,10100,NL,T,D6,2013,175000
2780,11200,NL,T,D6,2011,77500
2781,11221,NL,T,D6,2008,72000
2782,10863,NL,T,D6,2011,104900
2783,15135,NL,N,D6,2011,74800
2784,18000,DE,N,D6,2014,144000
2785,12000,DE,N,D6,2014,93900
2786,3745,NL,R,D6,2014,89800
2787,8455,NL,N,D6,2011,90500
2788,3933,NL,R,D6,2014,87800
2789,11000,NL,N,D6,2007,56900
2791,3570,DE,K,D6,2017,139900
2792,10032,CH,R,D6,2002,89500
2793,8121,LU,R,D6,2006,90000
2794,18743,LU,N,D6,2012,65600
2795,7950,LU,N,D6,2006,63600
2796,7935,DE,T,D6,2013,117000
2797,8560,DE,T,D6,2015,127500
2798,1445,DE,N,D6,2018,235000
2799,10997,DE,N,D6,2012,99500
2800,10189,DE,N,D6,2012,99600
2801,12489,LU,N,D6,2010,79900
2802,8521,LU,R,D6,2005,69500
2803,9668,LU,T,D6,2015,117900
2804,14367,LU,R,D6,2012,75000
2805,7581,LU,T,D6,2014,114600
2806,5586,LU,N,D6,2014,117000
2807,6322,IT,N,D6,2017,160000
2808,8649,IT,N,D6,2015,120000
2809,440,DE,K,D6,2018,185000
2810,2,DE,K,D6,2018,145000
2811,6,DE,T,D6,2016,188200
2812,5,DE,K,D6,2017,129900
2813,8,DE,T,D6,2014,129000
2814,4,DE,N,D6,2014,136000
2815,11,AT,N,D6,2007,61800
2816,13,FR,R,D6,2007,55000
2817,5,FR,N,D6,2017,195000
2818,3,FR,N,D6,2014,180000
2819,10,SE,T,D6,2010,103333
2820,16,RU,R,D6,2017,119113
2821,3,PL,N,D6,2019,224000
2822,8,PT,T,D6,2008,134000
2823,12,FR,R,D6,2007,67000
2824,11,FR,R,D6,2007,75000
2825,6,PL,N,D6,2016,175870
2826,9,RU,R,D6,2014,156720
2827,5,PL,N,D6,2014,149000
2828,14,PT,R,D6,2005,120000
2829,3,UK,K,D6,2015,116400
2830,1,FR,N,D6,2019,250000
2831,3,PL,N,D6,2017,209627
2832,2,PL,N,D6,2019,209000
2833,3,DE,K,D6,2017,139900
2834,4,DE,N,D6,2017,175000
2835,1,PL,C,M318,2005,41890
2836,1,PL,C,M318,2005,41982
2837,3,DE,F,M318,2015,116000
2838,4,DE,F,M318,2016,112000
2839,5,PL,D,M318,2012,102732
2840,8,DE,F,M318,2019,173500
2841,8,ES,F,M318,2014,106500
2842,8,ES,D,M318,2014,124500
2843,11,PL,D,M318,2009,66384
2844,12,FR,F,M318,2019,215000
2845,12,PL,D,M318,2011,63772
2847,527,PL,F,M318,2014,168107
2848,723,FR,F,M318,2018,200000
2849,1788,DE,F,M318,2016,139500
2850,2652,FR,F,M318,2016,150000
2851,2656,PL,F,M318,2018,124500
2852,2674,PL,F,M318,2016,153000
2853,2682,DE,F,M318,2016,124900
2854,2687,NL,F,M318,2016,139500
2855,3200,ES,F,M318,2019,155000
2856,4142,PL,F,M318,2015,129000
2857,4181,CH,F,M318,2015,149696
2858,4280,ES,F,M318,2017,147000
2859,4475,LV,F,M318,2018,130000
2860,4829,ES,D,M318,2010,100000
2861,4883,ES,D,M318,2010,100000
2862,5048,LT,F,M318,2014,125000
2863,5101,DE,F,M318,2016,115000
2864,5141,FI,F,M318,2018,99000
2865,5148,GR,D,M318,2012,92000
2866,5409,NL,D,M318,2012,77900
2867,5411,HU,D,M318,2012,85650
2868,5589,NL,F,M318,2017,119500
2869,5768,DE,F,M318,2015,93900
2870,5865,PL,D,M318,2012,102732
2871,5900,PL,F,M318,2015,107400
2872,5958,DE,D,M318,2012,88000
2873,5963,DE,D,M318,2012,85000
2874,5968,DE,D,M318,2012,82500
2876,6050,FR,D,M318,2010,99000
2877,6200,PL,F,M318,2015,118600
2878,6250,PL,D,M318,2012,87726
2879,6500,DE,D,M318,2008,79900
2880,6589,DE,F,M318,2015,95900
2881,6751,HU,F,M318,2017,123230
2882,6800,PL,F,M318,2017,99000
2883,6831,PL,F,M318,2016,126000
2884,7000,PL,D,M318,2013,100000
2885,7000,LT,D,M318,2011,41500
2886,7080,DE,F,M318,2015,87900
2887,7214,DE,F,M318,2016,99000
2888,7300,PL,F,M318,2015,94000
2889,7310,NL,F,M318,2015,86800
2890,7539,PL,F,M318,2016,123000
2891,7543,DE,F,M318,2016,100500
2892,7600,UA,D,M318,2007,45000
2893,7700,ES,D,M318,2013,89000
2894,7738,BE,D,M318,2013,65000
2895,7791,HU,F,M318,2016,115360
2896,7820,NO,F,M318,2015,105251
2897,8000,PL,F,M318,2015,89708
2898,8000,SK,F,M318,2016,157000
2899,8124,NL,C,M318,2004,34500
2900,8130,PL,C,M318,2004,33500
2901,8300,DE,D,M318,2012,55000
2902,8314,DE,D,M318,2010,65000
2903,8497,AT,C,M318,2004,32900
2904,8500,PL,F,M318,2015,87804
2905,8575,DE,C,M318,2006,42500
2906,8619,HU,C,M318,2007,52000
2907,8630,PL,F,M318,2015,103000
2908,8914,IT,D,M318,2012,88000
2909,8915,PL,F,M318,2016,100000
2910,8920,PL,F,M318,2016,99000
2911,9000,DE,C,M318,2004,29500
2912,9197,DE,C,M318,2004,37900
2913,9200,PL,D,M318,2011,63670
2914,9228,LT,C,M318,2007,34000
2915,9231,LT,C,M318,2007,34500
2916,9243,DE,D,M318,2012,69900
2917,9360,DE,D,M318,2014,74500
2918,9384,NL,C,M318,2003,38900
2919,9400,DE,D,M318,2010,49000
2920,9502,NL,D,M318,2010,54250
2921,9547,LT,C,M318,2007,34500
2922,9600,DE,D,M318,2011,65000
2923,9690,CH,D,M318,2011,52900
2924,9703,DE,D,M318,2011,67900
2925,9731,DE,F,M318,2015,92000
2926,9900,PL,D,M318,2012,70243
2927,10000,DE,D,M318,2009,57773
2928,10000,PL,D,M318,2008,52590
2929,10000,RO,D,M318,2009,65000
2930,10050,PL,D,M318,2013,68500
2931,10106,NL,D,M318,2011,62000
2932,10134,DE,D,M318,2014,79000
2933,10178,NL,D,M318,2013,66800
2934,10200,DE,D,M318,2008,48500
2935,10220,PL,D,M318,2011,70700
2936,10250,DE,D,M318,2014,69900
2937,10356,PL,D,M318,2012,52890
2938,10363,NL,F,M318,2016,79500
2939,10382,DE,D,M318,2013,65000
2940,10500,PL,D,M318,2011,57478
2941,10500,DE,D,M318,2011,67500
2942,10526,NL,C,M318,2004,41900
2943,10600,PL,D,M318,2012,62684
2944,10667,DE,D,M318,2008,55950
2945,10670,PL,D,M318,2010,56154
2946,10694,NL,D,M318,2007,53800
2947,10740,DE,C,M318,2003,44500
2948,10995,PL,D,M318,2012,64208
2949,11000,UA,D,M318,2008,83200
2950,11000,PL,F,M318,2016,96369
2951,11006,NL,D,M318,2008,50900
2952,11058,UA,D,M318,2012,83000
2953,11099,HR,D,M318,2012,1
2954,11228,PL,C,M318,2006,39775
2955,11300,PL,D,M318,2013,69480
2956,11384,PL,D,M318,2009,66384
2957,11500,DE,D,M318,2009,60000
2958,11660,LV,F,M318,2014,86000
2959,11700,DE,D,M318,2007,53000
2960,11809,PL,C,M318,2006,44050
2961,12000,RO,D,M318,2008,53500
2962,12000,ES,D,M318,2008,65000
2963,12040,NL,C,M318,2005,39000
2964,12069,SI,D,M318,2011,60000
2965,12258,NL,C,M318,2004,37500
2966,12400,HU,D,M318,2013,62500
2967,12423,NL,D,M318,2009,54900
2968,12465,PL,D,M318,2013,60500
2969,12550,NL,D,M318,2012,61800
2970,12556,PL,D,M318,2011,63772
2971,12823,NL,D,M318,2014,62800
2972,12932,DE,D,M318,2008,49000
2973,12968,NL,D,M318,2012,64000
2974,12975,DE,C,M318,2006,42500
2975,13190,NL,D,M318,2012,69900
2976,13346,PL,C,M318,2004,29000
2977,13500,NL,C,M318,2006,54000
2978,13682,BE,D,M318,2010,59500
2979,13874,NL,C,M318,2004,39800
2980,14111,NL,D,M318,2008,46900
2981,14460,BE,D,M318,2009,54950
2982,15000,ES,C,M318,2005,55000
2983,15580,PL,D,M318,2011,32000
2984,15757,DE,C,M318,2005,42900
2985,16394,BE,D,M318,2009,44500
2986,16470,DE,C,M318,2004,34900
2987,16800,NL,D,M318,2010,51900
2988,17420,NL,D,M318,2011,46800
2989,18000,PL,C,M318,2005,40180
2990,20000,ES,D,M318,2010,86000
2991,20409,NL,C,M318,2005,35000
2992,21000,ES,D,M318,2010,65000
2993,22406,IT,C,M318,2007,58000
2994,23588,NL,D,M318,2008,43800
