extension,CR,location,working_hours,price,const_year,model,L,RR,LR,GC,VA,SA,N,H,ME,XE,LGP,XL,3B,4F,MH
D3,,NL,3929,84900,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,NL,2322,89900,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,11254,45000,2009,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,10048,66900,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,LT,4500,58500,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,12257,50800,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,LV,15161,35000,2007,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,8256,47500,2005,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,FI,16000,59500,2007,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,6786,85000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,7983,49500,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,6600,69240,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,8500,66930,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,11212,39800,2003,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,4218,94510,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,5615,120000,2014,320,1.0,0.0,1.0,0.0,,,,,,,,,,,
E,,DE,7460,91300,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,NL,36,121800,2021,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
D3,,NL,5,102500,2022,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,NL,6,125000,2016,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,4,99800,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,5,99800,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,7,99800,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,8,99800,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,BE,5,99500,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,NL,7,118000,2020,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
D2,,NL,6,185000,2016,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,10,98500,2020,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,8,102000,2020,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,BE,4,105000,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,6,99800,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,UA,7,139800,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,UA,15,135000,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,LU,10,109000,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,3,94000,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,7,94000,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,BE,9,119000,2021,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
D3,,NL,5,95000,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,7,95000,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,10,109000,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,DE,33,165000,2019,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,UA,5,126000,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,7,97500,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,RO,5,114900,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,7,95000,2020,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
,,DE,1,147490,2019,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,6,94000,2020,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,UA,13,110000,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,7,97500,2020,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,FR,8,62000,2011,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,4,97500,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,3,114000,2013,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,LU,8,102500,2020,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,LU,8,112500,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
F,,PL,7,85000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,6,80000,2015,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,4,119000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,RU,9,80478,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,FR,2,145000,2017,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PT,9,120000,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,8,85000,2014,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,PL,1,144000,2019,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
E,,SK,4,105000,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,BE,3,119000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,PL,1,141000,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,DE,2,140000,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,3,97500,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,7,99800,2020,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,AT,10,76018,2013,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
F,,PT,7,127500,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,UK,5,99561,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,RU,7,99711,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,FR,3,137000,2017,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,RU,5,106510,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,RU,6,104244,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,ES,9,83000,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,8,102500,2020,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,7,102500,2020,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,5,97500,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,6,112500,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,8,109500,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,BE,7,104500,2021,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
,,DE,1,145990,2019,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FI,11483,86700,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,EE,12081,67900,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DE,13900,55000,2009,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,8765,75000,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,1621,94800,2021,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,IT,2820,97000,2016,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,NO,6273,107391,2015,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,9362,70000,2014,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DE,12800,59900,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DE,7100,75000,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,6140,79990,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,7400,105500,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,8500,69000,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,11000,66900,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,7280,52941,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,19495,46800,2010,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,2924,145000,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,8900,53900,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,FR,4274,145000,2017,323,0.0,,,,0.0,0.0,1.0,,,,,,,,
E,,NL,7633,66500,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,7660,67500,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,5437,150000,2016,323,0.0,,,,0.0,1.0,0.0,,,,,,,,
D,,DE,14800,47000,2007,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DE,9227,61000,2010,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,IT,13250,46500,2008,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,NO,5955,119007,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,3477,125000,2016,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,DE,7800,81000,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,17100,36500,2007,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,NO,12079,70550,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,10031,60730,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,9240,117212,2017,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,BE,8800,55000,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,12200,49900,2010,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,11500,66900,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,SE,11241,45804,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DE,6733,77000,2009,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,9216,51500,2009,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,AT,18849,45850,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,9576,57000,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,IT,12530,35000,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,DE,6547,92000,2017,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,8911,71600,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PT,3900,140000,2019,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
D,,NL,17786,45900,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,8920,53412,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,10000,40000,2007,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,15000,46900,2010,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,SK,3510,139000,2017,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
D,,NL,12329,53900,2009,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,12558,48500,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,3463,89800,2020,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,BE,9371,54000,2010,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,ES,1579,148000,2018,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
E,,DE,7276,64000,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,4542,145000,2016,323,0.0,,,,0.0,1.0,0.0,,,,,,,,
D,,NL,13279,51900,2007,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,NL,1835,570000,2018,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,DE,4277,169000,2018,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,8200,72000,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,15094,62230,2014,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,8600,55430,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,CZ,12120,49610,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,GB,3558,145359,2019,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,10978,64800,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,5145,139000,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,HU,18000,40740,2008,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
F,,DE,8328,98500,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,12961,53471,2009,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,7865,49800,2009,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
D,,NL,12743,53800,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,19699,41900,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,12016,62800,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,HU,10000,73000,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,10330,45800,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,13303,61800,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,11563,62800,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,PL,1476,140000,2018,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,8687,69800,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,12090,78500,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,EE,10296,63500,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,BE,13300,65000,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,11000,63590,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,7700,99010,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,9900,78110,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DK,13745,62500,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,10525,49800,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,SE,5735,133795,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,12742,49900,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,11000,52500,2010,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,18497,49000,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,9975,58500,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,11433,49800,2008,323,1.0,,,,1.0,0.0,0.0,,,,,,,,
D,,NL,12250,53500,2009,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,BE,11000,53000,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,EE,4468,67900,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,NL,2204,149000,2018,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,ES,10000,69500,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,BE,13545,59000,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,11599,64410,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,13581,53900,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,14964,53900,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,ES,12500,40000,2008,323,0.0,,,,1.0,0.0,0.0,,,,,,,,
D,,NL,19575,47500,2009,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,ES,14000,58000,2014,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DE,12000,49900,2009,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,14258,52900,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,9748,62960,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,11605,48500,2006,323,1.0,,,,1.0,0.0,0.0,,,,,,,,
D,,NL,11593,58900,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,LV,9800,50000,2008,323,1.0,,,,1.0,0.0,0.0,,,,,,,,
D,,NL,13000,48500,2006,323,1.0,,,,1.0,0.0,0.0,,,,,,,,
D,,NL,18195,39900,2007,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,ES,10400,43670,2008,323,1.0,,,,1.0,0.0,0.0,,,,,,,,
D,,ES,11000,41320,2007,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DE,12816,57900,2010,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,10974,61793,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,ES,13826,63500,2014,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,12200,54950,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,9000,52000,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DK,12750,51775,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,12475,66700,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,8889,66700,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,FR,8249,60000,2007,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,8130,55000,2006,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,LV,9000,70000,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,9855,57000,2010,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,ES,13600,58000,2014,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NO,9116,90599,2015,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,7750,72500,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,GR,9600,88000,2007,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,6999,91500,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,9900,47000,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,ES,8400,53000,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NO,11350,46487,2007,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,EE,15509,42900,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,11369,58800,2006,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,SE,1950,162226,2017,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,SE,13168,42769,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,17000,40000,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,DE,2833,159000,2019,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,3530,90000,2015,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,8409,66800,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,FR,10000,60000,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,LU,8028,45000,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NO,9151,56545,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,HU,11034,73250,2007,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,SE,13187,48879,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,11272,48900,2007,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,NL,5993,109000,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,AT,4232,132500,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,CH,3040,148245,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,4595,100000,2013,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,3734,73110,2015,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DK,12465,46784,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,6561,79800,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,UA,14000,65000,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FI,8316,99500,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,10611,45000,2010,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,10522,45800,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,6857,125000,2015,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,FR,2895,99000,2016,323,1.0,,,,0.0,0.0,1.0,,,,,,,,
D,,UA,10150,84000,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,13171,46900,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DE,8100,56500,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,NL,4750,135000,2019,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,IT,12161,58000,2010,323,0.0,,,,0.0,1.0,0.0,,,,,,,,
D,,ES,8400,53000,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,6130,129000,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,8925,69900,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,FI,13452,76296,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,FI,6474,124900,2016,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,FI,14266,54900,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,10613,54743,2015,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,15130,35992,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,SE,2600,177757,2019,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D3,,NL,3719,89800,2019,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,7997,62800,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,14201,46900,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,18565,42800,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,7615,110347,2015,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
NG,,BE,4211,168000,2018,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,BE,6096,119000,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,AT,11053,69500,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,BE,12600,65000,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,10000,68590,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,DE,10123,41900,2009,323,1.0,,,,1.0,0.0,0.0,,,,,,,,
NG,,SE,1700,180325,2019,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NO,6222,77684,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,FR,2500,150000,2017,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,IT,3611,137000,2017,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,11900,65354,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,CH,6013,72516,2010,323,0.0,,,,0.0,1.0,0.0,,,,,,,,
D,,IT,8983,72000,2009,323,0.0,,,,0.0,1.0,0.0,,,,,,,,
D,,NL,12480,47800,2009,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,6220,85000,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,12675,55750,2010,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,AT,5232,132000,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,18550,39900,2008,323,0.0,,,,0.0,1.0,0.0,,,,,,,,
D,,HU,13098,60000,2009,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,380,61470,2010,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,9984,46000,2007,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,EE,6137,92000,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,8032,45000,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,PL,5030,97509,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,11907,62001,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,NL,3401,119500,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,NL,969,139500,2017,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,8685,69800,2013,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,NL,6980,99500,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,HR,10253,63500,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,10329,45000,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NO,11400,49530,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,15600,44900,2007,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,11200,62000,2011,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,NL,11895,55000,2009,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,9833,58650,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DE,8307,82000,2015,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,PL,11757,48306,2010,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,10338,62274,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
F,,DK,5100,160032,2017,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PT,5000,85000,2015,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,DK,7200,103281,2012,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,ES,13700,65000,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,ES,9722,66000,2011,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
D,,ES,10390,75000,2012,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,RO,8400,48500,2008,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,PL,5500,96291,2014,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,HU,4500,97000,2014,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
D,,FI,14000,49000,2008,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
E,,BE,8280,58500,2013,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
E,,NL,6494,105000,2013,323,0.0,,,,0.0,0.0,0.0,,,,,,,,
F,,NO,6333,102685,2016,323,1.0,,,,0.0,0.0,0.0,,,,,,,,
