extension,CR,location,working_hours,price,const_year,model,L,RR,LR,GC,VA,SA,N,H,ME,XE,LGP,XL,3B,4F,MH
D,,EE,22000,8000,2007,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,10458,70280,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,FI,5905,125000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,6876,83499,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,10649,79214,2014,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
F,,PL,3531,144000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,11135,65900,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,12700,47750,2005,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,EE,7461,73000,2013,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,DE,398,159000,2021,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
E,,BE,8811,69000,2014,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
F,,UK,4771,71846,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,NL,5805,84900,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,EE,8657,73000,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,5200,93000,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,DE,10128,54700,2009,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
F,,FI,6390,119000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,15878,56000,2007,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,11322,51900,2009,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,15191,44900,2006,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NO,7408,79381,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
B,,DE,15049,34000,2004,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,9190,7500,2013,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,BE,9698,7500,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,IE,13000,55000,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,LV,3100,135000,2019,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,LV,5400,95000,2018,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
D,,NL,13717,51500,2007,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,9000,44500,2005,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NO,6500,84404,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,EE,10430,43900,2006,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,6463,79000,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,BE,1925,137000,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,SK,6811,97000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,NL,3862,119500,2019,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,6779,72500,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,DE,13300,47000,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,7482,147500,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,9100,58000,2013,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,BE,9600,58000,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,SE,10645,67683,2014,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
D,,RO,11000,58000,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,11260,73272,2012,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,NO,7100,102372,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
D,,PL,7567,59000,2011,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
,,DE,5540,119000,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
F,,FR,2930,140000,2017,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,11600,56500,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,10074,66800,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,9799,45000,2005,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,8674,64950,2009,320,1.0,0.0,1.0,0.0,,,,,,,,,,,
D,,NL,10545,54900,2007,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,8986,68900,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,6692,62000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,BE,3067,115000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,LV,10779,71000,2013,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,NL,12154,59900,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,9416,43500,2003,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,HU,16000,43411,2004,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,BE,10646,44000,2011,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,10226,52900,2008,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FI,6650,97000,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,LV,8673,71000,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,5258,115000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,DE,1565,179000,2020,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,5950,99940,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,SE,12384,31520,2005,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,BE,5184,64000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,9300,52750,2010,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,11000,69000,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,10789,46800,2008,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,14900,41900,2002,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,7200,77000,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,16105,41950,2003,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RU,7153,101912,2017,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RU,5423,108861,2017,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,LV,8550,77000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,DE,3559,115000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,10688,61800,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,GB,9381,66658,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,NO,2000,78299,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,5061,82900,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,LT,10579,85000,2014,320,1.0,0.0,1.0,0.0,,,,,,,,,,,
E,,NO,10330,74725,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,10618,65000,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,8137,69000,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
D,,TR,11500,59000,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,GB,13495,51783,2006,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PT,8500,85000,2015,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NO,7450,78598,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,2722,82800,2019,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,7400,79000,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,CH,4184,112107,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,DE,16000,43000,2004,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,TR,11000,52000,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,GB,11180,70273,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FI,7300,109800,2013,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,LV,10300,52750,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,FI,5647,110000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,HU,2300,120000,2017,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,UK,6719,89249,2018,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
E,,PL,6990,95833,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,9990,76666,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,FR,4440,135000,2016,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,PL,2664,132000,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,PL,2755,122000,2019,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
D,,GB,11054,53033,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,TR,13000,52000,2011,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,14725,137000,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,3713,78900,2019,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,6304,94000,2013,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,10781,66000,2013,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
D,,NL,8221,49750,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,9690,47000,2011,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,10650,57000,2010,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,11100,56500,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,10563,62280,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,7900,76000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,PL,20392,58000,2011,320,0.0,0.0,1.0,0.0,,,,,,,,,,,
E,,PL,6006,59700,2011,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,PL,7200,35500,2005,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,6226,83750,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,7789,83540,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,1400,88500,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,DE,1940,119500,2018,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
F,,DE,6821,84000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,6386,79900,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,6774,433000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,10078,59800,2014,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
NG,,DE,1298,149500,2019,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,BE,2350,80000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,11277,292000,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,BE,14914,10000,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,NL,954,97800,2018,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
NG,,NL,2710,89800,2018,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
E,,NL,6437,79800,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,12661,45800,2008,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,FR,10416,13899,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,9103,45000,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,TR,9172,73900,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,UA,6872,84500,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,13597,34800,2005,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,7520,69000,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,GE,268,170790,2020,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
E,,HU,6500,79500,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,PL,20000,41000,2011,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,FR,8700,84000,2011,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RO,9000,42900,2011,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,DE,5000,19500,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,8900,62900,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,4400,110000,2013,320,1.0,0.0,1.0,0.0,,,,,,,,,,,
E,,PL,2459,84127,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,HU,10895,82750,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,5800,90000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,PL,5600,75000,2010,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,2799,84900,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,9547,42000,2005,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,10312,42000,2006,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,CH,6771,81203,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,8388,85000,2014,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,DE,5968,120000,2014,320,1.0,0.0,1.0,0.0,,,,,,,,,,,
D,,DE,10517,51000,2007,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,DE,2000,105000,2017,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
F,,DE,8091,85000,2016,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,DE,3869,149000,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,DE,3308,155000,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NO,7804,85019,2014,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
NG,,SE,900,174554,2019,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,HU,1346,129900,2019,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
D2,,NL,8839,66500,2017,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,UA,5888,110000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,PL,2225,135000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,FI,3738,126800,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,SE,3950,107579,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,6761,65950,2013,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NO,9346,73165,2011,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,PL,8000,69972,2014,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,SE,4322,120607,2015,320,1.0,0.0,1.0,0.0,,,,,,,,,,,
E,,FI,10800,89000,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,SE,8463,76888,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
NG,,UK,765,105149,2018,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
D2,,NL,4065,84800,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,9197,44000,2003,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,UA,7983,69000,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,13369,46900,2003,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,3093,97876,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,EE,5273,79000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,6771,73898,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,10684,55000,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,HU,16950,36600,2002,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,RO,4670,93000,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,ES,4600,1,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,EE,7236,76900,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,7632,84361,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,7176,76078,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,ES,4841,92000,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
D2,,RU,9470,81329,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,PT,8000,40700,2007,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,PL,2170,133000,2019,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
C,,NL,14613,41800,2005,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
F,,SE,2956,154729,2016,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
F,,PL,4662,86977,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,PL,2239,136000,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,PL,14000,45000,2011,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,12095,62980,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,FR,8822,62000,2011,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,PL,18730,38650,2007,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,7370,74500,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,6600,75000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,FR,1800,124000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,BE,5423,110000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,EE,8521,80000,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,8287,74000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,7549,78000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,6512,78000,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,BE,3150,105000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,9685,57240,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,AT,13488,57000,2013,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,5300,93000,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
C,,DE,10911,44500,2004,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,PL,13551,62000,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,8122,72900,2015,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
,,GB,7932,46000,2016,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
,,DE,6700,49500,2005,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,15801,51900,2011,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,3588,114000,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,DE,7780,95000,2015,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
F,,DE,2262,109900,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,7893,69500,2015,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,DE,1730,110500,2017,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
E,,AT,5021,76300,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,5300,79000,2015,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,9740,69950,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,BE,2190,119900,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,5100,87500,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,4050,119000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,PL,9500,44000,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,6840,80000,2015,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,9036,55900,2005,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,13466,51500,2010,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,8150,69500,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,9364,67000,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,5692,79000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,4602,89500,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,NL,2701,115000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,12499,42800,2006,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,13272,45000,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,LT,10137,65000,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RO,10000,59000,2011,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,8445,59800,2004,320,1.0,0.0,1.0,0.0,,,,,,,,,,,
E,,NL,9390,71500,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,LT,6000,60500,2016,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
F,,NL,4957,86600,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RU,7285,67370,2007,320,0.0,1.0,0.0,0.0,,,,,,,,,,,
D,,RU,6626,84130,2013,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RU,7260,75960,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RU,7633,69920,2008,320,0.0,1.0,0.0,0.0,,,,,,,,,,,
D,,RU,8655,72030,2008,320,0.0,1.0,0.0,0.0,,,,,,,,,,,
D,,RU,4904,92710,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RU,5760,58450,2010,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RU,11318,59620,2009,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RU,11027,62140,2006,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,BE,6761,69950,2015,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,RU,8903,53260,2007,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
C,,RU,10448,52200,2002,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,14530,42500,2009,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,LT,5000,72000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,12596,42500,2008,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NO,9448,93879,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
E,,NO,6000,96660,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
C,,NL,9765,35000,2004,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,LV,13000,50000,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,8500,85000,2014,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,9876,45000,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,NL,9624,42000,2006,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,FR,6345,85900,2015,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
D,,NL,15200,45500,2007,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,18200,42000,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,LT,3239,125000,2018,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
E,,ES,8800,89000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,4313,78950,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,NL,16000,45000,2009,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D3,,NL,3577,86800,2019,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,RO,6400,68000,2012,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
D,,FI,11500,63900,2011,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
F,,PL,7107,85000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D2,,NL,2480,91800,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,AT,10573,64900,2013,320,1.0,1.0,0.0,0.0,,,,,,,,,,,
D,,NL,10117,55000,2008,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,10035,69500,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,DE,6000,89500,2011,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,2561,138500,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
C,,DE,10500,31900,2005,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
,,DE,1700,78500,2017,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NL,7466,67800,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,DE,5375,98900,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,DE,2656,140000,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,NO,8700,77310,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
,,NO,7400,91820,2015,320,1.0,0.0,1.0,0.0,,,,,,,,,,,
D,,TR,8680,50000,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,8900,69000,2012,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,EE,7350,76000,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,LT,3000,75000,2015,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
D,,TR,16000,47900,2008,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,4700,108900,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,5700,87500,2014,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,BE,4250,116900,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,BE,3200,119900,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
E,,BE,10407,57000,2013,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,BE,3580,119000,2016,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
F,,EE,6136,90000,2017,320,1.0,0.0,0.0,0.0,,,,,,,,,,,
NG,,PL,1534,144000,2019,320,0.0,0.0,0.0,1.0,,,,,,,,,,,
NG,,PL,1791,141000,2018,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
F,,FR,2218,145000,2017,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
F,,FR,3531,137000,2017,320,0.0,0.0,0.0,0.0,,,,,,,,,,,
E,,PL,3089,99000,2014,320,1.0,0.0,1.0,0.0,,,,,,,,,,,
