,basic-subset,extension,location,extension-location
Test-MAE,14252.38,12737.59,13013.14,11654.31
Test-MAPE,0.1597,0.1513,0.1533,0.1426
Test-RMSE,21451.49,19173.26,19028.7,17098.75
Test-N-RMSE,0.0809,0.0723,0.0718,0.0645
Test-IQR-RMSE,0.3477,0.3107,0.3084,0.2771
Test-CV-RMSE,0.2355,0.2105,0.2089,0.1877
Test-R2,0.774,0.8195,0.8222,0.8564
Training-Duration,13.23,18.113,16.246,17.966
Test-Duration,0.0004626427,0.0004530158,0.0005243267,0.000878579
