,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,-0.12964088808093188,-0.14635507853895774,0.05027580261230469,0.02682018280029297,10.481192111968994,0.003331899642944336,0.0003037452697753906,0.21160411834716797,2,True,12
1,XGBoost,-0.13478325066424598,-0.16227153624780163,0.012544870376586914,0.005471229553222656,0.44713902473449707,0.012544870376586914,0.005471229553222656,0.44713902473449707,1,True,9
2,NeuralNetTorch,-0.13628057631440352,-0.15118131497908557,0.007605314254760742,0.005694866180419922,5.8099024295806885,0.007605314254760742,0.005694866180419922,5.8099024295806885,1,True,10
3,LightGBM,-0.13633320774098953,-0.15996159837302673,0.005860805511474609,0.003689289093017578,0.730567216873169,0.005860805511474609,0.003689289093017578,0.730567216873169,1,True,4
4,CatBoost,-0.13718830107972288,-0.15937000694012296,0.008217096328735352,0.004266977310180664,4.462748050689697,0.008217096328735352,0.004266977310180664,4.462748050689697,1,True,6
5,LightGBMXT,-0.14087503121560968,-0.15740428978319373,0.011347532272338867,0.007066488265991211,0.9587879180908203,0.011347532272338867,0.007066488265991211,0.9587879180908203,1,True,3
6,NeuralNetFastAI,-0.1418716446022967,-0.16851012708526172,0.02057051658630371,0.010598897933959961,2.151118755340576,0.02057051658630371,0.010598897933959961,2.151118755340576,1,True,8
7,ExtraTreesMSE,-0.14260189482077446,-0.17048387387164712,0.09235548973083496,0.0684819221496582,0.5303761959075928,0.09235548973083496,0.0684819221496582,0.5303761959075928,1,True,7
8,RandomForestMSE,-0.14568732024367273,-0.17478066872095763,0.09471464157104492,0.06525373458862305,0.5069146156311035,0.09471464157104492,0.06525373458862305,0.5069146156311035,1,True,5
9,LightGBMLarge,-0.1467652739809604,-0.1693577568695935,0.009585380554199219,0.004594564437866211,2.3231914043426514,0.009585380554199219,0.004594564437866211,2.3231914043426514,1,True,11
10,KNeighborsDist,-0.3465043995421677,-0.39481342355270993,0.01907515525817871,0.018755197525024414,0.005922555923461914,0.01907515525817871,0.018755197525024414,0.005922555923461914,1,True,2
11,KNeighborsUnif,-0.3505433879170461,-0.38659200914464387,0.017325162887573242,0.017581701278686523,0.0038590431213378906,0.017325162887573242,0.017581701278686523,0.0038590431213378906,1,True,1
