,basic-subset,location,extension,location-extension
Test-MAE,13587.3,12432.32,12784.91,11111.98
Test-MAPE,0.1591,0.1465,0.1501,0.1331
Test-RMSE,18852.55,17154.79,17353.72,15117.86
Test-N-RMSE,0.0902,0.0821,0.083,0.0723
Test-IQR-RMSE,0.3687,0.3355,0.3394,0.2957
Test-CV-RMSE,0.2102,0.1912,0.1935,0.1685
Test-R2,0.7811,0.8188,0.8146,0.8593
Training-Duration,2247.602,1850.231,1893.912,2148.734
Test-Duration,0.0005014695,0.0015250842,0.0012335388,0.000846205
