,basic-subset,location,extension,location-extension
Test-MAE,13286.78,11920.6,12495.38,11261.91
Test-MAPE,0.1512,0.1364,0.1428,0.1296
Test-RMSE,18742.9,16304.97,17576.19,15577.54
Test-N-RMSE,0.0897,0.078,0.0841,0.0745
Test-IQR-RMSE,0.3666,0.3189,0.3437,0.3047
Test-CV-RMSE,0.2089,0.1818,0.1959,0.1737
Test-R2,0.7837,0.8363,0.8098,0.8506
Training-Duration,14.846,14.542,15.066,18.611
Test-Duration,0.0004912733,0.0001828036,0.0004602214,0.000181948
