,basic-subset,extension,location,extension-location
Test-MAE,14380.87,13232.42,13058.7,11975.94
Test-MAPE,0.1685,0.1589,0.1554,0.1452
Test-RMSE,21419.2,20090.47,19230.88,17931.41
Test-N-RMSE,0.0808,0.0758,0.0725,0.0676
Test-IQR-RMSE,0.3472,0.3256,0.3117,0.2906
Test-CV-RMSE,0.2351,0.2205,0.2111,0.1968
Test-R2,0.7747,0.8018,0.8184,0.8421
Training-Duration,1800.729,1800.256,1801.527,1800.482
Test-Duration,1.88228e-05,2.21524e-05,3.72072e-05,2.56615e-05
