,basic-subset,location,extension,location-extension
Test-MAE,18074.63,17291.73,16759.34,16026.2
Test-MAPE,0.2281,0.2166,0.2076,0.2042
Test-RMSE,27344.95,26893.46,25923.51,24445.18
Test-N-RMSE,0.0852,0.0838,0.0808,0.0762
Test-IQR-RMSE,0.5228,0.5142,0.4956,0.4674
Test-CV-RMSE,0.314,0.3088,0.2977,0.2807
Test-R2,0.5948,0.608,0.6358,0.6762
Training-Duration,65.247,65.514,124.717,108.412
Test-Duration,0.0014353297,0.0015787147,0.0016151822,0.001740743
