,basic-subset,location,extension,location-extension
Test-MAE,38712.05,33179.3,66999.08,16190.02
Test-MAPE,0.5426,0.4139,0.8425,0.2117
Test-RMSE,65767.95,58195.4,140903.14,23648.43
Test-N-RMSE,0.205,0.1814,0.4392,0.0737
Test-IQR-RMSE,1.2574,1.1126,2.694,0.4521
Test-CV-RMSE,0.7552,0.6682,1.6179,0.2715
Test-R2,-1.3441,-0.8354,-9.7596,0.6969
Training-Duration,1800.274,1800.085,1800.06,1800.187
Test-Duration,2.07465e-05,2.16242e-05,2.00468e-05,2.66792e-05
