,basic-subset,location,extension,location-extension
Test-MAE,18407.33,19312.91,18500.77,17976.58
Test-MAPE,290.53,287.7551,276.2869,277.8229
Test-RMSE,31878.53,31464.66,32656.35,31813.78
Test-N-RMSE,0.0899,0.0888,0.0921,0.0897
Test-IQR-RMSE,0.6826,0.6737,0.6992,0.6812
Test-CV-RMSE,0.3553,0.3507,0.364,0.3546
Test-R2,0.5274,0.5396,0.504,0.5293
Training-Duration,65.642,65.749,65.745,66.154
Test-Duration,0.0014419343,0.0015912089,0.0016010412,0.0017514278
