,basic-subset,location,extension,location-extension
Test-MAE,24141.52,21937.47,71151.92,24552.75
Test-MAPE,490.5564,464.8246,349.533,411.4166
Test-RMSE,38306.82,34240.49,108237.61,35285.14
Test-N-RMSE,0.1081,0.0966,0.3053,0.0995
Test-IQR-RMSE,0.8202,0.7332,2.3176,0.7555
Test-CV-RMSE,0.4269,0.3816,1.2063,0.3933
Test-R2,0.3175,0.4547,-4.4485,0.421
Training-Duration,1800.502,1800.132,1800.007,1799.95
Test-Duration,2.03791e-05,2.00925e-05,1.97536e-05,2.19574e-05
