,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,XGBoost,-29.11558736545823,-25.43362531019463,0.010305166244506836,0.004425048828125,0.32997798919677734,0.010305166244506836,0.004425048828125,0.32997798919677734,1,True,9
1,WeightedEnsemble_L2,-29.11558736545823,-25.43362531019463,0.011624813079833984,0.0047152042388916016,0.5385425090789795,0.0013196468353271484,0.00029015541076660156,0.20856451988220215,2,True,12
2,NeuralNetTorch,-80.95473773076554,-52.859181620299815,0.006526470184326172,0.004900217056274414,1.9364547729492188,0.006526470184326172,0.004900217056274414,1.9364547729492188,1,True,10
3,KNeighborsUnif,-228.7736800592717,-208.0432225863107,0.016497135162353516,0.018158912658691406,0.0038177967071533203,0.016497135162353516,0.018158912658691406,0.0038177967071533203,1,True,1
4,KNeighborsDist,-278.02985653696487,-215.35116017336378,0.01886439323425293,0.01835918426513672,0.005507946014404297,0.01886439323425293,0.01835918426513672,0.005507946014404297,1,True,2
5,RandomForestMSE,-288.1112020433096,-212.676394232357,0.09157872200012207,0.06946492195129395,0.5137760639190674,0.09157872200012207,0.06946492195129395,0.5137760639190674,1,True,5
6,ExtraTreesMSE,-299.55719528152457,-188.06599753990807,0.09072041511535645,0.06594729423522949,0.5256578922271729,0.09072041511535645,0.06594729423522949,0.5256578922271729,1,True,7
7,NeuralNetFastAI,-312.7841763183057,-228.85704515172162,0.01913905143737793,0.00998997688293457,2.226048707962036,0.01913905143737793,0.00998997688293457,2.226048707962036,1,True,8
8,LightGBMXT,-318.3889551640775,-185.6872791101098,0.004230499267578125,0.002657175064086914,0.3402423858642578,0.004230499267578125,0.002657175064086914,0.3402423858642578,1,True,3
9,LightGBM,-320.54701663328746,-190.98907953740738,0.0033910274505615234,0.0025784969329833984,0.4897613525390625,0.0033910274505615234,0.0025784969329833984,0.4897613525390625,1,True,4
10,LightGBMLarge,-326.68018371274246,-189.71183100958496,0.0035555362701416016,0.0026426315307617188,1.4065067768096924,0.0035555362701416016,0.0026426315307617188,1.4065067768096924,1,True,11
11,CatBoost,-340.9272341866593,-212.90183350286736,0.004204511642456055,0.0022606849670410156,0.7437312602996826,0.004204511642456055,0.0022606849670410156,0.7437312602996826,1,True,6
