,basic-subset,location,extension,location-extension
Test-MAE,21102.18,19714.59,17703.38,18093.89
Test-MAPE,0.2111,0.2075,0.1802,0.1906
Test-RMSE,37955.22,36978.11,32181.54,33742.46
Test-N-RMSE,0.0689,0.0672,0.0585,0.0613
Test-IQR-RMSE,0.6049,0.5893,0.5129,0.5377
Test-CV-RMSE,0.3872,0.3773,0.3283,0.3443
Test-R2,0.5349,0.5585,0.6656,0.6324
Training-Duration,74.85,78.482,65.519,65.719
Test-Duration,0.0014674484,0.0015884017,0.0015778631,0.0017726168
