model_id,rank,ensemble_weight,type,cost,duration,config_id,train_loss,seed,start_time,end_time,budget,status,data_preprocessors,feature_preprocessors,balancing_strategy,config_origin
107,1,0.6,libsvm_svr,16519.356885103927,1.0667550563812256,106,17990.04741272042,0,1701069915.6952899,1701069916.7791271,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
42,2,0.0,libsvm_svr,16661.69450508805,1.356454849243164,41,17702.7054536405,0,1701069187.082256,1701069188.4545262,0.0,StatusType.SUCCESS,[],['polynomial'],,Random Search
70,3,0.0,extra_trees,17229.04411897373,1.3220818042755127,69,16702.14968181172,0,1701069456.4668486,1701069457.8063638,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
7,4,0.02,extra_trees,17385.707987514434,1.1520755290985107,6,17703.759043479808,0,1701068293.2113893,1701068294.3834112,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Initial design
96,5,0.0,extra_trees,17394.678492169456,1.6181325912475586,95,18042.582413431457,0,1701069893.519921,1701069895.1553414,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
95,6,0.08,extra_trees,17788.77333149899,73.70694160461426,94,11490.446404605731,0,1701069815.1637027,1701069888.8892148,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
91,7,0.0,extra_trees,17852.68792400404,7.45093846321106,90,17854.214814864194,0,1701069795.9020517,1701069803.3702512,0.0,StatusType.SUCCESS,[],['random_trees_embedding'],,Local Search
77,8,0.0,extra_trees,17979.467369731523,1.2872438430786133,76,14707.907183233789,0,1701069499.9329736,1701069501.2399945,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Local Search
108,9,0.0,random_forest,18436.00076230514,1.7231192588806152,107,18375.94199063211,0,1701069921.3611567,1701069923.1011791,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
113,10,0.0,random_forest,18495.912032693417,1.2527611255645752,112,12796.122408054252,0,1701069947.3317769,1701069948.6036716,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Random Search (sorted)
5,11,0.04,adaboost,18696.526698722577,0.9245343208312988,4,8259.019111294796,0,1701068281.0306473,1701068281.973949,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Initial design
80,12,0.0,extra_trees,19039.006330741195,1.4729297161102295,79,395.0166871089306,0,1701069507.553772,1701069509.0472524,0.0,StatusType.SUCCESS,[],['pca'],,Local Search
61,13,0.0,liblinear_svr,19111.508592847862,0.5458347797393799,60,18889.972104086675,0,1701069233.2710986,1701069233.8323705,0.0,StatusType.SUCCESS,[],['random_trees_embedding'],,Random Search
94,14,0.12,liblinear_svr,19592.081392988595,0.5107901096343994,93,20998.51808029366,0,1701069809.5771465,1701069810.1048412,0.0,StatusType.SUCCESS,[],['random_trees_embedding'],,Local Search
81,15,0.0,extra_trees,19694.352036121534,4.728881597518921,80,19167.757481424203,0,1701069514.1449902,1701069518.893946,0.0,StatusType.SUCCESS,[],['random_trees_embedding'],,Local Search
2,16,0.0,random_forest,19707.89582356019,2.090519428253174,1,7824.098191748436,0,1701068277.6549811,1701068279.7661328,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Initial design
83,17,0.0,extra_trees,19744.35992755846,1.43404221534729,82,395.0166871089306,0,1701069583.505672,1701069584.9606318,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Local Search
60,18,0.0,extra_trees,20543.94307971276,0.9815883636474609,59,22729.780645620023,0,1701069231.7856486,1701069232.78519,0.0,StatusType.SUCCESS,[],['polynomial'],,Local Search
55,19,0.0,extra_trees,20628.898559288395,0.9714014530181885,54,22927.68249386732,0,1701069209.818145,1701069210.8061347,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Random Search (sorted)
57,20,0.0,gradient_boosting,20778.38200508805,0.92399001121521,56,20673.830673617038,0,1701069220.2633042,1701069221.2036152,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Random Search (sorted)
32,21,0.0,liblinear_svr,20782.393643562016,0.4729917049407959,31,23432.655414359968,0,1701069095.7046933,1701069096.194374,0.0,StatusType.SUCCESS,[],['no_preprocessing'],,Random Search (sorted)
45,22,0.0,extra_trees,21097.062702980656,1.1762242317199707,44,23615.105713168374,0,1701069194.0284684,1701069195.2219996,0.0,StatusType.SUCCESS,[],['polynomial'],,Random Search (sorted)
16,23,0.0,gradient_boosting,21797.072461839638,2.0362131595611572,15,7747.466937554439,0,1701068486.9557793,1701068489.0124702,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Initial design
51,24,0.0,extra_trees,22214.962795900694,0.9847006797790527,50,25130.869607241893,0,1701069202.2000902,1701069203.203236,0.0,StatusType.SUCCESS,[],['pca'],,Random Search (sorted)
87,25,0.02,gradient_boosting,22391.82626885465,3.4024720191955566,86,2378.7518959088807,0,1701069596.9547956,1701069600.374617,0.0,StatusType.SUCCESS,[],['pca'],,Local Search
114,26,0.02,libsvm_svr,22472.631044312933,59.428367137908936,113,23068.62692757217,0,1701069949.3719692,1701070008.8176832,0.0,StatusType.SUCCESS,[],['select_percentile_regression'],,Random Search
19,27,0.08,random_forest,22860.54083745309,12.102356433868408,18,14985.150760585537,0,1701068649.385569,1701068661.5086732,0.0,StatusType.SUCCESS,[],['extra_trees_preproc_for_regression'],,Initial design
59,28,0.0,extra_trees,23163.25583231091,1.1540601253509521,58,21844.563546555033,0,1701069226.0541523,1701069227.2263732,0.0,StatusType.SUCCESS,[],['feature_agglomeration'],,Local Search
